DeviceTag: Movella DOT,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Quaternion),StartTime: 2025-12-06 12:36:15.715,© Movella Technologies B.V. 2005-2025
SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
184639,0.2586,0.5036,-0.0082,-0.0031,0.0158,0.2093,0
184805,0.2589,0.5040,-0.0092,-0.0079,0.0161,0.2415,0
184972,0.2588,0.5040,-0.0085,0.0085,0.0102,0.2404,0
185139,0.2592,0.5042,-0.0083,0.0046,-0.0069,0.2467,0
185305,0.2591,0.5042,-0.0077,-0.0002,0.0011,0.2394,0
185472,0.2594,0.5042,-0.0085,0.0071,0.0051,0.2460,0
185639,0.2599,0.5027,-0.0104,0.0033,0.0015,0.2343,0
185805,0.2603,0.5036,-0.0120,-0.0029,-0.0096,0.2148,0
185972,0.2595,0.5029,-0.0126,-0.0002,0.0034,0.2637,0
186139,0.2586,0.5005,-0.0120,-0.0008,0.0102,0.2262,0
186305,0.2590,0.4997,-0.0123,-0.0024,0.0062,0.2350,0
186472,0.2598,0.4995,-0.0120,0.0033,0.0011,0.2355,0
186639,0.2605,0.4985,-0.0119,-0.0015,-0.0087,0.2465,0
186805,0.2611,0.4980,-0.0121,0.0024,-0.0112,0.2360,0
186972,0.2612,0.4987,-0.0127,-0.0055,0.0049,0.2471,0
187139,0.2611,0.4988,-0.0130,-0.0069,-0.0058,0.2520,0
187305,0.2599,0.4985,-0.0123,-0.0053,0.0053,0.2454,0
187472,0.2598,0.4990,-0.0123,-0.0003,0.0087,0.2246,0
187639,0.2600,0.4986,-0.0130,-0.0009,0.0079,0.2476,0
187805,0.2598,0.4984,-0.0125,-0.0017,0.0066,0.2362,0
187972,0.2599,0.4978,-0.0132,0.0078,-0.0009,0.2370,0
188139,0.2601,0.4979,-0.0120,-0.0105,0.0005,0.2387,0
188305,0.2699,0.4973,-0.0177,0.0030,-0.0003,0.2243,0
188472,0.2714,0.4967,-0.0176,-0.0139,-0.0070,0.2263,0
188639,0.2716,0.4961,-0.0182,0.0065,0.0062,0.2352,0
188805,0.2714,0.4964,-0.0183,0.0031,-0.0027,0.2274,0
188972,0.2708,0.4975,-0.0180,-0.0067,0.0047,0.2268,0
189139,0.2705,0.4977,-0.0186,0.0131,0.0083,0.2540,0
189305,0.2710,0.4991,-0.0190,0.0132,-0.0007,0.2299,0
189472,0.2711,0.5000,-0.0187,0.0028,-0.0046,0.2429,0
189639,0.2704,0.5004,-0.0182,-0.0029,-0.0003,0.2492,0
189805,0.2704,0.5006,-0.0180,-0.0044,-0.0045,0.2202,0
189972,0.2692,0.5021,-0.0176,-0.0104,-0.0001,0.2308,0
190139,0.2704,0.5030,-0.0157,-0.0063,0.0133,0.2259,0
190305,0.2702,0.5021,-0.0161,-0.0031,-0.0028,0.2199,0
190472,0.2706,0.5036,-0.0163,0.0066,-0.0069,0.2379,0
190639,0.2704,0.5038,-0.0175,0.0059,-0.0075,0.2550,0
190805,0.2700,0.5049,-0.0177,0.0021,-0.0094,0.2400,0
190972,0.2694,0.5063,-0.0184,-0.0072,0.0039,0.2327,0
191139,0.2689,0.5058,-0.0182,0.0004,0.0137,0.2159,0
191305,0.2682,0.5048,-0.0181,-0.0114,-0.0044,0.2414,0
191472,0.2678,0.5049,-0.0180,-0.0019,-0.0086,0.2591,0
191639,0.2673,0.5055,-0.0181,0.0152,-0.0074,0.2284,0
191805,0.2670,0.5051,-0.0192,0.0092,0.0042,0.2345,0
191972,0.2669,0.5046,-0.0191,0.0087,-0.0004,0.2548,0
192139,0.2674,0.5049,-0.0188,0.0023,-0.0056,0.2265,0
192305,0.2669,0.5057,-0.0181,0.0011,0.0048,0.2129,0
192472,0.2661,0.5061,-0.0173,-0.0005,-0.0210,0.2158,0
192639,0.2656,0.5047,-0.0173,-0.0025,0.0029,0.2215,0
192805,0.2657,0.5041,-0.0164,-0.0043,0.0099,0.2338,0
192972,0.2650,0.5046,-0.0162,-0.0048,-0.0051,0.2308,0
193139,0.2647,0.5035,-0.0149,-0.0041,-0.0037,0.2192,0
193305,0.2648,0.5024,-0.0141,-0.0094,-0.0033,0.2363,0
193472,0.2638,0.5015,-0.0146,-0.0044,0.0053,0.2163,0
193639,0.2640,0.5018,-0.0154,-0.0130,-0.0058,0.2334,0
193805,0.2649,0.5013,-0.0162,-0.0095,0.0127,0.2172,0
193972,0.2644,0.5010,-0.0173,0.0076,0.0069,0.2313,0
194139,0.2635,0.5000,-0.0177,-0.0116,-0.0047,0.2441,0
194305,0.2640,0.5000,-0.0178,-0.0019,-0.0145,0.2306,0
194472,0.2635,0.5007,-0.0193,0.0069,-0.0034,0.2299,0
194639,0.2640,0.4998,-0.0191,0.0025,0.0100,0.2512,0
194805,0.2634,0.5004,-0.0204,0.0075,0.0146,0.2437,0
194972,0.2624,0.5006,-0.0215,0.0052,0.0105,0.2547,0
195139,0.2632,0.5006,-0.0209,0.0015,0.0067,0.2248,0
195305,0.2631,0.5005,-0.0214,0.0081,-0.0055,0.2486,0
195472,0.2632,0.5019,-0.0223,-0.0075,0.0001,0.2281,0
195639,0.2633,0.5028,-0.0223,-0.0152,-0.0131,0.2427,0
195805,0.2629,0.5029,-0.0225,-0.0092,0.0042,0.2336,0
195972,0.2612,0.5023,-0.0227,0.0013,-0.0090,0.2400,0
196139,0.2608,0.5031,-0.0239,-0.0024,0.0018,0.2284,0
196305,0.2613,0.5032,-0.0249,0.0051,0.0039,0.2247,0
196472,0.2616,0.5043,-0.0252,0.0023,0.0022,0.2408,0
196639,0.2613,0.5047,-0.0262,-0.0055,-0.0084,0.2308,0
196805,0.2608,0.5042,-0.0272,-0.0031,0.0115,0.2188,0
196972,0.2604,0.5047,-0.0265,-0.0019,0.0127,0.2364,0
197139,0.2590,0.5049,-0.0260,0.0034,-0.0018,0.2228,0
197305,0.2594,0.5054,-0.0258,0.0107,0.0209,0.2152,0
197472,0.2589,0.5055,-0.0262,-0.0025,-0.0034,0.2459,0
197639,0.2584,0.5068,-0.0267,0.0023,0.0027,0.2289,0
197806,0.2592,0.5054,-0.0272,-0.0083,0.0024,0.2229,0
197972,0.2595,0.5071,-0.0268,0.0096,0.0024,0.2408,0
198139,0.2588,0.5064,-0.0260,0.0056,0.0018,0.2326,0
198306,0.2584,0.5061,-0.0261,0.0015,0.0050,0.2473,0
198472,0.2585,0.5050,-0.0259,-0.0031,-0.0071,0.2247,0
198639,0.2584,0.5056,-0.0265,-0.0048,-0.0071,0.2269,0
198806,0.2578,0.5059,-0.0259,-0.0007,0.0048,0.2426,0
198972,0.2567,0.5063,-0.0254,0.0059,0.0051,0.2240,0
199139,0.2568,0.5056,-0.0256,0.0051,-0.0003,0.2418,0
199306,0.2570,0.5064,-0.0260,0.0010,-0.0047,0.2440,0
199472,0.2565,0.5059,-0.0267,0.0002,-0.0074,0.2361,0
199639,0.2572,0.5072,-0.0272,0.0039,0.0228,0.2238,0
199806,0.2562,0.5078,-0.0272,-0.0105,-0.0040,0.2395,0
199972,0.2552,0.5071,-0.0267,0.0080,-0.0059,0.2601,0
200139,0.2555,0.5073,-0.0266,-0.0037,0.0102,0.2644,0
200306,0.2563,0.5061,-0.0257,-0.0087,0.0092,0.2456,0
200472,0.2571,0.5061,-0.0261,-0.0130,0.0034,0.2243,0
200639,0.2573,0.5047,-0.0267,0.0024,-0.0153,0.2584,0
200806,0.2562,0.5052,-0.0276,0.0015,0.0063,0.2394,0
200972,0.2566,0.5035,-0.0280,-0.0142,-0.0030,0.2329,0
201139,0.2573,0.5034,-0.0279,-0.0070,0.0026,0.2311,0
201306,0.2580,0.5014,-0.0277,-0.0069,0.0029,0.2475,0
201472,0.2576,0.5016,-0.0267,0.0032,0.0128,0.2377,0
201639,0.2593,0.5018,-0.0263,-0.0030,-0.0024,0.2303,0
201806,0.2582,0.5001,-0.0259,-0.0052,-0.0002,0.2454,0
201972,0.2579,0.5010,-0.0261,0.0047,-0.0198,0.2301,0
202139,0.2593,0.5003,-0.0259,-0.0118,-0.0066,0.2458,0
202306,0.2585,0.5002,-0.0263,-0.0026,0.0058,0.2426,0
202472,0.2584,0.5000,-0.0263,-0.0031,-0.0159,0.2399,0
202639,0.2593,0.4993,-0.0260,-0.0023,-0.0083,0.2308,0
202806,0.2595,0.5003,-0.0265,-0.0047,0.0086,0.2347,0
202972,0.2602,0.5000,-0.0267,0.0035,0.0027,0.2627,0
203139,0.2588,0.4995,-0.0271,-0.0038,-0.0102,0.2343,0
203306,0.2586,0.4983,-0.0279,-0.0068,0.0159,0.2243,0
203472,0.2591,0.4983,-0.0277,0.0019,0.0113,0.2345,0
203639,0.2588,0.4981,-0.0285,-0.0077,0.0031,0.2104,0
203806,0.2587,0.4985,-0.0282,-0.0244,0.0047,0.2350,0
203972,0.2587,0.4983,-0.0283,-0.0103,0.0106,0.2168,0
204139,0.2590,0.4984,-0.0281,0.0099,0.0014,0.2479,0
204306,0.2585,0.4973,-0.0285,0.0036,0.0017,0.2233,0
204472,0.2587,0.4984,-0.0291,0.0057,-0.0002,0.2547,0
204639,0.2582,0.4983,-0.0306,-0.0105,-0.0105,0.2336,0
204806,0.2584,0.4982,-0.0316,0.0049,0.0119,0.2174,0
204972,0.2579,0.4985,-0.0326,-0.0106,0.0042,0.2152,0
205139,0.2572,0.4990,-0.0323,0.0096,0.0131,0.2189,0
205306,0.2572,0.5005,-0.0334,0.0015,-0.0070,0.2372,0
205472,0.2567,0.5006,-0.0339,-0.0017,0.0023,0.2518,0
205639,0.2562,0.5016,-0.0342,0.0042,0.0028,0.2342,0
205806,0.2557,0.5024,-0.0342,0.0042,-0.0021,0.2245,0
205972,0.2560,0.5028,-0.0340,0.0047,0.0017,0.2251,0
206139,0.2560,0.5034,-0.0339,-0.0109,0.0024,0.2236,0
206306,0.2567,0.5028,-0.0339,0.0081,0.0098,0.2278,0
206472,0.2579,0.5020,-0.0341,0.0021,0.0042,0.2356,0
206639,0.2583,0.5021,-0.0345,-0.0030,0.0048,0.2443,0
206806,0.2591,0.5013,-0.0345,0.0146,-0.0001,0.2375,0
206972,0.2581,0.5006,-0.0348,-0.0034,-0.0008,0.2231,0
207139,0.2582,0.5003,-0.0359,0.0028,0.0015,0.2248,0
207306,0.2580,0.4998,-0.0364,-0.0005,-0.0013,0.2404,0
207472,0.2585,0.5020,-0.0367,0.0075,0.0076,0.2214,0
207639,0.2588,0.5024,-0.0364,0.0025,0.0071,0.2565,0
207806,0.2590,0.5021,-0.0374,-0.0091,-0.0039,0.2377,0
207972,0.2597,0.5019,-0.0367,0.0036,-0.0054,0.2453,0
208139,0.2592,0.5022,-0.0361,-0.0012,0.0107,0.2443,0
208306,0.2681,0.4999,-0.0389,-0.0020,-0.0025,0.2430,0
208472,0.2674,0.5002,-0.0396,-0.0052,0.0102,0.2469,0
208639,0.2673,0.5006,-0.0407,-0.0006,0.0053,0.2441,0
208806,0.2677,0.5020,-0.0407,0.0123,0.0077,0.2469,0
208972,0.2684,0.5024,-0.0400,-0.0116,0.0132,0.2290,0
209139,0.2678,0.5028,-0.0400,-0.0142,0.0045,0.2317,0
209306,0.2685,0.5041,-0.0405,0.0169,0.0003,0.2415,0
209472,0.2689,0.5029,-0.0404,-0.0002,0.0078,0.2249,0
209639,0.2690,0.5020,-0.0410,0.0023,0.0042,0.2402,0
209806,0.2695,0.5022,-0.0407,0.0070,-0.0052,0.2437,0
209972,0.2697,0.5020,-0.0405,0.0077,-0.0075,0.2487,0
210139,0.2693,0.5013,-0.0399,-0.0027,0.0053,0.2325,0
210306,0.2698,0.5023,-0.0399,-0.0078,-0.0017,0.2364,0
210472,0.2698,0.5024,-0.0394,0.0107,0.0000,0.2250,0
210639,0.2680,0.5036,-0.0389,0.0014,0.0067,0.2167,0
210806,0.2671,0.5051,-0.0395,0.0080,0.0028,0.2230,0
210972,0.2673,0.5047,-0.0400,-0.0020,-0.0100,0.2294,0
211139,0.2680,0.5032,-0.0403,-0.0232,-0.0071,0.2333,0
211306,0.2677,0.5034,-0.0389,0.0024,0.0034,0.2238,0
211472,0.2671,0.5028,-0.0385,-0.0097,-0.0114,0.2132,0
211639,0.2673,0.5038,-0.0381,-0.0033,-0.0172,0.2292,0
211806,0.2674,0.5034,-0.0375,-0.0024,0.0016,0.2316,0
211972,0.2669,0.5019,-0.0377,-0.0024,-0.0045,0.2349,0
212139,0.2661,0.5002,-0.0383,-0.0057,-0.0153,0.2321,0
212306,0.2664,0.4992,-0.0390,-0.0078,0.0082,0.2329,0
212472,0.2671,0.4981,-0.0382,-0.0048,0.0025,0.2425,0
212639,0.2678,0.4986,-0.0378,-0.0142,0.0035,0.2245,0
212806,0.2676,0.4989,-0.0372,-0.0076,0.0154,0.2172,0
212972,0.2664,0.4981,-0.0387,-0.0036,0.0030,0.2482,0
213139,0.2671,0.4977,-0.0384,0.0110,0.0089,0.2460,0
213306,0.2666,0.4965,-0.0389,-0.0197,0.0092,0.2267,0
213472,0.2681,0.4958,-0.0391,-0.0025,-0.0055,0.2408,0
213639,0.2680,0.4961,-0.0387,-0.0022,0.0099,0.2081,0
213806,0.2693,0.4976,-0.0389,-0.0047,-0.0063,0.2403,0
213972,0.2692,0.4964,-0.0381,-0.0110,-0.0076,0.2459,0
214139,0.2691,0.4953,-0.0387,-0.0015,-0.0066,0.2314,0
214306,0.2691,0.4941,-0.0386,-0.0054,-0.0056,0.2435,0
214473,0.2702,0.4927,-0.0384,0.0001,0.0003,0.2317,0
214639,0.2694,0.4933,-0.0393,0.0048,0.0072,0.2463,0
214806,0.2694,0.4917,-0.0394,0.0093,0.0022,0.2226,0
214973,0.2684,0.4915,-0.0405,-0.0160,-0.0039,0.2325,0
215139,0.2679,0.4909,-0.0410,-0.0015,-0.0076,0.2284,0
215306,0.2687,0.4902,-0.0418,-0.0019,-0.0059,0.2514,0
215473,0.2685,0.4898,-0.0417,-0.0057,0.0010,0.2280,0
215639,0.2679,0.4891,-0.0428,-0.0035,0.0143,0.2521,0
215806,0.2682,0.4880,-0.0423,-0.0060,0.0084,0.2233,0
215973,0.2685,0.4887,-0.0420,-0.0084,0.0035,0.2505,0
216139,0.2689,0.4877,-0.0424,-0.0174,0.0101,0.2623,0
216306,0.2670,0.4893,-0.0419,-0.0090,-0.0154,0.2327,0
216473,0.2664,0.4900,-0.0420,-0.0080,-0.0018,0.2322,0
216639,0.2674,0.4894,-0.0414,-0.0077,0.0180,0.2339,0
216806,0.2676,0.4892,-0.0421,0.0144,0.0178,0.2205,0
216973,0.2670,0.4894,-0.0421,0.0017,0.0007,0.2364,0
217139,0.2666,0.4897,-0.0425,0.0022,-0.0048,0.2586,0
217306,0.2657,0.4905,-0.0428,-0.0066,0.0004,0.2422,0
217473,0.2651,0.4892,-0.0435,-0.0099,-0.0051,0.2437,0
217639,0.2654,0.4876,-0.0424,-0.0143,0.0021,0.2514,0
217806,0.2665,0.4857,-0.0418,-0.0119,0.0100,0.2564,0
217973,0.2667,0.4838,-0.0414,-0.0017,-0.0008,0.2196,0
218139,0.2670,0.4836,-0.0413,-0.0239,-0.0046,0.2415,0
218306,0.2678,0.4851,-0.0423,-0.0005,0.0037,0.2497,0
218473,0.2678,0.4853,-0.0422,-0.0102,-0.0025,0.2439,0
218639,0.2677,0.4861,-0.0423,-0.0046,0.0023,0.2500,0
218806,0.2674,0.4857,-0.0414,-0.0212,0.0087,0.2492,0
218973,0.2676,0.4850,-0.0423,-0.0215,0.0049,0.2293,0
219139,0.2690,0.4854,-0.0425,-0.0020,0.0072,0.2367,0
219306,0.2700,0.4843,-0.0421,-0.0076,0.0128,0.2382,0
219473,0.2709,0.4853,-0.0427,0.0005,-0.0028,0.2374,0
219639,0.2716,0.4834,-0.0429,-0.0131,-0.0061,0.2434,0
219806,0.2730,0.4824,-0.0436,-0.0016,0.0043,0.2233,0
219973,0.2726,0.4827,-0.0436,-0.0049,0.0007,0.2490,0
220139,0.2718,0.4828,-0.0440,0.0013,0.0070,0.2336,0
220306,0.2723,0.4825,-0.0445,-0.0183,0.0092,0.2201,0
220473,0.2716,0.4812,-0.0446,-0.0004,-0.0065,0.2500,0
220639,0.2721,0.4804,-0.0448,-0.0119,0.0085,0.1988,0
220806,0.2719,0.4801,-0.0435,0.0015,-0.0232,0.2356,0
220973,0.2707,0.4819,-0.0444,-0.0032,-0.0071,0.2211,0
221139,0.2712,0.4812,-0.0434,-0.0041,-0.0137,0.2238,0
221306,0.2710,0.4804,-0.0427,0.0043,0.0024,0.2569,0
221473,0.2714,0.4796,-0.0422,-0.0104,-0.0096,0.2277,0
221639,0.2714,0.4808,-0.0414,-0.0131,-0.0048,0.2237,0
221806,0.2709,0.4807,-0.0421,-0.0097,-0.0053,0.2293,0
221973,0.2704,0.4809,-0.0429,-0.0042,-0.0095,0.2302,0
222139,0.2691,0.4809,-0.0431,-0.0075,0.0079,0.2276,0
222306,0.2688,0.4814,-0.0432,-0.0070,0.0000,0.2202,0
222473,0.2682,0.4814,-0.0431,-0.0134,-0.0080,0.2248,0
222639,0.2684,0.4811,-0.0432,-0.0084,0.0044,0.2403,0
222806,0.2680,0.4806,-0.0443,-0.0006,0.0099,0.2446,0
222973,0.2673,0.4808,-0.0445,0.0011,0.0010,0.2204,0
223139,0.2683,0.4810,-0.0444,0.0013,0.0047,0.2480,0
223306,0.2681,0.4821,-0.0444,-0.0070,-0.0098,0.2530,0
223473,0.2676,0.4830,-0.0441,-0.0149,-0.0036,0.2179,0
223639,0.2683,0.4833,-0.0438,-0.0064,0.0010,0.2485,0
223806,0.2682,0.4822,-0.0446,-0.0103,-0.0038,0.2416,0
223973,0.2679,0.4827,-0.0450,-0.0061,0.0147,0.2341,0
224139,0.2682,0.4832,-0.0451,-0.0001,-0.0041,0.2317,0
224306,0.2682,0.4843,-0.0455,-0.0096,0.0058,0.2351,0
224473,0.2683,0.4842,-0.0467,-0.0048,0.0053,0.2280,0
224639,0.2689,0.4837,-0.0473,-0.0097,0.0006,0.2073,0
224806,0.2703,0.4823,-0.0473,-0.0098,0.0050,0.2542,0
224973,0.2698,0.4811,-0.0467,-0.0082,0.0034,0.2516,0
225139,0.2699,0.4819,-0.0472,-0.0019,0.0067,0.2286,0
225306,0.2708,0.4825,-0.0467,-0.0157,0.0071,0.2460,0
225473,0.2702,0.4822,-0.0471,-0.0070,-0.0059,0.2366,0
225639,0.2702,0.4820,-0.0471,-0.0036,-0.0046,0.2006,0
225806,0.2700,0.4824,-0.0476,0.0024,-0.0083,0.2476,0
225973,0.2698,0.4826,-0.0488,-0.0016,0.0003,0.2277,0
226139,0.2699,0.4828,-0.0487,0.0005,-0.0105,0.2319,0
226306,0.2694,0.4845,-0.0484,-0.0061,-0.0085,0.2281,0
226473,0.2684,0.4867,-0.0501,-0.0044,-0.0131,0.2502,0
226639,0.2689,0.4871,-0.0497,-0.0100,0.0053,0.2398,0
226806,0.2676,0.4874,-0.0502,-0.0121,0.0014,0.2509,0
226973,0.2664,0.4867,-0.0507,-0.0031,-0.0007,0.2400,0
227139,0.2672,0.4873,-0.0513,0.0063,-0.0073,0.2470,0
227306,0.2678,0.4874,-0.0522,-0.0064,-0.0115,0.2288,0
227473,0.2680,0.4876,-0.0528,-0.0082,0.0028,0.2606,0
227639,0.2673,0.4887,-0.0528,-0.0238,0.0084,0.2328,0
227806,0.2678,0.4892,-0.0534,-0.0083,0.0028,0.2117,0
227973,0.2674,0.4893,-0.0521,-0.0080,0.0077,0.2249,0
228139,0.2682,0.4899,-0.0509,0.0028,0.0067,0.2304,0
228306,0.2694,0.4950,-36.1176,0.0035,-0.0100,0.2212,0
228473
228639
228806
228973
