DeviceTag: Movella DOT,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Custom Modes - Custom Mode 5,StartTime: 2025-12-02 15:59:45.216,© Movella Technologies B.V. 2005-2025
SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z
4809892,0.0519,-0.0279,10.0653,-1.9688,0.8459,-0.5404,0.9940,-0.0000,-0.0032,0.1096,-0.0409,-0.3589,12.5850
4810059,0.0593,0.0001,10.0932,-1.9926,0.8634,-0.5781,0.9940,-0.0000,-0.0032,0.1096,-0.0418,-0.3596,12.5845
4810226,0.0715,-0.0342,10.0499,-2.0376,0.8899,-0.5981,0.9940,-0.0000,-0.0032,0.1096,-0.0434,-0.3598,12.5848
4810393,0.0652,-0.0044,10.0402,-1.9312,0.9571,-0.5881,0.9940,-0.0000,-0.0032,0.1096,-0.0433,-0.3589,12.5852
4810559,0.0475,-0.0032,10.0536,-1.9332,0.9110,-0.6109,0.9940,-0.0000,-0.0032,0.1096,-0.0431,-0.3588,12.5849
4810726,0.0518,-0.0217,10.0408,-1.9951,0.9771,-0.6340,0.9940,-0.0000,-0.0031,0.1096,-0.0441,-0.3575,12.5847
4810893,0.0440,-0.0082,10.0432,-1.9660,0.8187,-0.6608,0.9940,-0.0000,-0.0032,0.1096,-0.0445,-0.3589,12.5831
4811059,0.0457,-0.0134,10.0702,-1.9685,0.9126,-0.6539,0.9940,-0.0000,-0.0032,0.1096,-0.0449,-0.3587,12.5824
4811226,0.0408,-0.0319,10.0518,-2.0075,0.9022,-0.5776,0.9940,-0.0001,-0.0032,0.1096,-0.0461,-0.3587,12.5823
4811393,0.0557,-0.0214,10.0487,-1.9354,0.8678,-0.6463,0.9940,-0.0001,-0.0032,0.1096,-0.0460,-0.3593,12.5819
4811559,0.0770,0.0013,10.0400,-1.8193,1.0067,-0.6571,0.9940,-0.0000,-0.0031,0.1096,-0.0440,-0.3576,12.5815
4811726,0.0726,-0.0104,10.0341,-1.9136,0.8828,-0.6115,0.9940,-0.0000,-0.0031,0.1096,-0.0435,-0.3579,12.5815
4811893,0.0759,0.0100,10.0538,-1.9155,0.7780,-0.5374,0.9940,-0.0000,-0.0032,0.1096,-0.0431,-0.3600,12.5828
4812059,0.0574,-0.0232,10.0331,-1.9389,0.9200,-0.6080,0.9940,-0.0000,-0.0032,0.1096,-0.0431,-0.3597,12.5825
4812226,0.0540,-0.0138,10.0769,-1.9860,0.7662,-0.5641,0.9940,-0.0000,-0.0032,0.1096,-0.0439,-0.3619,12.5835
4812393,0.0406,-0.0314,10.0706,-1.8991,0.8456,-0.6478,0.9940,-0.0000,-0.0032,0.1096,-0.0432,-0.3629,12.5821
4812559,0.0376,-0.0199,10.0380,-1.8605,0.9001,-0.6169,0.9940,-0.0000,-0.0032,0.1096,-0.0419,-0.3629,12.5822
4812726,0.0346,-0.0110,10.0668,-1.9204,0.8822,-0.6474,0.9940,-0.0000,-0.0032,0.1096,-0.0416,-0.3632,12.5817
4812893,0.0610,-0.0108,10.0760,-1.8894,0.8625,-0.6127,0.9940,-0.0000,-0.0032,0.1096,-0.0407,-0.3639,12.5808
4813059,0.0608,-0.0136,10.0671,-1.8717,0.8952,-0.5629,0.9940,0.0000,-0.0032,0.1096,-0.0396,-0.3640,12.5818
4813226,0.0769,-0.0077,10.0662,-1.9578,0.8356,-0.6230,0.9940,0.0000,-0.0032,0.1096,-0.0399,-0.3651,12.5814
4813393,0.0744,0.0128,10.0474,-1.9909,0.9067,-0.5889,0.9940,-0.0000,-0.0032,0.1096,-0.0408,-0.3650,12.5810
4813559,0.0688,-0.0070,10.0547,-1.8967,0.8392,-0.6325,0.9940,0.0000,-0.0032,0.1096,-0.0401,-0.3660,12.5803
4813726,0.0684,-0.0234,10.0599,-2.0296,0.9193,-0.6091,0.9940,-0.0000,-0.0032,0.1096,-0.0416,-0.3657,12.5799
4813893,0.0507,-0.0149,10.0573,-1.9982,0.9689,-0.6494,0.9940,-0.0000,-0.0032,0.1095,-0.0425,-0.3646,12.5789
4814059,0.0513,-0.0189,10.0614,-2.0051,0.8730,-0.5930,0.9940,-0.0000,-0.0032,0.1096,-0.0436,-0.3651,12.5790
4814226,0.0586,-0.0180,10.0427,-1.9070,0.9107,-0.6640,0.9940,-0.0000,-0.0032,0.1095,-0.0431,-0.3649,12.5770
4814393,0.0580,-0.0016,10.0637,-1.9081,0.9800,-0.6258,0.9940,-0.0000,-0.0032,0.1095,-0.0426,-0.3636,12.5769
4814559,0.0604,-0.0191,10.0486,-1.8956,0.8364,-0.6332,0.9940,-0.0000,-0.0032,0.1095,-0.0418,-0.3647,12.5765
4814726,0.0453,-0.0146,10.0587,-1.9392,0.9321,-0.6510,0.9940,-0.0000,-0.0032,0.1095,-0.0418,-0.3642,12.5750
4814893,0.0670,0.0005,10.0713,-1.9461,0.8568,-0.6030,0.9940,-0.0000,-0.0032,0.1095,-0.0419,-0.3650,12.5745
4815059,0.0652,-0.0121,10.0801,-1.9713,0.9180,-0.6157,0.9940,-0.0000,-0.0032,0.1095,-0.0425,-0.3647,12.5740
4815226,0.0375,-0.0036,10.0742,-1.9741,0.8345,-0.6549,0.9940,-0.0000,-0.0032,0.1095,-0.0430,-0.3658,12.5733
4815393,0.0579,-0.0226,10.0742,-1.9012,0.8757,-0.5426,0.9940,-0.0000,-0.0032,0.1095,-0.0424,-0.3662,12.5739
4815559,0.0393,-0.0130,10.0799,-1.9876,0.9524,-0.6436,0.9940,-0.0000,-0.0032,0.1095,-0.0432,-0.3654,12.5734
4815726,0.0677,-0.0176,10.0377,-1.9620,0.8382,-0.5957,0.9940,-0.0000,-0.0032,0.1095,-0.0436,-0.3664,12.5737
4815893,0.0649,-0.0038,10.0625,-1.9213,0.9248,-0.5808,0.9940,-0.0000,-0.0032,0.1095,-0.0433,-0.3660,12.5743
4816059,0.0754,-0.0368,10.0689,-1.9407,0.8487,-0.5774,0.9940,-0.0000,-0.0032,0.1095,-0.0433,-0.3669,12.5751
4816226,0.0660,-0.0036,10.0622,-1.8781,0.8779,-0.6420,0.9940,-0.0000,-0.0032,0.1095,-0.0423,-0.3673,12.5743
4816393,0.0686,-0.0179,10.0393,-1.8862,0.8978,-0.6294,0.9940,-0.0000,-0.0032,0.1095,-0.0414,-0.3673,12.5741
4816559,0.0645,-0.0076,10.0556,-1.9713,0.8346,-0.6039,0.9940,-0.0000,-0.0032,0.1095,-0.0419,-0.3685,12.5743
4816726,0.0512,-0.0173,10.0802,-1.9347,0.9145,-0.5898,0.9940,-0.0000,-0.0032,0.1095,-0.0419,-0.3682,12.5749
4816893,0.0540,-0.0119,10.0571,-1.9754,0.8775,-0.6596,0.9940,-0.0000,-0.0032,0.1095,-0.0425,-0.3686,12.5746
4817059,0.0572,-0.0155,10.0624,-1.9777,0.9277,-0.6303,0.9940,-0.0000,-0.0032,0.1095,-0.0431,-0.3682,12.5737
4817226,0.0723,-0.0020,10.0661,-1.9904,0.8398,-0.5991,0.9940,-0.0000,-0.0032,0.1095,-0.0440,-0.3692,12.5736
4817393,0.0646,0.0009,10.0614,-2.0116,0.8337,-0.5788,0.9940,-0.0000,-0.0033,0.1095,-0.0452,-0.3703,12.5747
4817559,0.0642,-0.0071,10.0390,-1.9370,0.9310,-0.5601,0.9940,-0.0000,-0.0033,0.1095,-0.0451,-0.3698,12.5759
4817726,0.0608,0.0032,10.0307,-1.9612,0.8371,-0.6071,0.9940,-0.0000,-0.0033,0.1095,-0.0455,-0.3709,12.5761
4817893,0.0654,-0.0037,10.0364,-1.9020,0.8304,-0.6061,0.9940,-0.0000,-0.0033,0.1095,-0.0449,-0.3721,12.5761
4818059,0.0604,-0.0111,10.0537,-1.9575,0.8449,-0.5418,0.9940,-0.0000,-0.0033,0.1095,-0.0452,-0.3730,12.5769
4818226,0.0502,-0.0197,10.0584,-1.9555,0.8943,-0.6343,0.9940,-0.0000,-0.0033,0.1095,-0.0454,-0.3732,12.5754
4818393,0.0479,-0.0217,10.0479,-2.0454,0.9071,-0.6217,0.9940,-0.0001,-0.0033,0.1095,-0.0472,-0.3731,12.5753
4818559,0.0619,-0.0090,10.0555,-1.8682,0.8284,-0.6008,0.9940,-0.0000,-0.0033,0.1095,-0.0460,-0.3743,12.5760
4818726,0.0463,-0.0089,10.0600,-1.9237,0.8956,-0.6079,0.9940,-0.0000,-0.0033,0.1095,-0.0458,-0.3744,12.5762
4818893,0.0543,-0.0193,10.0696,-1.9363,0.9120,-0.5334,0.9940,-0.0000,-0.0033,0.1095,-0.0457,-0.3742,12.5779
4819059,0.0624,-0.0123,10.0821,-1.9044,0.9384,-0.6164,0.9940,-0.0000,-0.0033,0.1095,-0.0451,-0.3736,12.5780
4819226,0.0595,-0.0068,10.0597,-1.9312,0.9131,-0.5523,0.9940,-0.0000,-0.0033,0.1096,-0.0450,-0.3733,12.5796
4819393,0.0556,-0.0190,10.0477,-1.9284,0.9328,-0.6813,0.9940,-0.0000,-0.0033,0.1095,-0.0448,-0.3728,12.5786
4819559,0.0639,-0.0275,10.0515,-1.9305,0.8693,-0.5957,0.9940,-0.0000,-0.0033,0.1095,-0.0447,-0.3733,12.5784
4819726,0.0631,-0.0196,10.0734,-1.9131,0.9254,-0.6155,0.9940,0.0000,-0.0032,0.1096,-0.0381,-0.3593,12.5829
4819893,0.0661,-0.0123,10.0609,-1.8927,0.9811,-0.6260,0.9940,0.0000,-0.0031,0.1096,-0.0373,-0.3579,12.5824
4820059,0.0574,-0.0117,10.0718,-1.9380,0.8439,-0.6124,0.9940,0.0000,-0.0031,0.1096,-0.0372,-0.3588,12.5826
4820226,0.0636,-0.0104,10.0749,-1.9818,0.8767,-0.6275,0.9940,0.0000,-0.0032,0.1096,-0.0379,-0.3591,12.5821
4820393,0.0678,-0.0237,10.0556,-1.9513,0.9420,-0.6448,0.9940,0.0000,-0.0031,0.1096,-0.0381,-0.3584,12.5810
4820559,0.0745,-0.0211,10.0680,-1.8731,0.8593,-0.6117,0.9940,0.0000,-0.0031,0.1096,-0.0370,-0.3590,12.5811
4820726,0.0580,-0.0200,10.0516,-1.8985,0.9521,-0.6273,0.9940,0.0000,-0.0031,0.1096,-0.0363,-0.3581,12.5809
4820893,0.0405,-0.0146,10.0702,-2.0111,0.8352,-0.6203,0.9940,0.0000,-0.0032,0.1096,-0.0374,-0.3592,12.5805
4821059,0.0450,-0.0148,10.0389,-1.9332,0.8782,-0.5686,0.9940,0.0000,-0.0032,0.1096,-0.0373,-0.3595,12.5816
4821226,0.0491,-0.0326,10.0556,-1.8910,0.9116,-0.5603,0.9940,0.0000,-0.0032,0.1096,-0.0365,-0.3592,12.5824
4821393,0.0695,-0.0043,10.0646,-1.9376,0.9947,-0.6228,0.9940,0.0000,-0.0031,0.1096,-0.0365,-0.3576,12.5820
4821559,0.0683,0.0057,10.0734,-1.9791,0.9119,-0.6784,0.9940,0.0000,-0.0031,0.1096,-0.0371,-0.3574,12.5811
4821726,0.0744,-0.0084,10.0729,-1.9543,0.9036,-0.6211,0.9940,0.0000,-0.0031,0.1096,-0.0373,-0.3573,12.5809
4821893,0.0682,-0.0111,10.0705,-1.8885,0.8109,-0.5721,0.9940,0.0000,-0.0031,0.1096,-0.0365,-0.3587,12.5814
4822059,0.0607,-0.0188,10.0738,-1.8826,0.9663,-0.5924,0.9940,0.0000,-0.0031,0.1096,-0.0355,-0.3576,12.5822
4822226,0.0490,-0.0172,10.0511,-1.9683,0.9241,-0.5813,0.9940,0.0000,-0.0031,0.1096,-0.0360,-0.3571,12.5824
4822393,0.0375,-0.0205,10.0432,-1.9607,1.0294,-0.6035,0.9940,0.0000,-0.0031,0.1096,-0.0363,-0.3549,12.5825
4822559,0.0466,-0.0176,10.0506,-2.0047,0.8617,-0.6130,0.9940,0.0000,-0.0031,0.1096,-0.0374,-0.3555,12.5825
4822726,0.0516,-0.0318,10.0460,-1.9375,0.8351,-0.6776,0.9940,0.0000,-0.0031,0.1096,-0.0373,-0.3565,12.5816
4822893,0.0667,-0.0148,10.0525,-1.8777,0.8638,-0.6324,0.9940,0.0000,-0.0031,0.1096,-0.0363,-0.3571,12.5806
4823059,0.0538,-0.0101,10.0631,-1.9526,0.8457,-0.5749,0.9940,0.0000,-0.0031,0.1096,-0.0365,-0.3579,12.5815
4823226,0.0666,-0.0019,10.0764,-1.8966,0.9418,-0.5930,0.9940,0.0000,-0.0031,0.1096,-0.0358,-0.3572,12.5822
4823393,0.0604,0.0002,10.0618,-1.9200,0.9064,-0.6205,0.9940,0.0000,-0.0031,0.1096,-0.0354,-0.3570,12.5820
4823559,0.0740,-0.0123,10.0449,-1.9419,0.8657,-0.6076,0.9940,0.0000,-0.0031,0.1096,-0.0355,-0.3576,12.5819
4823726,0.0482,-0.0248,10.0649,-1.9162,0.9345,-0.6451,0.9940,0.0000,-0.0031,0.1096,-0.0351,-0.3569,12.5814
4823893,0.0535,-0.0259,10.0661,-1.9383,0.9207,-0.6555,0.9940,0.0000,-0.0031,0.1096,-0.0350,-0.3566,12.5805
4824059,0.0619,-0.0112,10.0422,-1.9691,0.7899,-0.5921,0.9940,0.0000,-0.0031,0.1096,-0.0355,-0.3583,12.5814
4824226,0.0585,-0.0093,10.0697,-1.9578,0.8967,-0.6664,0.9940,0.0000,-0.0031,0.1096,-0.0358,-0.3583,12.5806
4824393,0.0612,0.0012,10.0761,-1.9190,0.8959,-0.6702,0.9940,0.0000,-0.0031,0.1096,-0.0354,-0.3584,12.5796
4824559,0.0692,-0.0078,10.0494,-1.9294,0.8511,-0.6227,0.9940,0.0000,-0.0031,0.1096,-0.0353,-0.3591,12.5796
4824726,0.0592,-0.0101,10.0729,-1.9452,0.9042,-0.6168,0.9940,0.0000,-0.0031,0.1096,-0.0354,-0.3590,12.5794
4824893,0.0582,-0.0063,10.0583,-1.9592,0.9862,-0.6215,0.9940,0.0000,-0.0031,0.1096,-0.0357,-0.3575,12.5796
4825059,0.0595,-0.0032,10.0633,-1.9319,0.9188,-0.5852,0.9940,0.0000,-0.0031,0.1096,-0.0355,-0.3572,12.5804
4825226,0.0610,-0.0253,10.0534,-1.8951,0.9247,-0.6677,0.9940,0.0000,-0.0031,0.1096,-0.0348,-0.3567,12.5796
4825393,0.0465,-0.0268,10.0656,-1.9052,0.9300,-0.5954,0.9940,0.0000,-0.0031,0.1096,-0.0342,-0.3562,12.5802
4825559,0.0396,-0.0149,10.0598,-1.9280,0.9683,-0.5859,0.9940,0.0000,-0.0031,0.1096,-0.0340,-0.3550,12.5809
4825726,0.0529,-0.0112,10.0439,-1.9491,0.8888,-0.5685,0.9940,0.0000,-0.0031,0.1096,-0.0341,-0.3551,12.5817
4825893,0.0656,-0.0162,10.0665,-1.8810,0.9184,-0.6538,0.9940,0.0001,-0.0031,0.1096,-0.0332,-0.3547,12.5807
4826059,0.0704,0.0146,10.0665,-1.8961,0.8790,-0.5363,0.9940,0.0001,-0.0031,0.1096,-0.0324,-0.3550,12.5818
4826226,0.0871,-0.0006,10.0767,-1.9492,0.8664,-0.6205,0.9940,0.0001,-0.0031,0.1096,-0.0326,-0.3555,12.5812
4826393,0.0787,0.0101,10.0569,-2.0207,0.9045,-0.6112,0.9940,0.0000,-0.0031,0.1096,-0.0339,-0.3554,12.5814
4826559,0.0607,-0.0234,10.0623,-1.8706,0.8597,-0.5857,0.9940,0.0001,-0.0031,0.1096,-0.0328,-0.3560,12.5815
4826726,0.0345,-0.0182,10.0697,-1.9348,0.8888,-0.6348,0.9940,0.0001,-0.0031,0.1096,-0.0327,-0.3562,12.5814
4826893,0.0267,-0.0251,10.0453,-1.9438,0.8415,-0.6807,0.9940,0.0001,-0.0031,0.1096,-0.0327,-0.3571,12.5802
4827060,0.0356,-0.0221,10.0574,-1.9464,0.9076,-0.6366,0.9940,0.0001,-0.0031,0.1096,-0.0328,-0.3569,12.5800
4827226,0.0506,-0.0084,10.0373,-1.9211,0.8772,-0.5808,0.9940,0.0001,-0.0031,0.1096,-0.0325,-0.3573,12.5805
4827393,0.0456,-0.0042,10.0631,-1.8998,0.8340,-0.5795,0.9940,0.0001,-0.0031,0.1096,-0.0318,-0.3583,12.5814
4827560,0.0735,-0.0145,10.0458,-1.9030,0.7780,-0.6685,0.9940,0.0001,-0.0032,0.1096,-0.0312,-0.3603,12.5804
4827726,0.0556,0.0109,10.0418,-1.9169,0.8555,-0.6421,0.9940,0.0001,-0.0032,0.1096,-0.0308,-0.3610,12.5799
4827893,0.0599,-0.0135,10.0691,-1.8997,0.8122,-0.6527,0.9940,0.0001,-0.0032,0.1096,-0.0301,-0.3624,12.5791
4828060,0.0623,0.0087,10.0649,-1.8711,0.9988,-0.6354,0.9940,0.0001,-0.0032,0.1095,-0.0290,-0.3607,12.5786
4828226,0.0626,0.0010,10.0641,-1.9915,0.9762,-0.6014,0.9940,0.0001,-0.0031,0.1095,-0.0298,-0.3593,12.5787
4828393,0.0639,-0.0200,10.0852,-1.9614,0.8408,-0.6459,0.9940,0.0001,-0.0032,0.1095,-0.0302,-0.3603,12.5782
4828560,0.0528,-0.0154,10.0590,-1.9671,0.8864,-0.6464,0.9940,0.0001,-0.0032,0.1095,-0.0306,-0.3604,12.5774
4828726,0.0521,-0.0220,10.0709,-2.0256,0.8919,-0.6288,0.9940,0.0001,-0.0032,0.1095,-0.0320,-0.3605,12.5774
4828893,0.0596,-0.0183,10.0715,-1.9762,0.8462,-0.5911,0.9940,0.0001,-0.0032,0.1095,-0.0326,-0.3614,12.5775
4829060,0.0555,-0.0137,10.0591,-1.9151,0.8389,-0.6032,0.9940,0.0001,-0.0032,0.1095,-0.0322,-0.3623,12.5783
4829226,0.0759,-0.0041,10.0499,-1.9248,0.9666,-0.6191,0.9940,0.0001,-0.0032,0.1095,-0.0320,-0.3612,12.5785
4829393,0.0491,-0.0022,10.0489,-1.9327,0.9700,-0.5656,0.9940,0.0001,-0.0032,0.1096,-0.0318,-0.3599,12.5790
4829560,0.0511,0.0028,10.0449,-1.9486,0.9836,-0.6458,0.9940,0.0001,-0.0031,0.1095,-0.0320,-0.3585,12.5788
4829726,0.0523,0.0012,10.0386,-1.9078,0.8499,-0.6484,0.9940,0.0001,-0.0031,0.1095,-0.0314,-0.3593,12.5783
4829893,0.0624,-0.0223,10.0565,-1.9346,0.8566,-0.6671,0.9940,0.0001,-0.0032,0.1095,-0.0313,-0.3599,12.5774
4830060,0.0704,-0.0162,10.0684,-2.0099,0.9167,-0.5906,1.0000,-0.0003,-0.0031,-0.0000,-0.0325,-0.3596,-0.0000
4830226,0.0533,-0.0126,10.0442,-1.8686,0.9143,-0.5224,1.0000,-0.0003,-0.0031,0.0000,-0.0313,-0.3593,0.0016
4830393,0.0495,-0.0039,10.0552,-1.9291,0.9429,-0.6586,1.0000,-0.0003,-0.0031,0.0000,-0.0311,-0.3585,0.0009
4830560,0.0473,-0.0103,10.0813,-1.9452,0.8676,-0.5736,1.0000,-0.0003,-0.0031,0.0000,-0.0312,-0.3590,0.0019
4830726,0.0531,-0.0158,10.0509,-1.9189,0.8986,-0.6508,1.0000,-0.0003,-0.0031,0.0000,-0.0308,-0.3590,0.0012
4830893,0.0747,0.0018,10.0626,-1.9639,0.8402,-0.6203,1.0000,-0.0003,-0.0031,0.0000,-0.0312,-0.3599,0.0013
4831060,0.0681,-0.0042,10.0621,-1.9271,0.9777,-0.6045,1.0000,-0.0003,-0.0031,0.0000,-0.0310,-0.3586,0.0008
4831226,0.0709,-0.0292,10.0735,-1.9489,0.9027,-0.5907,1.0000,-0.0003,-0.0031,0.0000,-0.0311,-0.3585,0.0008
4831393,0.0731,-0.0137,10.0327,-1.8966,0.8209,-0.5948,1.0000,-0.0003,-0.0031,0.0000,-0.0304,-0.3597,0.0009
4831560,0.0370,-0.0093,10.0771,-1.9481,0.8480,-0.6623,1.0000,-0.0003,-0.0031,-0.0000,-0.0305,-0.3605,-0.0002
4831726,0.0671,-0.0190,10.0507,-2.0049,0.8470,-0.5744,1.0000,-0.0003,-0.0032,0.0000,-0.0316,-0.3614,0.0005
4831893,0.0693,-0.0118,10.0688,-1.9626,0.9258,-0.5460,1.0000,-0.0003,-0.0031,0.0000,-0.0320,-0.3609,0.0016
4832060,0.0773,-0.0228,10.0241,-1.9305,0.8961,-0.5705,1.0000,-0.0003,-0.0031,0.0000,-0.0318,-0.3609,0.0026
4832226,0.0453,-0.0103,10.0628,-1.9409,0.8871,-0.6745,1.0000,-0.0003,-0.0032,0.0000,-0.0318,-0.3611,0.0017
4832393,0.0476,-0.0314,10.0502,-1.9621,0.8430,-0.6217,1.0000,-0.0003,-0.0032,0.0000,-0.0322,-0.3619,0.0016
4832560,0.0411,-0.0072,10.0775,-1.8150,0.9763,-0.6008,1.0000,-0.0003,-0.0031,0.0000,-0.0301,-0.3606,0.0017
4832726,0.0581,-0.0113,10.0540,-1.9426,0.9703,-0.6801,1.0000,-0.0003,-0.0031,0.0000,-0.0301,-0.3594,0.0002
4832893,0.0678,-0.0070,10.0810,-1.9677,0.8348,-0.5895,1.0000,-0.0003,-0.0031,0.0000,-0.0306,-0.3604,0.0005
4833060,0.0633,-0.0089,10.0661,-1.9357,0.8672,-0.6283,1.0000,-0.0003,-0.0031,-0.0000,-0.0305,-0.3609,-0.0000
4833226,0.0659,-0.0083,10.0559,-1.9496,0.8530,-0.5567,1.0000,-0.0003,-0.0032,0.0000,-0.0307,-0.3616,0.0009
4833393,0.0603,-0.0071,10.0528,-1.9094,0.8762,-0.5338,1.0000,-0.0003,-0.0032,0.0000,-0.0302,-0.3620,0.0022
4833560,0.0517,-0.0055,10.0583,-1.9219,0.8124,-0.6337,1.0000,-0.0003,-0.0032,0.0000,-0.0298,-0.3634,0.0015
4833726,0.0600,-0.0047,10.0201,-1.9626,0.8759,-0.6398,1.0000,-0.0003,-0.0032,0.0000,-0.0302,-0.3637,0.0009
4833893,0.0579,-0.0070,10.0642,-1.9541,0.9074,-0.6457,1.0000,-0.0003,-0.0032,-0.0000,-0.0304,-0.3635,0.0001
4834060,0.0535,-0.0177,10.0606,-1.9469,0.8551,-0.5886,1.0000,-0.0003,-0.0032,0.0000,-0.0305,-0.3642,0.0001
4834226,0.0591,-0.0137,10.0591,-1.9629,0.9053,-0.6876,1.0000,-0.0003,-0.0032,-0.0000,-0.0309,-0.3641,-0.0012
4834393,0.0472,-0.0181,10.0489,-1.9731,0.8239,-0.6668,1.0000,-0.0003,-0.0032,-0.0000,-0.0315,-0.3653,-0.0023
4834560,0.0582,0.0001,10.0667,-1.9413,0.8383,-0.5521,1.0000,-0.0003,-0.0032,-0.0000,-0.0315,-0.3663,-0.0009
4834726,0.0506,-0.0220,10.0679,-1.9306,0.8992,-0.5706,1.0000,-0.0003,-0.0032,-0.0000,-0.0313,-0.3662,-0.0009
4834893,0.0530,-0.0034,10.0751,-1.9283,0.8869,-0.5958,1.0000,-0.0003,-0.0032,-0.0000,-0.0311,-0.3664,-0.0006
4835060,0.0659,-0.0106,10.0555,-1.9481,0.8991,-0.6156,1.0000,-0.0003,-0.0032,-0.0000,-0.0313,-0.3663,-0.0009
4835226,0.0641,-0.0105,10.0428,-1.9254,0.8608,-0.6399,1.0000,-0.0003,-0.0032,-0.0000,-0.0310,-0.3669,-0.0015
4835393,0.0523,-0.0219,10.0663,-1.9473,0.8716,-0.5654,1.0000,-0.0003,-0.0032,-0.0000,-0.0311,-0.3673,-0.0006
4835560,0.0405,-0.0220,10.0343,-1.8941,0.8378,-0.6183,1.0000,-0.0003,-0.0032,-0.0000,-0.0303,-0.3683,-0.0011
4835726,0.0543,-0.0101,10.0684,-1.9317,0.8610,-0.6571,1.0000,-0.0003,-0.0032,-0.0000,-0.0302,-0.3689,-0.0018
4835893,0.0629,0.0034,10.0434,-1.8916,0.9336,-0.6148,1.0000,-0.0003,-0.0032,-0.0000,-0.0294,-0.3683,-0.0019
4836060,0.0566,-0.0224,10.0569,-1.9764,0.8611,-0.6331,1.0000,-0.0003,-0.0032,-0.0000,-0.0300,-0.3689,-0.0019
4836226,0.0630,-0.0087,10.0368,-1.9513,0.8257,-0.5615,1.0000,-0.0003,-0.0032,-0.0000,-0.0302,-0.3701,-0.0010
4836393,0.0437,0.0033,10.0506,-2.0356,0.8226,-0.6223,1.0000,-0.0003,-0.0032,-0.0000,-0.0318,-0.3713,-0.0015
4836560,0.0531,-0.0157,10.0694,-1.9275,0.8839,-0.6874,1.0000,-0.0003,-0.0032,-0.0000,-0.0315,-0.3715,-0.0029
4836726,0.0552,-0.0181,10.0700,-1.9676,0.8919,-0.6307,1.0000,-0.0003,-0.0032,-0.0000,-0.0320,-0.3716,-0.0030
4836893,0.0521,-0.0129,10.0754,-1.8814,0.9342,-0.5925,1.0000,-0.0003,-0.0032,-0.0000,-0.0310,-0.3709,-0.0026
4837060,0.0519,-0.0202,10.0677,-1.8766,0.8514,-0.6393,1.0000,-0.0003,-0.0032,-0.0000,-0.0300,-0.3717,-0.0032
4837226,0.0353,-0.0234,10.0671,-1.9743,1.0191,-0.6173,1.0000,-0.0003,-0.0032,-0.0000,-0.0305,-0.3696,-0.0032
4837393,0.0513,-0.0130,10.0598,-1.9916,0.9180,-0.6901,1.0000,-0.0003,-0.0032,-0.0000,-0.0314,-0.3693,-0.0044
4837560,0.0802,-0.0057,10.0708,-1.9317,0.9012,-0.6213,1.0000,-0.0003,-0.0032,-0.0000,-0.0312,-0.3692,-0.0044
4837726,0.0771,0.0019,10.0722,-2.0220,0.9843,-0.6159,1.0000,-0.0003,-0.0032,-0.0000,-0.0326,-0.3677,-0.0047
4837893,0.0603,-0.0001,10.0601,-1.9694,0.9318,-0.6754,1.0000,-0.0003,-0.0032,-0.0001,-0.0331,-0.3671,-0.0057
4838060,0.0579,-0.0001,10.0510,-1.9518,0.8852,-0.6814,1.0000,-0.0003,-0.0032,-0.0001,-0.0332,-0.3673,-0.0065
4838226,0.0532,-0.0159,10.0710,-2.0111,0.8860,-0.6393,1.0000,-0.0003,-0.0032,-0.0001,-0.0344,-0.3675,-0.0071
4838393,0.0392,-0.0188,10.0451,-1.9599,0.7773,-0.5862,1.0000,-0.0003,-0.0032,-0.0001,-0.0347,-0.3694,-0.0067
4838560,0.0452,-0.0182,10.0420,-1.9364,0.9298,-0.5983,1.0000,-0.0003,-0.0032,-0.0001,-0.0347,-0.3689,-0.0062
4838726,0.0252,-0.0160,10.0429,-1.9685,0.9258,-0.5857,1.0000,-0.0003,-0.0032,-0.0001,-0.0352,-0.3684,-0.0062
4838893,0.0804,-0.0079,10.0451,-1.9562,0.8742,-0.6517,1.0000,-0.0003,-0.0032,-0.0001,-0.0354,-0.3687,-0.0069
4839060,0.0816,-0.0038,10.0592,-1.9302,0.8432,-0.6112,1.0000,-0.0003,-0.0032,-0.0001,-0.0352,-0.3696,-0.0074
4839226,0.0465,0.0064,10.0719,-1.8722,0.9039,-0.6641,1.0000,-0.0003,-0.0032,-0.0001,-0.0341,-0.3695,-0.0086
4839393,0.0635,0.0099,10.0471,-1.8492,0.9522,-0.6620,1.0000,-0.0003,-0.0032,-0.0001,-0.0326,-0.3686,-0.0096
4839560,0.0457,-0.0001,10.0638,-1.9673,0.8656,-0.6671,1.0000,-0.0003,-0.0032,-0.0001,-0.0330,-0.3691,-0.0106
4839726,0.0622,-0.0208,10.0741,-1.9460,0.8698,-0.6716,1.0000,-0.0003,-0.0032,-0.0001,-0.0394,-0.3633,-0.0084
4839893,0.0296,-0.0235,10.0560,-2.0227,0.9257,-0.6939,1.0000,-0.0004,-0.0032,-0.0001,-0.0407,-0.3628,-0.0099
