DeviceTag: Movella DOT,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Custom Modes - Custom Mode 5,StartTime: 2025-12-02 15:59:45.216,© Movella Technologies B.V. 2005-2025
SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z
4869727,0.0611,-0.0096,10.0693,-1.9969,0.8632,-0.6721,1.0000,-0.0005,-0.0031,-0.0001,-0.0523,-0.3546,-0.0059
4869894,0.0446,-0.0215,10.0468,-1.9959,0.8937,-0.5722,1.0000,-0.0005,-0.0031,-0.0000,-0.0532,-0.3547,-0.0050
4870060,0.0354,-0.0209,10.0688,-1.9212,0.8694,-0.6077,1.0000,-0.0005,-0.0031,-0.0000,-0.0529,-0.3551,-0.0044
4870227,0.0461,-0.0180,10.0894,-1.9236,0.8839,-0.6282,1.0000,-0.0005,-0.0031,-0.0000,-0.0526,-0.3553,-0.0041
4870394,0.0658,-0.0089,10.0780,-1.9565,0.8352,-0.6075,1.0000,-0.0005,-0.0031,-0.0000,-0.0528,-0.3563,-0.0039
4870560,0.0747,-0.0115,10.0741,-1.8686,0.8815,-0.6272,1.0000,-0.0005,-0.0031,-0.0000,-0.0517,-0.3565,-0.0037
4870727,0.0732,-0.0092,10.0470,-1.9859,1.0067,-0.6172,1.0000,-0.0005,-0.0031,-0.0000,-0.0524,-0.3547,-0.0033
4870894,0.0613,-0.0188,10.0762,-1.8943,0.8390,-0.5869,1.0000,-0.0005,-0.0031,-0.0000,-0.0516,-0.3556,-0.0026
4871060,0.0599,-0.0073,10.0606,-1.9713,0.9373,-0.5967,1.0000,-0.0005,-0.0031,-0.0000,-0.0522,-0.3549,-0.0019
4871227,0.0646,-0.0046,10.0611,-1.9762,0.9714,-0.6404,1.0000,-0.0005,-0.0031,-0.0000,-0.0528,-0.3537,-0.0022
4871394,0.0537,-0.0117,10.0626,-1.9835,0.8986,-0.5711,1.0000,-0.0005,-0.0031,-0.0000,-0.0535,-0.3536,-0.0012
4871560,0.0438,-0.0344,10.0501,-1.9249,0.8803,-0.6369,1.0000,-0.0005,-0.0031,-0.0000,-0.0532,-0.3539,-0.0014
4871727,0.0367,-0.0171,10.0609,-1.8784,0.8061,-0.6246,1.0000,-0.0005,-0.0031,-0.0000,-0.0522,-0.3553,-0.0014
4871894,0.0462,-0.0213,10.0459,-1.8968,0.8680,-0.5784,1.0000,-0.0004,-0.0031,-0.0000,-0.0515,-0.3558,-0.0007
4872060,0.0564,-0.0011,10.0493,-1.9258,0.8318,-0.5613,1.0000,-0.0004,-0.0031,0.0000,-0.0512,-0.3569,0.0003
4872227,0.0656,0.0068,10.0574,-1.9725,0.9517,-0.6880,1.0000,-0.0005,-0.0031,-0.0000,-0.0517,-0.3559,-0.0008
4872394,0.0825,0.0072,10.0636,-1.9861,0.8864,-0.6358,1.0000,-0.0005,-0.0031,-0.0000,-0.0525,-0.3561,-0.0006
4872560,0.0658,-0.0102,10.0819,-1.9189,0.8645,-0.6198,1.0000,-0.0005,-0.0031,-0.0000,-0.0521,-0.3566,-0.0003
4872727,0.0456,-0.0285,10.1101,-1.9699,0.8950,-0.5979,1.0000,-0.0005,-0.0031,0.0000,-0.0526,-0.3566,0.0002
4872894,0.0454,-0.0163,10.0493,-1.9211,0.8450,-0.6126,1.0000,-0.0005,-0.0031,0.0000,-0.0523,-0.3574,0.0004
4873060,0.0629,-0.0298,10.0447,-1.9641,0.8900,-0.5686,1.0000,-0.0005,-0.0031,0.0000,-0.0527,-0.3575,0.0016
4873227,0.0498,-0.0102,10.0581,-1.9591,0.8500,-0.6195,1.0000,-0.0005,-0.0031,0.0000,-0.0530,-0.3583,0.0017
4873394,0.0512,0.0024,10.0396,-1.8820,0.8084,-0.5785,1.0000,-0.0005,-0.0031,0.0000,-0.0520,-0.3597,0.0025
4873560,0.0563,0.0024,10.0676,-1.9812,0.8768,-0.6319,1.0000,-0.0005,-0.0031,0.0000,-0.0527,-0.3600,0.0026
4873727,0.0710,0.0001,10.0612,-1.9091,0.8814,-0.6004,1.0000,-0.0005,-0.0031,0.0000,-0.0522,-0.3603,0.0029
4873894,0.0611,-0.0169,10.0635,-1.9855,0.8779,-0.6878,1.0000,-0.0005,-0.0031,0.0000,-0.0529,-0.3606,0.0019
4874060,0.0655,-0.0042,10.0476,-1.9018,0.9471,-0.6659,1.0000,-0.0005,-0.0031,0.0000,-0.0523,-0.3597,0.0012
4874227,0.0633,-0.0079,10.0731,-1.9690,0.8501,-0.5942,1.0000,-0.0005,-0.0031,0.0000,-0.0527,-0.3605,0.0017
4874394,0.0461,-0.0124,10.0444,-1.9638,0.8487,-0.6478,1.0000,-0.0005,-0.0032,0.0000,-0.0531,-0.3612,0.0013
4874560,0.0524,-0.0126,10.0601,-1.9263,0.8947,-0.6354,1.0000,-0.0005,-0.0032,0.0000,-0.0529,-0.3613,0.0013
4874727,0.0562,-0.0223,10.0511,-1.9588,0.9059,-0.5980,1.0000,-0.0005,-0.0032,0.0000,-0.0532,-0.3611,0.0019
4874894,0.0553,-0.0182,10.0449,-1.9212,0.8826,-0.6866,1.0000,-0.0005,-0.0032,0.0000,-0.0529,-0.3613,0.0011
4875060,0.0443,0.0117,10.0573,-1.9126,0.9071,-0.6407,1.0000,-0.0005,-0.0032,0.0000,-0.0524,-0.3611,0.0007
4875227,0.0585,0.0047,10.0458,-1.9773,0.9129,-0.6016,1.0000,-0.0005,-0.0031,0.0000,-0.0530,-0.3608,0.0015
4875394,0.0500,-0.0036,10.0724,-1.9030,0.8964,-0.5908,1.0000,-0.0005,-0.0031,0.0000,-0.0524,-0.3608,0.0019
4875560,0.0773,-0.0203,10.0789,-2.0077,0.8499,-0.6089,1.0000,-0.0005,-0.0032,0.0000,-0.0535,-0.3616,0.0023
4875727,0.0562,-0.0345,10.0612,-1.9312,0.8801,-0.6759,1.0000,-0.0005,-0.0032,0.0000,-0.0534,-0.3618,0.0015
4875894,0.0717,-0.0228,10.0690,-1.9783,0.8645,-0.6294,1.0000,-0.0005,-0.0032,0.0000,-0.0540,-0.3623,0.0016
4876060,0.0535,-0.0211,10.0690,-1.9714,0.8704,-0.5980,1.0000,-0.0005,-0.0032,0.0000,-0.0545,-0.3628,0.0020
4876227,0.0510,-0.0232,10.0771,-1.9569,0.9350,-0.6245,1.0000,-0.0005,-0.0032,0.0000,-0.0548,-0.3621,0.0019
4876394,0.0541,-0.0190,10.0676,-1.9247,0.9740,-0.6429,1.0000,-0.0005,-0.0031,0.0000,-0.0545,-0.3608,0.0018
4876560,0.0681,-0.0054,10.0498,-1.9846,0.9215,-0.5844,1.0000,-0.0005,-0.0031,0.0000,-0.0552,-0.3603,0.0027
4876727,0.0591,-0.0118,10.0272,-1.9180,0.8566,-0.6162,1.0000,-0.0005,-0.0032,0.0000,-0.0549,-0.3610,0.0028
4876894,0.0573,-0.0120,10.0418,-1.9736,0.8312,-0.6296,1.0000,-0.0005,-0.0032,0.0000,-0.0554,-0.3621,0.0028
4877061,0.0538,0.0093,10.0660,-1.9053,0.8837,-0.6317,1.0000,-0.0005,-0.0032,0.0000,-0.0548,-0.3623,0.0028
4877227,0.0534,-0.0077,10.0750,-1.9322,0.8429,-0.5872,1.0000,-0.0005,-0.0032,0.0000,-0.0547,-0.3631,0.0034
4877394,0.0602,0.0053,10.0470,-1.9407,0.8973,-0.6267,1.0000,-0.0005,-0.0032,0.0000,-0.0547,-0.3631,0.0032
4877561,0.0497,-0.0100,10.0730,-1.9674,0.9086,-0.6273,1.0000,-0.0005,-0.0032,0.0000,-0.0551,-0.3629,0.0031
4877727,0.0532,-0.0167,10.0685,-1.9056,0.8266,-0.6000,1.0000,-0.0005,-0.0032,0.0000,-0.0545,-0.3640,0.0035
4877894,0.0520,-0.0205,10.0489,-1.9111,0.8366,-0.6770,1.0000,-0.0005,-0.0032,0.0000,-0.0540,-0.3650,0.0025
4878061,0.0689,-0.0110,10.0570,-1.8993,0.8385,-0.6077,1.0000,-0.0005,-0.0032,0.0000,-0.0533,-0.3660,0.0030
4878227,0.0779,-0.0006,10.0432,-1.9357,0.9473,-0.6696,1.0000,-0.0005,-0.0032,0.0000,-0.0533,-0.3651,0.0023
4878394,0.0686,-0.0130,10.0509,-1.9385,0.9191,-0.6124,1.0000,-0.0005,-0.0032,0.0000,-0.0532,-0.3647,0.0027
4878561,0.0650,-0.0180,10.0708,-1.9520,0.9460,-0.6728,1.0000,-0.0005,-0.0032,0.0000,-0.0534,-0.3639,0.0021
4878727,0.0406,-0.0134,10.0811,-1.9148,0.8958,-0.6413,1.0000,-0.0005,-0.0032,0.0000,-0.0530,-0.3639,0.0021
4878894,0.0586,-0.0240,10.0496,-1.9910,1.0357,-0.6674,1.0000,-0.0005,-0.0032,0.0000,-0.0538,-0.3615,0.0014
4879061,0.0575,-0.0240,10.0600,-1.9491,0.8657,-0.6525,1.0000,-0.0005,-0.0032,0.0000,-0.0539,-0.3620,0.0010
4879227,0.0639,-0.0085,10.0677,-1.9660,0.8822,-0.6236,1.0000,-0.0005,-0.0032,0.0000,-0.0544,-0.3622,0.0014
4879394,0.0680,-0.0245,10.0610,-2.0145,0.8482,-0.6391,1.0000,-0.0005,-0.0032,0.0000,-0.0556,-0.3630,0.0012
4879561,0.0351,-0.0029,10.0691,-1.9882,0.9151,-0.6257,0.9940,-0.0001,-0.0032,0.1096,-0.0564,-0.3627,12.5791
4879727,0.0662,-0.0150,10.0559,-1.9981,0.8785,-0.5799,0.9940,-0.0000,-0.0031,0.1096,-0.0411,-0.3568,12.5885
4879894,0.0674,-0.0264,10.0527,-1.9934,0.9312,-0.6355,0.9940,-0.0000,-0.0031,0.1096,-0.0420,-0.3562,12.5885
4880061,0.0473,-0.0170,10.0406,-1.9629,0.9148,-0.6406,0.9940,-0.0000,-0.0031,0.1096,-0.0423,-0.3559,12.5883
4880227,0.0426,-0.0055,10.0625,-1.9675,0.8218,-0.5860,0.9940,-0.0000,-0.0031,0.1096,-0.0427,-0.3571,12.5894
4880394,0.0588,-0.0110,10.0546,-1.9943,0.7939,-0.6024,0.9940,-0.0000,-0.0032,0.1096,-0.0436,-0.3588,12.5899
4880561
4880727
