DeviceTag: Movella DOT,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Orientation (Quaternion),StartTime: 2025-12-02 14:16:29.728,© Movella Technologies B.V. 2005-2025
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z
6697047,1.0000,0.0010,-0.0012,-0.0007
6697214,1.0000,0.0010,-0.0012,-0.0007
6697380,1.0000,0.0010,-0.0012,-0.0007
6697547,1.0000,0.0010,-0.0012,-0.0007
6697714,1.0000,0.0010,-0.0012,-0.0007
6697880,1.0000,0.0010,-0.0012,-0.0007
6698047,1.0000,0.0010,-0.0012,-0.0007
6698214,1.0000,0.0010,-0.0012,-0.0007
6698380,1.0000,0.0010,-0.0012,-0.0007
6698547,1.0000,0.0010,-0.0012,-0.0007
6698714,1.0000,0.0010,-0.0012,-0.0007
6698880,1.0000,0.0010,-0.0012,-0.0007
6699047,1.0000,0.0010,-0.0012,-0.0007
6699214,1.0000,0.0010,-0.0012,-0.0007
6699380,1.0000,0.0010,-0.0012,-0.0007
6699547,1.0000,0.0010,-0.0012,-0.0007
6699714,1.0000,0.0010,-0.0012,-0.0007
6699880,1.0000,0.0010,-0.0012,-0.0007
6700047,1.0000,0.0010,-0.0012,-0.0007
6700214,1.0000,0.0010,-0.0012,-0.0008
6700380,1.0000,0.0010,-0.0011,-0.0008
6700547,1.0000,0.0010,-0.0011,-0.0008
6700714,1.0000,0.0010,-0.0011,-0.0008
6700880,1.0000,0.0010,-0.0011,-0.0008
6701047,1.0000,0.0010,-0.0011,-0.0008
6701214,1.0000,0.0010,-0.0011,-0.0008
6701380,1.0000,0.0010,-0.0011,-0.0008
6701547,1.0000,0.0010,-0.0011,-0.0008
6701714,1.0000,0.0010,-0.0011,-0.0008
6701880,1.0000,0.0010,-0.0011,-0.0008
6702047,1.0000,0.0010,-0.0011,-0.0008
6702214,1.0000,0.0010,-0.0011,-0.0008
6702380,1.0000,0.0010,-0.0011,-0.0008
6702547,1.0000,0.0010,-0.0011,-0.0008
6702714,1.0000,0.0010,-0.0011,-0.0008
6702880,1.0000,0.0010,-0.0011,-0.0008
6703047,1.0000,0.0010,-0.0011,-0.0008
6703214,1.0000,0.0010,-0.0011,-0.0008
6703380,1.0000,0.0010,-0.0011,-0.0008
6703547,1.0000,0.0010,-0.0011,-0.0008
6703714,1.0000,0.0010,-0.0011,-0.0008
6703880,1.0000,0.0010,-0.0011,-0.0008
6704047,1.0000,0.0010,-0.0011,-0.0008
6704214,1.0000,0.0010,-0.0011,-0.0008
6704380,1.0000,0.0010,-0.0011,-0.0008
6704547,1.0000,0.0010,-0.0011,-0.0008
6704714,1.0000,0.0010,-0.0012,-0.0008
6704880,1.0000,0.0010,-0.0012,-0.0008
6705047,1.0000,0.0010,-0.0012,-0.0008
6705214,1.0000,0.0010,-0.0012,-0.0008
6705380,1.0000,0.0010,-0.0012,-0.0008
6705547,1.0000,0.0010,-0.0012,-0.0008
6705714,1.0000,0.0010,-0.0012,-0.0008
6705880,1.0000,0.0010,-0.0012,-0.0008
6706047,1.0000,0.0010,-0.0012,-0.0008
6706214,1.0000,0.0010,-0.0012,-0.0008
6706380,1.0000,0.0010,-0.0012,-0.0008
6706547,1.0000,0.0010,-0.0012,-0.0008
6706714,1.0000,0.0010,-0.0012,-0.0008
6706880,1.0000,0.0010,-0.0012,-0.0008
6707047,1.0000,0.0010,-0.0012,-0.0008
6707214,1.0000,0.0010,-0.0012,-0.0008
6707380,1.0000,0.0010,-0.0012,-0.0008
6707547,1.0000,0.0010,-0.0012,-0.0008
6707714,1.0000,0.0010,-0.0012,-0.0008
6707880,1.0000,0.0010,-0.0012,-0.0008
6708047,1.0000,0.0010,-0.0012,-0.0008
6708214,1.0000,0.0010,-0.0012,-0.0008
6708380,1.0000,0.0010,-0.0012,-0.0008
6708547,1.0000,0.0010,-0.0012,-0.0008
6708714,1.0000,0.0010,-0.0012,-0.0009
6708880,1.0000,0.0010,-0.0012,-0.0009
6709047,1.0000,0.0010,-0.0012,-0.0009
6709214,1.0000,0.0010,-0.0012,-0.0009
6709381,1.0000,0.0010,-0.0012,-0.0009
6709547,1.0000,0.0010,-0.0012,-0.0009
6709714,1.0000,0.0010,-0.0012,-0.0009
6709881,1.0000,0.0010,-0.0012,-0.0009
6710047,1.0000,0.0010,-0.0012,-0.0009
6710214,1.0000,0.0010,-0.0012,-0.0009
6710381,1.0000,0.0010,-0.0012,-0.0009
6710547,1.0000,0.0010,-0.0012,-0.0009
6710714,1.0000,0.0010,-0.0012,-0.0009
6710881,1.0000,0.0010,-0.0012,-0.0009
6711047,1.0000,0.0010,-0.0012,-0.0009
6711214,1.0000,0.0010,-0.0012,-0.0009
6711381,1.0000,0.0010,-0.0012,-0.0009
6711547,1.0000,0.0010,-0.0012,-0.0009
6711714,1.0000,0.0010,-0.0012,-0.0009
6711881,1.0000,0.0009,-0.0012,-0.0009
6712047,1.0000,0.0009,-0.0012,-0.0009
6712214,1.0000,0.0009,-0.0012,-0.0009
6712381,1.0000,0.0009,-0.0012,-0.0009
6712547,1.0000,0.0009,-0.0012,-0.0009
6712714,1.0000,0.0009,-0.0011,-0.0009
6712881,1.0000,0.0009,-0.0011,-0.0009
6713047,1.0000,0.0009,-0.0011,-0.0009
6713214,0.8946,0.0003,-0.0014,-0.4469
6713381,0.8946,0.0004,-0.0014,-0.4469
6713547
6713714
