DeviceTag: Movella DOT,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Custom Modes - Custom Mode 4,StartTime: 2025-12-02 15:55:47.554,© Movella Technologies B.V. 2005-2025
SampleTimeFine,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,Status
2436807,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0001,0.1677,0.0941,0.0063,10.0609,-0.0327,0.0150,-0.0126,-0.0515,1.1787,0.5344,0.9990,0.0002,-0.0045,-0.0454,0.0475,-0.5177,-5.2057,0
2436973,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0001,0.1675,0.0821,0.0009,10.0476,-0.0338,0.0166,-0.0111,-0.0491,1.1807,0.5374,0.9990,0.0002,-0.0045,-0.0454,0.0471,-0.5169,-5.2064,0
2437140,1.0000,-0.0003,0.0001,-0.0001,0.0017,0.0003,0.1676,0.1022,0.0156,10.0557,-0.0332,0.0155,-0.0111,-0.0525,1.1821,0.5383,0.9990,0.0002,-0.0045,-0.0454,0.0472,-0.5172,-5.2066,0
2437307,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0002,0.1676,0.0739,0.0092,10.0543,-0.0331,0.0161,-0.0108,-0.0527,1.1807,0.5315,0.9990,0.0002,-0.0045,-0.0454,0.0474,-0.5169,-5.2073,0
2437473,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0000,0.1673,0.0825,-0.0016,10.0396,-0.0330,0.0144,-0.0114,-0.0476,1.1836,0.5378,0.9990,0.0002,-0.0045,-0.0454,0.0477,-0.5182,-5.2086,0
2437640,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0003,0.1678,0.0815,-0.0195,10.0677,-0.0335,0.0160,-0.0112,-0.0496,1.1812,0.5383,0.9990,0.0002,-0.0045,-0.0454,0.0476,-0.5180,-5.2087,0
2437807,1.0000,-0.0003,0.0001,-0.0001,0.0013,-0.0002,0.1675,0.0785,-0.0122,10.0508,-0.0344,0.0150,-0.0105,-0.0505,1.1777,0.5369,0.9990,0.0002,-0.0045,-0.0454,0.0466,-0.5188,-5.2085,0
2437973,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0001,0.1675,0.0873,0.0034,10.0475,-0.0327,0.0156,-0.0101,-0.0496,1.1792,0.5354,0.9990,0.0002,-0.0045,-0.0454,0.0473,-0.5190,-5.2081,0
2438140,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0004,0.1676,0.0825,0.0197,10.0573,-0.0326,0.0154,-0.0115,-0.0510,1.1807,0.5378,0.9990,0.0002,-0.0045,-0.0454,0.0480,-0.5194,-5.2089,0
2438307,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0002,0.1679,0.0838,0.0096,10.0737,-0.0342,0.0146,-0.0108,-0.0486,1.1802,0.5388,0.9990,0.0002,-0.0046,-0.0454,0.0471,-0.5205,-5.2093,0
2438473,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0001,0.1680,0.0837,0.0044,10.0785,-0.0337,0.0156,-0.0098,-0.0461,1.1797,0.5374,0.9990,0.0002,-0.0046,-0.0454,0.0467,-0.5207,-5.2082,0
2438640,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0002,0.1678,0.0843,0.0116,10.0654,-0.0328,0.0142,-0.0116,-0.0525,1.1841,0.5369,0.9990,0.0002,-0.0046,-0.0454,0.0473,-0.5221,-5.2085,0
2438807,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0001,0.1676,0.0823,0.0053,10.0562,-0.0335,0.0161,-0.0112,-0.0476,1.1802,0.5374,0.9990,0.0002,-0.0046,-0.0454,0.0472,-0.5219,-5.2094,0
2438973,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0000,0.1676,0.0927,-0.0023,10.0539,-0.0341,0.0158,-0.0117,-0.0510,1.1816,0.5388,0.9990,0.0002,-0.0046,-0.0454,0.0465,-0.5219,-5.2099,0
2439140,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0000,0.1676,0.0832,-0.0021,10.0570,-0.0336,0.0163,-0.0112,-0.0510,1.1797,0.5349,0.9990,0.0002,-0.0046,-0.0455,0.0462,-0.5214,-5.2107,0
2439307,1.0000,-0.0003,0.0001,-0.0001,0.0016,-0.0002,0.1678,0.0947,-0.0153,10.0708,-0.0339,0.0141,-0.0112,-0.0488,1.1812,0.5344,0.9990,0.0002,-0.0046,-0.0455,0.0457,-0.5230,-5.2114,0
2439473,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0002,0.1676,0.0810,0.0120,10.0539,-0.0340,0.0165,-0.0119,-0.0535,1.1782,0.5388,0.9990,0.0002,-0.0046,-0.0455,0.0451,-0.5223,-5.2124,0
2439640,1.0000,-0.0003,0.0001,-0.0001,0.0011,0.0003,0.1676,0.0673,0.0123,10.0531,-0.0345,0.0129,-0.0118,-0.0513,1.1821,0.5354,0.9990,0.0002,-0.0046,-0.0455,0.0440,-0.5250,-5.2142,0
2439807,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0002,0.1677,0.0974,0.0079,10.0616,-0.0340,0.0158,-0.0107,-0.0522,1.1821,0.5344,0.9990,0.0002,-0.0046,-0.0455,0.0434,-0.5250,-5.2144,0
2439973,1.0000,-0.0003,0.0001,-0.0001,0.0017,0.0002,0.1674,0.1038,0.0101,10.0464,-0.0331,0.0141,-0.0102,-0.0513,1.1787,0.5339,0.9990,0.0002,-0.0046,-0.0455,0.0436,-0.5266,-5.2144,0
2440140,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0001,0.1675,0.0857,0.0017,10.0489,-0.0341,0.0144,-0.0122,-0.0498,1.1802,0.5339,0.9990,0.0002,-0.0046,-0.0455,0.0429,-0.5279,-5.2162,0
2440307,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0000,0.1677,0.0850,-0.0011,10.0633,-0.0343,0.0154,-0.0110,-0.0500,1.1772,0.5388,0.9990,0.0002,-0.0046,-0.0455,0.0420,-0.5283,-5.2165,0
2440473,1.0000,-0.0003,0.0001,-0.0001,0.0012,-0.0002,0.1674,0.0712,-0.0169,10.0438,-0.0339,0.0154,-0.0124,-0.0542,1.1792,0.5330,0.9990,0.0002,-0.0046,-0.0455,0.0415,-0.5287,-5.2182,0
2440640,1.0000,-0.0003,0.0001,-0.0001,0.0013,-0.0002,0.1678,0.0760,-0.0159,10.0682,-0.0325,0.0155,-0.0119,-0.0530,1.1777,0.5378,0.9990,0.0002,-0.0046,-0.0455,0.0423,-0.5290,-5.2202,0
2440807,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0002,0.1678,0.0878,0.0096,10.0693,-0.0332,0.0153,-0.0116,-0.0513,1.1807,0.5325,0.9990,0.0002,-0.0046,-0.0455,0.0425,-0.5295,-5.2216,0
2440973,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0001,0.1674,0.0835,-0.0098,10.0462,-0.0340,0.0157,-0.0107,-0.0525,1.1782,0.5383,0.9990,0.0002,-0.0046,-0.0456,0.0418,-0.5296,-5.2219,0
2441140,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0001,0.1678,0.0850,0.0048,10.0694,-0.0341,0.0160,-0.0110,-0.0505,1.1782,0.5359,0.9990,0.0001,-0.0046,-0.0456,0.0411,-0.5294,-5.2226,0
2441307,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0003,0.1678,0.0976,0.0130,10.0675,-0.0336,0.0153,-0.0100,-0.0491,1.1797,0.5354,0.9990,0.0001,-0.0046,-0.0456,0.0409,-0.5298,-5.2221,0
2441473,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0003,0.1679,0.0889,0.0128,10.0743,-0.0331,0.0153,-0.0121,-0.0503,1.1797,0.5339,0.9990,0.0001,-0.0046,-0.0456,0.0412,-0.5303,-5.2233,0
2441640,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0004,0.1681,0.0844,0.0189,10.0832,-0.0342,0.0156,-0.0098,-0.0503,1.1802,0.5339,0.9990,0.0001,-0.0046,-0.0456,0.0403,-0.5305,-5.2226,0
2441807,1.0000,-0.0003,0.0001,-0.0001,0.0017,0.0000,0.1674,0.1022,-0.0011,10.0437,-0.0333,0.0161,-0.0110,-0.0500,1.1812,0.5383,0.9990,0.0001,-0.0046,-0.0456,0.0404,-0.5302,-5.2230,0
2441973,1.0000,-0.0003,0.0001,-0.0001,0.0012,0.0000,0.1677,0.0687,-0.0014,10.0630,-0.0339,0.0163,-0.0100,-0.0510,1.1812,0.5364,0.9990,0.0001,-0.0046,-0.0456,0.0399,-0.5298,-5.2223,0
2442140,1.0000,-0.0003,0.0001,-0.0001,0.0011,-0.0001,0.1679,0.0625,-0.0089,10.0755,-0.0344,0.0165,-0.0109,-0.0488,1.1831,0.5359,0.9990,0.0001,-0.0046,-0.0456,0.0389,-0.5291,-5.2227,0
2442307,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0001,0.1677,0.0838,0.0031,10.0617,-0.0338,0.0163,-0.0125,-0.0491,1.1787,0.5374,0.9990,0.0001,-0.0046,-0.0456,0.0385,-0.5286,-5.2242,0
2442473,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0002,0.1681,0.0929,0.0099,10.0844,-0.0339,0.0155,-0.0113,-0.0505,1.1777,0.5339,0.9990,0.0001,-0.0046,-0.0456,0.0379,-0.5289,-5.2246,0
2442640,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0001,0.1675,0.0925,0.0041,10.0504,-0.0346,0.0159,-0.0103,-0.0520,1.1792,0.5359,0.9990,0.0001,-0.0046,-0.0456,0.0367,-0.5287,-5.2243,0
2442807,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0003,0.1676,0.0928,0.0128,10.0535,-0.0346,0.0150,-0.0106,-0.0505,1.1816,0.5369,0.9990,0.0001,-0.0046,-0.0456,0.0355,-0.5295,-5.2245,0
2442973,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0002,0.1679,0.0914,0.0109,10.0744,-0.0331,0.0169,-0.0110,-0.0505,1.1787,0.5354,0.9990,0.0001,-0.0046,-0.0456,0.0357,-0.5284,-5.2249,0
2443140,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0000,0.1675,0.0878,-0.0028,10.0520,-0.0337,0.0142,-0.0111,-0.0493,1.1807,0.5339,0.9990,0.0002,-0.0045,-0.0455,0.0458,-0.5123,-5.2184,0
2443307,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0003,0.1677,0.0922,0.0140,10.0592,-0.0341,0.0153,-0.0113,-0.0525,1.1812,0.5388,0.9990,0.0002,-0.0045,-0.0455,0.0451,-0.5127,-5.2189,0
2443473,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0001,0.1674,0.0915,0.0036,10.0467,-0.0340,0.0163,-0.0118,-0.0491,1.1782,0.5349,0.9990,0.0002,-0.0045,-0.0455,0.0445,-0.5122,-5.2203,0
2443640,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0001,0.1676,0.0852,0.0030,10.0564,-0.0336,0.0159,-0.0117,-0.0525,1.1807,0.5354,0.9990,0.0002,-0.0045,-0.0455,0.0444,-0.5120,-5.2210,0
2443807,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0002,0.1675,0.0827,0.0106,10.0472,-0.0337,0.0155,-0.0111,-0.0505,1.1807,0.5378,0.9990,0.0002,-0.0045,-0.0455,0.0441,-0.5122,-5.2217,0
2443973,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0000,0.1679,0.0844,-0.0057,10.0738,-0.0331,0.0143,-0.0122,-0.0510,1.1816,0.5364,0.9990,0.0002,-0.0045,-0.0456,0.0444,-0.5135,-5.2231,0
2444140,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0001,0.1677,0.0859,0.0018,10.0601,-0.0339,0.0153,-0.0119,-0.0510,1.1787,0.5374,0.9990,0.0002,-0.0045,-0.0456,0.0439,-0.5140,-5.2243,0
2444307,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0000,0.1677,0.0832,-0.0022,10.0613,-0.0347,0.0162,-0.0106,-0.0537,1.1836,0.5354,0.9990,0.0002,-0.0045,-0.0456,0.0427,-0.5136,-5.2242,0
2444473,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0001,0.1675,0.0957,0.0030,10.0480,-0.0339,0.0149,-0.0118,-0.0464,1.1782,0.5344,0.9990,0.0002,-0.0045,-0.0456,0.0422,-0.5143,-5.2257,0
2444640,1.0000,-0.0003,0.0001,-0.0001,0.0015,-0.0001,0.1676,0.0900,-0.0084,10.0554,-0.0330,0.0170,-0.0106,-0.0500,1.1782,0.5369,0.9990,0.0002,-0.0045,-0.0456,0.0426,-0.5131,-5.2250,0
2444807,1.0000,-0.0003,0.0001,-0.0001,0.0013,-0.0001,0.1674,0.0795,-0.0091,10.0445,-0.0330,0.0161,-0.0107,-0.0520,1.1797,0.5369,0.9990,0.0002,-0.0045,-0.0456,0.0430,-0.5128,-5.2249,0
2444973,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0000,0.1678,0.0775,0.0000,10.0661,-0.0324,0.0157,-0.0118,-0.0488,1.1807,0.5339,0.9990,0.0002,-0.0045,-0.0456,0.0439,-0.5128,-5.2262,0
2445140,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0001,0.1676,0.0843,-0.0118,10.0547,-0.0339,0.0147,-0.0107,-0.0466,1.1792,0.5369,0.9990,0.0002,-0.0045,-0.0456,0.0434,-0.5138,-5.2259,0
2445307,1.0000,-0.0003,0.0001,-0.0001,0.0018,0.0001,0.1662,0.1059,0.0057,9.9715,-0.0333,0.0155,-0.0116,-0.0525,1.1812,0.5354,0.9990,0.0002,-0.0045,-0.0456,0.0434,-0.5140,-5.2262,0
2445473,1.0000,-0.0003,0.0001,-0.0002,0.0017,-0.0002,0.1702,0.0992,-0.0172,10.2116,-0.0328,0.0161,-0.0213,-0.0515,1.1768,0.5422,0.9989,0.0002,-0.0045,-0.0457,0.0441,-0.5136,-5.2365,0
2445640,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0004,0.1656,0.0843,0.0218,9.9383,-0.0330,0.0174,-0.0104,-0.0520,1.1792,0.5393,0.9989,0.0002,-0.0045,-0.0457,0.0444,-0.5120,-5.2364,0
2445807,1.0000,-0.0003,0.0001,-0.0001,0.0012,0.0003,0.1693,0.0706,0.0161,10.1573,-0.0333,0.0163,-0.0114,-0.0488,1.1821,0.5344,0.9989,0.0002,-0.0045,-0.0457,0.0445,-0.5114,-5.2372,0
2445973,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0000,0.1668,0.0838,-0.0023,10.0063,-0.0329,0.0153,-0.0121,-0.0559,1.1799,0.5339,0.9989,0.0002,-0.0045,-0.0457,0.0450,-0.5118,-5.2382,0
2446140,1.0000,-0.0003,0.0001,-0.0001,0.0011,0.0002,0.1677,0.0663,0.0065,10.0631,-0.0329,0.0175,-0.0117,-0.0510,1.1812,0.5388,0.9989,0.0002,-0.0045,-0.0457,0.0455,-0.5101,-5.2399,0
2446307,1.0000,-0.0003,0.0001,-0.0001,0.0015,-0.0003,0.1670,0.0914,-0.0190,10.0184,-0.0345,0.0155,-0.0117,-0.0520,1.1797,0.5369,0.9989,0.0002,-0.0045,-0.0457,0.0445,-0.5103,-5.2408,0
2446473,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0001,0.1676,0.0796,-0.0078,10.0584,-0.0343,0.0168,-0.0102,-0.0569,1.1814,0.5388,0.9989,0.0002,-0.0045,-0.0457,0.0436,-0.5092,-5.2404,0
2446640,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0001,0.1672,0.0831,-0.0063,10.0302,-0.0335,0.0175,-0.0108,-0.0515,1.1792,0.5383,0.9989,0.0002,-0.0044,-0.0457,0.0435,-0.5075,-5.2414,0
2446807,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0001,0.1680,0.0933,0.0027,10.0815,-0.0333,0.0166,-0.0115,-0.0496,1.1797,0.5359,0.9989,0.0002,-0.0044,-0.0457,0.0436,-0.5067,-5.2423,0
2446973,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0003,0.1674,0.0863,0.0134,10.0447,-0.0328,0.0149,-0.0111,-0.0496,1.1802,0.5369,0.9989,0.0002,-0.0044,-0.0457,0.0442,-0.5075,-5.2425,0
2447140,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0001,0.1680,0.0875,0.0046,10.0816,-0.0333,0.0162,-0.0108,-0.0530,1.1802,0.5359,0.9989,0.0002,-0.0044,-0.0457,0.0443,-0.5070,-5.2424,0
2447307,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0003,0.1671,0.0790,0.0161,10.0262,-0.0328,0.0156,-0.0115,-0.0540,1.1768,0.5344,0.9989,0.0002,-0.0044,-0.0457,0.0449,-0.5071,-5.2434,0
2447473,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0002,0.1677,0.0891,0.0122,10.0645,-0.0326,0.0154,-0.0123,-0.0537,1.1846,0.5344,0.9989,0.0002,-0.0044,-0.0458,0.0457,-0.5074,-5.2454,0
2447640,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0002,0.1678,0.0835,0.0077,10.0691,-0.0331,0.0149,-0.0111,-0.0518,1.1797,0.5320,0.9989,0.0002,-0.0044,-0.0458,0.0459,-0.5082,-5.2462,0
2447807,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0001,0.1676,0.0851,-0.0077,10.0567,-0.0327,0.0144,-0.0105,-0.0496,1.1802,0.5393,0.9989,0.0002,-0.0045,-0.0458,0.0467,-0.5094,-5.2461,0
2447973,1.0000,-0.0003,0.0001,-0.0001,0.0015,-0.0002,0.1671,0.0904,-0.0159,10.0272,-0.0342,0.0158,-0.0104,-0.0471,1.1797,0.5378,0.9989,0.0002,-0.0045,-0.0458,0.0459,-0.5094,-5.2457,0
2448140,1.0000,-0.0003,0.0001,-0.0001,0.0012,0.0001,0.1676,0.0688,0.0025,10.0584,-0.0322,0.0152,-0.0110,-0.0500,1.1807,0.5369,0.9989,0.0002,-0.0045,-0.0458,0.0471,-0.5099,-5.2454,0
2448307,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0001,0.1678,0.0807,-0.0070,10.0661,-0.0326,0.0140,-0.0100,-0.0510,1.1802,0.5374,0.9989,0.0002,-0.0045,-0.0457,0.0478,-0.5115,-5.2446,0
2448473,1.0000,-0.0003,0.0001,-0.0001,0.0015,-0.0001,0.1678,0.0917,-0.0062,10.0671,-0.0320,0.0145,-0.0102,-0.0520,1.1792,0.5374,0.9989,0.0002,-0.0045,-0.0457,0.0491,-0.5126,-5.2440,0
2448640,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0002,0.1676,0.0742,0.0121,10.0577,-0.0329,0.0148,-0.0107,-0.0549,1.1826,0.5374,0.9989,0.0002,-0.0045,-0.0457,0.0497,-0.5135,-5.2442,0
2448807,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0001,0.1677,0.0962,0.0046,10.0619,-0.0333,0.0158,-0.0111,-0.0498,1.1797,0.5339,0.9989,0.0002,-0.0045,-0.0458,0.0498,-0.5134,-5.2451,0
2448973,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0000,0.1676,0.0811,-0.0001,10.0575,-0.0334,0.0150,-0.0118,-0.0535,1.1826,0.5359,0.9989,0.0002,-0.0045,-0.0458,0.0498,-0.5140,-5.2461,0
2449140,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0000,0.1675,0.0879,-0.0016,10.0523,-0.0337,0.0159,-0.0114,-0.0549,1.1797,0.5359,0.9989,0.0002,-0.0045,-0.0458,0.0495,-0.5139,-5.2470,0
2449307,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0002,0.1672,0.0841,0.0066,10.0349,-0.0333,0.0157,-0.0106,-0.0493,1.1821,0.5354,0.9989,0.0002,-0.0045,-0.0458,0.0496,-0.5139,-5.2475,0
2449474,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0000,0.1676,0.0874,-0.0007,10.0537,-0.0344,0.0162,-0.0116,-0.0498,1.1816,0.5349,0.9989,0.0002,-0.0045,-0.0458,0.0486,-0.5134,-5.2482,0
2449640,1.0000,-0.0003,0.0001,-0.0001,0.0012,0.0002,0.1676,0.0727,0.0112,10.0556,-0.0333,0.0166,-0.0091,-0.0510,1.1816,0.5364,0.9989,0.0002,-0.0045,-0.0458,0.0487,-0.5126,-5.2464,0
2449807,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0004,0.1677,0.0861,0.0210,10.0648,-0.0329,0.0153,-0.0111,-0.0510,1.1826,0.5369,0.9989,0.0002,-0.0045,-0.0458,0.0492,-0.5130,-5.2467,0
2449974,1.0000,-0.0003,0.0001,-0.0001,0.0012,-0.0000,0.1675,0.0724,-0.0028,10.0528,-0.0326,0.0157,-0.0118,-0.0498,1.1787,0.5330,0.9989,0.0002,-0.0045,-0.0458,0.0499,-0.5130,-5.2477,0
2450140,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0002,0.1673,0.0856,0.0085,10.0399,-0.0342,0.0163,-0.0105,-0.0530,1.1807,0.5374,0.9989,0.0002,-0.0045,-0.0458,0.0491,-0.5124,-5.2474,0
2450307,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0001,0.1673,0.0839,0.0041,10.0383,-0.0333,0.0157,-0.0119,-0.0535,1.1812,0.5374,0.9989,0.0002,-0.0045,-0.0458,0.0492,-0.5124,-5.2488,0
2450474,1.0000,-0.0003,0.0001,-0.0001,0.0015,-0.0001,0.1674,0.0892,-0.0077,10.0453,-0.0336,0.0167,-0.0112,-0.0513,1.1807,0.5344,0.9989,0.0002,-0.0045,-0.0458,0.0490,-0.5115,-5.2495,0
2450640,1.0000,-0.0003,0.0001,-0.0001,0.0012,0.0000,0.1677,0.0695,-0.0004,10.0639,-0.0329,0.0175,-0.0114,-0.0466,1.1807,0.5369,0.9989,0.0002,-0.0045,-0.0458,0.0495,-0.5097,-5.2502,0
2450807,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0002,0.1674,0.0831,0.0119,10.0448,-0.0341,0.0154,-0.0099,-0.0520,1.1787,0.5359,0.9989,0.0002,-0.0045,-0.0458,0.0488,-0.5100,-5.2489,0
2450974,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0001,0.1679,0.0894,0.0043,10.0721,-0.0327,0.0164,-0.0105,-0.0535,1.1821,0.5383,0.9989,0.0002,-0.0045,-0.0458,0.0495,-0.5094,-5.2487,0
2451140,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0002,0.1678,0.0835,0.0110,10.0702,-0.0341,0.0156,-0.0113,-0.0522,1.1797,0.5334,0.9989,0.0002,-0.0045,-0.0458,0.0488,-0.5094,-5.2496,0
2451307,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0001,0.1672,0.0813,0.0019,10.0343,-0.0321,0.0145,-0.0107,-0.0515,1.1782,0.5388,0.9989,0.0002,-0.0045,-0.0458,0.0499,-0.5106,-5.2497,0
2451474,1.0000,-0.0003,0.0001,-0.0001,0.0012,-0.0000,0.1676,0.0715,-0.0058,10.0567,-0.0336,0.0158,-0.0117,-0.0510,1.1836,0.5374,0.9989,0.0002,-0.0045,-0.0458,0.0497,-0.5105,-5.2507,0
2451640,1.0000,-0.0003,0.0001,-0.0001,0.0012,0.0002,0.1676,0.0735,0.0083,10.0575,-0.0334,0.0150,-0.0131,-0.0493,1.1777,0.5325,0.9989,0.0002,-0.0045,-0.0458,0.0497,-0.5111,-5.2528,0
2451807,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0001,0.1674,0.0785,0.0005,10.0456,-0.0328,0.0151,-0.0112,-0.0513,1.1807,0.5349,0.9989,0.0002,-0.0045,-0.0458,0.0503,-0.5117,-5.2531,0
2451974,1.0000,-0.0003,0.0001,-0.0001,0.0013,-0.0000,0.1675,0.0783,-0.0046,10.0496,-0.0334,0.0155,-0.0112,-0.0522,1.1812,0.5344,0.9989,0.0002,-0.0045,-0.0458,0.0503,-0.5118,-5.2535,0
2452140,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0000,0.1672,0.0792,-0.0016,10.0327,-0.0333,0.0177,-0.0122,-0.0510,1.1821,0.5378,0.9989,0.0002,-0.0045,-0.0458,0.0504,-0.5099,-5.2551,0
2452307,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0001,0.1675,0.0821,-0.0063,10.0519,-0.0337,0.0165,-0.0108,-0.0520,1.1777,0.5344,0.9989,0.0002,-0.0045,-0.0458,0.0501,-0.5092,-5.2551,0
2452474,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0000,0.1672,0.0861,-0.0016,10.0318,-0.0328,0.0165,-0.0110,-0.0525,1.1831,0.5369,0.9989,0.0002,-0.0045,-0.0458,0.0507,-0.5084,-5.2555,0
2452640,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0002,0.1675,0.0948,0.0093,10.0494,-0.0328,0.0169,-0.0109,-0.0505,1.1787,0.5359,0.9989,0.0002,-0.0044,-0.0458,0.0513,-0.5072,-5.2558,0
2452807,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0003,0.1677,0.0821,0.0177,10.0623,-0.0341,0.0151,-0.0117,-0.0540,1.1787,0.5369,0.9989,0.0002,-0.0044,-0.0459,0.0506,-0.5078,-5.2566,0
2452974,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0004,0.1675,0.0975,0.0198,10.0501,-0.0344,0.0176,-0.0111,-0.0544,1.1792,0.5349,0.9989,0.0002,-0.0044,-0.0459,0.0496,-0.5060,-5.2573,0
2453140,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0002,0.1675,0.0828,0.0104,10.0514,-0.0334,0.0156,-0.0117,-0.0515,1.1797,0.5442,0.9989,0.0002,-0.0044,-0.0459,0.0496,-0.5061,-5.2587,0
2453307,1.0000,-0.0003,0.0001,-0.0001,0.0013,-0.0001,0.1678,0.0756,-0.0057,10.0688,-0.0326,0.0158,-0.0101,-0.0525,1.1792,0.5364,0.9989,0.0002,-0.0044,-0.0459,0.0504,-0.5060,-5.2581,0
2453474,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0001,0.1674,0.0843,0.0045,10.0454,-0.0343,0.0145,-0.0104,-0.0500,1.1807,0.5364,1.0000,0.0004,-0.0044,0.0000,0.0495,-0.5071,0.0000,0
2453640,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0001,0.1674,0.0846,0.0054,10.0411,-0.0320,0.0157,-0.0106,-0.0498,1.1851,0.5310,1.0000,0.0004,-0.0044,0.0000,0.0508,-0.5072,0.0003,0
2453807,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0002,0.1678,0.0782,0.0089,10.0695,-0.0332,0.0163,-0.0115,-0.0525,1.1777,0.5344,1.0000,0.0004,-0.0044,0.0000,0.0510,-0.5066,-0.0002,0
2453974,1.0000,-0.0003,0.0001,-0.0001,0.0012,0.0002,0.1677,0.0706,0.0081,10.0606,-0.0347,0.0150,-0.0109,-0.0503,1.1807,0.5349,1.0000,0.0004,-0.0044,-0.0000,0.0497,-0.5073,-0.0005,0
