DeviceTag: Movella DOT,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Custom Modes - Custom Mode 4,StartTime: 2025-12-02 15:55:47.554,© Movella Technologies B.V. 2005-2025
SampleTimeFine,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,Status
2419473,1.0000,-0.0003,0.0001,-0.0001,0.0010,0.0005,0.1676,0.0589,0.0246,10.0546,-0.0337,0.0147,-0.0106,-0.0540,1.1802,0.5369,0.9987,-0.0170,0.0047,-0.0481,-1.9776,0.4493,-5.5246,0
2419640,1.0000,-0.0003,0.0001,-0.0001,0.0018,0.0006,0.1674,0.1097,0.0353,10.0423,-0.0340,0.0142,-0.0093,-0.0505,1.1812,0.5378,0.9987,-0.0172,0.0048,-0.0481,-1.9929,0.4545,-5.5237,0
2419806,1.0000,-0.0003,0.0001,-0.0001,0.0020,0.0007,0.1675,0.1206,0.0386,10.0505,-0.0342,0.0153,-0.0103,-0.0520,1.1797,0.5359,0.9987,-0.0173,0.0049,-0.0481,-2.0081,0.4606,-5.5214,0
2419973,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0009,0.1677,0.0945,0.0493,10.0610,-0.0334,0.0156,-0.0106,-0.0505,1.1812,0.5364,0.9987,-0.0174,0.0049,-0.0481,-2.0223,0.4669,-5.5202,0
2420140,1.0000,-0.0003,0.0001,-0.0001,0.0015,-0.0000,0.1679,0.0861,-0.0046,10.0727,-0.0317,0.0148,-0.0102,-0.0486,1.1812,0.5383,0.9987,-0.0175,0.0050,-0.0481,-2.0347,0.4722,-5.5176,0
2420306,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0002,0.1676,0.0831,-0.0167,10.0586,-0.0345,0.0158,-0.0106,-0.0500,1.1792,0.5398,0.9987,-0.0177,0.0050,-0.0480,-2.0494,0.4784,-5.5145,0
2420473,1.0000,-0.0003,0.0001,-0.0001,0.0010,-0.0006,0.1678,0.0576,-0.0365,10.0709,-0.0347,0.0138,-0.0116,-0.0532,1.1831,0.5354,0.9987,-0.0178,0.0051,-0.0480,-2.0641,0.4826,-5.5129,0
2420640,1.0000,-0.0003,0.0001,-0.0001,0.0013,-0.0005,0.1674,0.0777,-0.0311,10.0447,-0.0337,0.0159,-0.0109,-0.0530,1.1792,0.5374,0.9987,-0.0179,0.0051,-0.0480,-2.0777,0.4887,-5.5126,0
2420806,1.0000,-0.0003,0.0001,-0.0001,0.0015,-0.0001,0.1674,0.0871,-0.0063,10.0468,-0.0333,0.0169,-0.0104,-0.0505,1.1768,0.5403,0.9987,-0.0180,0.0052,-0.0480,-2.0907,0.4957,-5.5116,0
2420973,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0001,0.1674,0.0869,0.0022,10.0441,-0.0327,0.0163,-0.0117,-0.0520,1.1792,0.5349,0.9987,-0.0181,0.0053,-0.0480,-2.1029,0.5019,-5.5105,0
2421140,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0002,0.1674,0.0868,0.0115,10.0432,-0.0334,0.0155,-0.0119,-0.0537,1.1777,0.5330,0.9987,-0.0182,0.0053,-0.0480,-2.1155,0.5073,-5.5101,0
2421306,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0003,0.1677,0.0816,0.0158,10.0622,-0.0325,0.0156,-0.0109,-0.0505,1.1777,0.5349,0.9987,-0.0183,0.0054,-0.0480,-2.1270,0.5126,-5.5100,0
2421473,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0003,0.1677,0.0962,0.0179,10.0622,-0.0340,0.0155,-0.0102,-0.0525,1.1792,0.5374,0.9987,-0.0184,0.0054,-0.0479,-2.1396,0.5178,-5.5069,0
2421640,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0005,0.1674,0.0866,0.0253,10.0436,-0.0324,0.0160,-0.0111,-0.0483,1.1826,0.5344,0.9987,-0.0185,0.0055,-0.0479,-2.1505,0.5232,-5.5057,0
2421806,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0001,0.1674,0.0762,0.0041,10.0415,-0.0337,0.0139,-0.0099,-0.0515,1.1821,0.5383,0.9987,-0.0186,0.0055,-0.0479,-2.1623,0.5266,-5.5007,0
2421973,1.0000,-0.0003,0.0001,-0.0001,0.0012,-0.0006,0.1675,0.0695,-0.0370,10.0520,-0.0329,0.0156,-0.0105,-0.0532,1.1807,0.5344,0.9987,-0.0187,0.0055,-0.0479,-2.1731,0.5316,-5.4981,0
2422140,1.0000,-0.0003,0.0001,-0.0001,0.0012,-0.0002,0.1675,0.0690,-0.0122,10.0503,-0.0345,0.0163,-0.0111,-0.0525,1.1787,0.5378,0.9987,-0.0188,0.0056,-0.0479,-2.1852,0.5370,-5.4972,0
2422306,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0000,0.1675,0.0806,-0.0003,10.0510,-0.0347,0.0163,-0.0110,-0.0520,1.1807,0.5408,0.9987,-0.0189,0.0056,-0.0478,-2.1973,0.5424,-5.4957,0
2422473,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0004,0.1676,0.0956,0.0198,10.0560,-0.0330,0.0153,-0.0113,-0.0491,1.1812,0.5378,0.9987,-0.0190,0.0057,-0.0478,-2.2075,0.5467,-5.4940,0
2422640,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0009,0.1678,0.0899,0.0520,10.0676,-0.0335,0.0173,-0.0104,-0.0471,1.1812,0.5383,0.9987,-0.0191,0.0057,-0.0478,-2.2178,0.5527,-5.4894,0
2422806,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0003,0.1677,0.0871,0.0166,10.0601,-0.0330,0.0147,-0.0113,-0.0479,1.1787,0.5339,0.9987,-0.0192,0.0058,-0.0477,-2.2275,0.5562,-5.4846,0
2422973,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0004,0.1677,0.0964,0.0188,10.0592,-0.0329,0.0153,-0.0112,-0.0535,1.1797,0.5364,0.9987,-0.0193,0.0058,-0.0477,-2.2367,0.5600,-5.4800,0
2423140,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0002,0.1672,0.0866,0.0075,10.0320,-0.0334,0.0150,-0.0110,-0.0474,1.1846,0.5364,0.9990,0.0002,-0.0045,-0.0447,0.0423,-0.5111,-5.1208,0
2423306,1.0000,-0.0003,0.0001,-0.0001,0.0013,-0.0002,0.1679,0.0741,-0.0119,10.0712,-0.0337,0.0134,-0.0112,-0.0496,1.1797,0.5393,0.9990,0.0002,-0.0045,-0.0447,0.0422,-0.5134,-5.1213,0
2423473,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0005,0.1673,0.0840,-0.0315,10.0394,-0.0322,0.0149,-0.0101,-0.0540,1.1797,0.5378,0.9990,0.0002,-0.0045,-0.0447,0.0434,-0.5144,-5.1214,0
2423640,1.0000,-0.0003,0.0001,-0.0001,0.0013,-0.0003,0.1675,0.0751,-0.0234,10.0530,-0.0331,0.0173,-0.0107,-0.0500,1.1797,0.5354,0.9990,0.0002,-0.0045,-0.0447,0.0438,-0.5131,-5.1235,0
2423806,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0000,0.1676,0.0806,-0.0015,10.0588,-0.0322,0.0171,-0.0107,-0.0554,1.1826,0.5359,0.9990,0.0002,-0.0045,-0.0447,0.0451,-0.5119,-5.1243,0
2423973,1.0000,-0.0003,0.0001,-0.0001,0.0012,0.0004,0.1678,0.0731,0.0242,10.0710,-0.0330,0.0163,-0.0108,-0.0537,1.1816,0.5339,0.9990,0.0002,-0.0045,-0.0447,0.0455,-0.5115,-5.1268,0
2424140,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0004,0.1674,0.0953,0.0186,10.0415,-0.0330,0.0145,-0.0115,-0.0469,1.1831,0.5334,0.9990,0.0002,-0.0045,-0.0447,0.0460,-0.5128,-5.1294,0
2424306,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0004,0.1672,0.0938,0.0220,10.0321,-0.0335,0.0165,-0.0106,-0.0515,1.1821,0.5364,0.9990,0.0002,-0.0045,-0.0447,0.0460,-0.5122,-5.1291,0
2424473,1.0000,-0.0003,0.0001,-0.0001,0.0018,0.0005,0.1675,0.1048,0.0292,10.0510,-0.0336,0.0155,-0.0113,-0.0491,1.1797,0.5398,0.9990,0.0002,-0.0045,-0.0448,0.0459,-0.5125,-5.1309,0
2424640,1.0000,-0.0003,0.0001,-0.0001,0.0011,0.0002,0.1677,0.0652,0.0118,10.0627,-0.0327,0.0173,-0.0105,-0.0520,1.1777,0.5393,0.9990,0.0002,-0.0045,-0.0448,0.0466,-0.5111,-5.1311,0
2424806,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0000,0.1675,0.0834,-0.0021,10.0472,-0.0323,0.0154,-0.0110,-0.0574,1.1826,0.5403,0.9990,0.0002,-0.0045,-0.0448,0.0478,-0.5116,-5.1327,0
2424973,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0000,0.1676,0.0795,-0.0018,10.0550,-0.0338,0.0148,-0.0110,-0.0525,1.1753,0.5364,0.9990,0.0002,-0.0045,-0.0448,0.0476,-0.5125,-5.1360,0
2425140,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0004,0.1676,0.0801,-0.0239,10.0557,-0.0340,0.0157,-0.0104,-0.0530,1.1836,0.5393,0.9990,0.0002,-0.0045,-0.0448,0.0471,-0.5127,-5.1371,0
2425306,1.0000,-0.0003,0.0001,-0.0001,0.0013,-0.0002,0.1678,0.0785,-0.0130,10.0689,-0.0328,0.0150,-0.0112,-0.0510,1.1748,0.5374,0.9990,0.0002,-0.0045,-0.0448,0.0478,-0.5135,-5.1391,0
2425473,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0001,0.1678,0.0803,-0.0090,10.0661,-0.0328,0.0169,-0.0106,-0.0500,1.1836,0.5398,0.9990,0.0002,-0.0045,-0.0448,0.0483,-0.5125,-5.1400,0
2425640,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0004,0.1677,0.0823,0.0216,10.0626,-0.0345,0.0155,-0.0114,-0.0513,1.1841,0.5359,0.9990,0.0002,-0.0045,-0.0448,0.0473,-0.5128,-5.1413,0
2425806,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0003,0.1676,0.0973,0.0176,10.0561,-0.0350,0.0164,-0.0114,-0.0520,1.1812,0.5374,0.9990,0.0002,-0.0045,-0.0449,0.0458,-0.5123,-5.1429,0
2425973,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0001,0.1675,0.0933,0.0043,10.0472,-0.0329,0.0156,-0.0104,-0.0515,1.1782,0.5359,0.9990,0.0002,-0.0045,-0.0449,0.0464,-0.5125,-5.1437,0
2426140,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0001,0.1675,0.0905,0.0014,10.0493,-0.0337,0.0153,-0.0113,-0.0549,1.1826,0.5383,0.9990,0.0002,-0.0045,-0.0449,0.0462,-0.5130,-5.1453,0
2426306,1.0000,-0.0003,0.0001,-0.0001,0.0016,-0.0001,0.1673,0.0931,-0.0116,10.0397,-0.0328,0.0155,-0.0112,-0.0510,1.1802,0.5369,0.9990,0.0002,-0.0045,-0.0449,0.0468,-0.5134,-5.1477,0
2426473,1.0000,-0.0003,0.0001,-0.0001,0.0013,-0.0001,0.1679,0.0787,-0.0082,10.0749,-0.0332,0.0172,-0.0119,-0.0486,1.1787,0.5359,0.9990,0.0002,-0.0045,-0.0449,0.0470,-0.5121,-5.1496,0
2426640,1.0000,-0.0003,0.0001,-0.0001,0.0015,-0.0001,0.1675,0.0859,-0.0078,10.0509,-0.0320,0.0156,-0.0106,-0.0510,1.1816,0.5383,0.9990,0.0002,-0.0045,-0.0449,0.0484,-0.5123,-5.1496,0
2426806,1.0000,-0.0003,0.0001,-0.0001,0.0013,-0.0000,0.1679,0.0784,-0.0034,10.0746,-0.0335,0.0162,-0.0097,-0.0486,1.1797,0.5364,0.9990,0.0002,-0.0045,-0.0449,0.0483,-0.5120,-5.1495,0
2426973,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0000,0.1678,0.0805,-0.0017,10.0652,-0.0340,0.0155,-0.0117,-0.0530,1.1802,0.5388,0.9990,0.0002,-0.0045,-0.0449,0.0478,-0.5123,-5.1505,0
2427140,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0000,0.1675,0.0858,-0.0003,10.0486,-0.0332,0.0150,-0.0108,-0.0518,1.1772,0.5330,0.9990,0.0002,-0.0045,-0.0449,0.0480,-0.5131,-5.1520,0
2427306,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0003,0.1676,0.0953,0.0123,10.0552,-0.0348,0.0161,-0.0121,-0.0510,1.1792,0.5359,0.9990,0.0002,-0.0045,-0.0450,0.0467,-0.5129,-5.1543,0
2427473,1.0000,-0.0003,0.0001,-0.0001,0.0017,0.0003,0.1677,0.1004,0.0136,10.0634,-0.0323,0.0152,-0.0100,-0.0510,1.1836,0.5374,0.9990,0.0002,-0.0045,-0.0450,0.0478,-0.5135,-5.1544,0
2427640,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0002,0.1676,0.0881,0.0094,10.0549,-0.0332,0.0154,-0.0104,-0.0500,1.1821,0.5374,0.9990,0.0002,-0.0045,-0.0450,0.0480,-0.5138,-5.1548,0
2427806,1.0000,-0.0003,0.0001,-0.0001,0.0012,0.0004,0.1679,0.0715,0.0186,10.0722,-0.0335,0.0164,-0.0104,-0.0549,1.1797,0.5393,0.9990,0.0002,-0.0045,-0.0450,0.0480,-0.5133,-5.1550,0
2427973,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0002,0.1680,0.0954,0.0087,10.0784,-0.0321,0.0144,-0.0117,-0.0520,1.1816,0.5359,0.9990,0.0002,-0.0045,-0.0450,0.0492,-0.5148,-5.1576,0
2428140,1.0000,-0.0003,0.0001,-0.0001,0.0011,0.0000,0.1677,0.0634,-0.0018,10.0622,-0.0337,0.0158,-0.0111,-0.0535,1.1787,0.5403,0.9990,0.0002,-0.0045,-0.0450,0.0489,-0.5148,-5.1588,0
2428306,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0000,0.1674,0.0870,-0.0023,10.0434,-0.0333,0.0160,-0.0108,-0.0496,1.1802,0.5359,0.9990,0.0002,-0.0045,-0.0450,0.0490,-0.5146,-5.1603,0
2428473,1.0000,-0.0003,0.0001,-0.0001,0.0013,-0.0000,0.1675,0.0776,-0.0048,10.0480,-0.0334,0.0166,-0.0115,-0.0540,1.1733,0.5369,0.9990,0.0002,-0.0045,-0.0450,0.0490,-0.5139,-5.1613,0
2428640,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0002,0.1676,0.0923,0.0086,10.0568,-0.0345,0.0163,-0.0109,-0.0557,1.1841,0.5349,0.9990,0.0002,-0.0045,-0.0450,0.0480,-0.5135,-5.1630,0
2428806,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0002,0.1677,0.0902,0.0110,10.0594,-0.0333,0.0167,-0.0104,-0.0500,1.1821,0.5383,0.9990,0.0002,-0.0045,-0.0451,0.0481,-0.5127,-5.1645,0
2428973,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0003,0.1675,0.0803,0.0123,10.0524,-0.0330,0.0152,-0.0101,-0.0510,1.1802,0.5369,0.9990,0.0002,-0.0045,-0.0450,0.0485,-0.5133,-5.1643,0
2429140,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0000,0.1674,0.0875,-0.0003,10.0430,-0.0328,0.0150,-0.0096,-0.0520,1.1816,0.5393,0.9990,0.0002,-0.0045,-0.0450,0.0491,-0.5141,-5.1639,0
2429306,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0002,0.1673,0.0876,0.0105,10.0353,-0.0333,0.0158,-0.0115,-0.0505,1.1792,0.5354,0.9990,0.0002,-0.0045,-0.0451,0.0492,-0.5141,-5.1655,0
2429473,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0003,0.1672,0.0849,0.0126,10.0324,-0.0338,0.0154,-0.0108,-0.0530,1.1797,0.5344,0.9990,0.0002,-0.0045,-0.0451,0.0488,-0.5145,-5.1660,0
2429640,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0003,0.1677,0.0845,0.0148,10.0599,-0.0323,0.0160,-0.0106,-0.0530,1.1797,0.5364,0.9990,0.0002,-0.0045,-0.0451,0.0499,-0.5143,-5.1670,0
2429806,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0000,0.1675,0.0806,-0.0019,10.0506,-0.0344,0.0168,-0.0105,-0.0515,1.1792,0.5349,0.9990,0.0002,-0.0045,-0.0451,0.0490,-0.5134,-5.1678,0
2429973,1.0000,-0.0003,0.0001,-0.0001,0.0017,0.0002,0.1676,0.1001,0.0120,10.0551,-0.0340,0.0158,-0.0110,-0.0530,1.1792,0.5354,0.9990,0.0002,-0.0045,-0.0451,0.0485,-0.5134,-5.1688,0
2430140,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0001,0.1677,0.0779,0.0022,10.0632,-0.0335,0.0160,-0.0110,-0.0532,1.1797,0.5325,0.9990,0.0002,-0.0045,-0.0451,0.0484,-0.5132,-5.1701,0
2430306,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0000,0.1676,0.0754,-0.0020,10.0587,-0.0325,0.0158,-0.0112,-0.0491,1.1807,0.5374,0.9990,0.0002,-0.0045,-0.0451,0.0493,-0.5132,-5.1718,0
2430473,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0000,0.1671,0.0803,-0.0006,10.0266,-0.0338,0.0169,-0.0113,-0.0540,1.1792,0.5349,0.9990,0.0002,-0.0045,-0.0451,0.0489,-0.5121,-5.1724,0
2430640,1.0000,-0.0003,0.0001,-0.0001,0.0012,0.0001,0.1676,0.0716,0.0030,10.0548,-0.0328,0.0150,-0.0102,-0.0496,1.1782,0.5398,0.9990,0.0002,-0.0045,-0.0451,0.0495,-0.5128,-5.1732,0
2430806,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0001,0.1675,0.0884,0.0014,10.0486,-0.0340,0.0154,-0.0120,-0.0510,1.1792,0.5388,0.9990,0.0002,-0.0045,-0.0451,0.0489,-0.5132,-5.1746,0
2430973,1.0000,-0.0003,0.0001,-0.0001,0.0013,-0.0002,0.1678,0.0750,-0.0146,10.0666,-0.0336,0.0178,-0.0114,-0.0498,1.1841,0.5354,0.9990,0.0002,-0.0045,-0.0452,0.0487,-0.5113,-5.1759,0
2431140,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0003,0.1675,0.0923,0.0134,10.0494,-0.0330,0.0154,-0.0104,-0.0530,1.1802,0.5383,0.9990,0.0002,-0.0045,-0.0451,0.0491,-0.5118,-5.1758,0
2431306,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0003,0.1676,0.0892,0.0156,10.0548,-0.0332,0.0159,-0.0114,-0.0493,1.1812,0.5344,0.9990,0.0002,-0.0045,-0.0452,0.0493,-0.5117,-5.1775,0
2431473,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0000,0.1674,0.0810,-0.0048,10.0440,-0.0343,0.0162,-0.0117,-0.0510,1.1787,0.5383,0.9990,0.0002,-0.0045,-0.0452,0.0484,-0.5113,-5.1786,0
2431640,1.0000,-0.0003,0.0001,-0.0001,0.0013,-0.0000,0.1676,0.0777,-0.0032,10.0548,-0.0331,0.0151,-0.0107,-0.0503,1.1807,0.5339,0.9990,0.0002,-0.0045,-0.0452,0.0487,-0.5120,-5.1791,0
2431806,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0001,0.1676,0.0920,0.0024,10.0585,-0.0341,0.0155,-0.0101,-0.0520,1.1768,0.5359,0.9990,0.0002,-0.0045,-0.0452,0.0480,-0.5123,-5.1789,0
2431973,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0001,0.1674,0.0818,-0.0069,10.0458,-0.0335,0.0167,-0.0100,-0.0505,1.1772,0.5378,0.9990,0.0002,-0.0045,-0.0452,0.0479,-0.5114,-5.1790,0
2432140,1.0000,-0.0003,0.0001,-0.0001,0.0013,-0.0000,0.1675,0.0759,-0.0036,10.0484,-0.0330,0.0166,-0.0106,-0.0525,1.1792,0.5374,0.9990,0.0002,-0.0045,-0.0452,0.0483,-0.5107,-5.1792,0
2432306,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0002,0.1674,0.0864,0.0064,10.0459,-0.0325,0.0172,-0.0124,-0.0525,1.1821,0.5369,0.9990,0.0002,-0.0045,-0.0452,0.0491,-0.5093,-5.1817,0
2432473,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0001,0.1673,0.0924,0.0050,10.0357,-0.0327,0.0143,-0.0107,-0.0540,1.1787,0.5369,0.9990,0.0002,-0.0045,-0.0452,0.0498,-0.5108,-5.1824,0
2432640,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0002,0.1676,0.0824,0.0104,10.0540,-0.0332,0.0145,-0.0121,-0.0530,1.1787,0.5388,0.9990,0.0002,-0.0045,-0.0452,0.0500,-0.5121,-5.1848,0
2432807,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0000,0.1674,0.0806,-0.0051,10.0438,-0.0321,0.0167,-0.0107,-0.0540,1.1753,0.5354,0.9990,0.0002,-0.0045,-0.0452,0.0512,-0.5112,-5.1856,0
2432973,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0000,0.1676,0.0953,-0.0001,10.0558,-0.0339,0.0154,-0.0118,-0.0500,1.1802,0.5374,0.9990,0.0002,-0.0045,-0.0453,0.0507,-0.5117,-5.1877,0
2433140,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0002,0.1676,0.0751,0.0075,10.0536,-0.0354,0.0152,-0.0122,-0.0500,1.1777,0.5383,0.9990,0.0002,-0.0045,-0.0453,0.0487,-0.5122,-5.1893,0
2433307,1.0000,-0.0003,0.0001,-0.0001,0.0012,-0.0001,0.1678,0.0721,-0.0071,10.0675,-0.0337,0.0156,-0.0112,-0.0520,1.1772,0.5398,0.9990,0.0002,-0.0045,-0.0453,0.0485,-0.5124,-5.1900,0
2433473,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0000,0.1679,0.0954,-0.0003,10.0727,-0.0331,0.0159,-0.0110,-0.0515,1.1826,0.5378,0.9990,0.0002,-0.0045,-0.0453,0.0488,-0.5122,-5.1909,0
2433640,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0001,0.1676,0.0889,0.0003,10.0548,-0.0344,0.0147,-0.0103,-0.0530,1.1831,0.5364,0.9990,0.0002,-0.0045,-0.0453,0.0477,-0.5133,-5.1910,0
2433807,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0000,0.1676,0.0862,-0.0027,10.0569,-0.0319,0.0161,-0.0109,-0.0510,1.1816,0.5383,0.9990,0.0002,-0.0045,-0.0453,0.0491,-0.5131,-5.1919,0
2433973,1.0000,-0.0003,0.0001,-0.0001,0.0017,0.0003,0.1670,0.0993,0.0157,10.0196,-0.0329,0.0155,-0.0120,-0.0530,1.1797,0.5349,0.9990,0.0002,-0.0045,-0.0453,0.0495,-0.5134,-5.1935,0
2434140,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0003,0.1676,0.0919,0.0174,10.0543,-0.0337,0.0163,-0.0106,-0.0493,1.1812,0.5334,0.9990,0.0002,-0.0045,-0.0453,0.0493,-0.5129,-5.1942,0
2434307,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0001,0.1675,0.0827,-0.0066,10.0511,-0.0344,0.0154,-0.0114,-0.0530,1.1841,0.5378,0.9990,0.0002,-0.0045,-0.0453,0.0483,-0.5133,-5.1948,0
2434473,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0001,0.1681,0.0834,0.0057,10.0836,-0.0334,0.0154,-0.0098,-0.0530,1.1802,0.5383,0.9990,0.0002,-0.0045,-0.0453,0.0483,-0.5137,-5.1947,0
2434640,1.0000,-0.0003,0.0001,-0.0001,0.0013,-0.0001,0.1674,0.0769,-0.0096,10.0419,-0.0339,0.0150,-0.0102,-0.0510,1.1787,0.5388,0.9990,0.0002,-0.0045,-0.0453,0.0477,-0.5145,-5.1950,0
2434807,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0003,0.1676,0.0799,-0.0184,10.0575,-0.0324,0.0168,-0.0110,-0.0496,1.1807,0.5393,0.9990,0.0002,-0.0045,-0.0453,0.0486,-0.5136,-5.1957,0
2434973,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0001,0.1677,0.0800,-0.0059,10.0633,-0.0331,0.0158,-0.0100,-0.0515,1.1782,0.5388,0.9990,0.0002,-0.0045,-0.0453,0.0489,-0.5135,-5.1951,0
2435140,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0003,0.1673,0.0751,0.0125,10.0363,-0.0338,0.0174,-0.0113,-0.0544,1.1792,0.5369,0.9990,0.0002,-0.0045,-0.0453,0.0484,-0.5120,-5.1961,0
2435307,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0001,0.1674,0.0896,0.0004,10.0429,-0.0333,0.0157,-0.0115,-0.0510,1.1787,0.5369,0.9990,0.0002,-0.0045,-0.0453,0.0485,-0.5121,-5.1979,0
2435473,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0002,0.1673,0.0886,0.0089,10.0399,-0.0347,0.0141,-0.0109,-0.0515,1.1812,0.5388,0.9990,0.0002,-0.0045,-0.0453,0.0472,-0.5137,-5.1985,0
2435640,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0002,0.1673,0.0753,0.0079,10.0353,-0.0337,0.0150,-0.0120,-0.0535,1.1821,0.5378,0.9990,0.0002,-0.0045,-0.0454,0.0469,-0.5145,-5.2001,0
2435807,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0002,0.1673,0.0934,0.0090,10.0390,-0.0347,0.0158,-0.0117,-0.0496,1.1787,0.5369,0.9990,0.0002,-0.0045,-0.0454,0.0456,-0.5146,-5.2019,0
2435973,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0002,0.1674,0.0739,0.0066,10.0459,-0.0329,0.0144,-0.0099,-0.0510,1.1792,0.5359,0.9990,0.0002,-0.0045,-0.0454,0.0460,-0.5160,-5.2012,0
2436140,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0002,0.1678,0.0837,-0.0176,10.0684,-0.0335,0.0144,-0.0116,-0.0481,1.1821,0.5437,0.9990,0.0002,-0.0045,-0.0454,0.0459,-0.5173,-5.2024,0
2436307,1.0000,-0.0003,0.0001,-0.0001,0.0015,-0.0001,0.1679,0.0896,-0.0116,10.0757,-0.0331,0.0161,-0.0104,-0.0525,1.1826,0.5398,0.9990,0.0002,-0.0045,-0.0454,0.0461,-0.5170,-5.2018,0
2436473,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0002,0.1677,0.0849,0.0064,10.0626,-0.0322,0.0165,-0.0109,-0.0510,1.1792,0.5354,0.9990,0.0002,-0.0045,-0.0454,0.0472,-0.5162,-5.2026,0
2436640,1.0000,-0.0003,0.0001,-0.0001,0.0015,-0.0000,0.1676,0.0883,-0.0057,10.0576,-0.0337,0.0151,-0.0110,-0.0530,1.1807,0.5369,0.9990,0.0002,-0.0045,-0.0454,0.0468,-0.5169,-5.2032,0
