DeviceTag: Movella DOT,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Custom Modes - Custom Mode 1,StartTime: 2025-12-02 16:02:11.979,© Movella Technologies B.V. 2005-2025
SampleTimeFine,Gyr_X,Gyr_Y,Gyr_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
6306198,-1.8980,0.9326,-0.5796,1.0000,0.0001,-0.0031,-0.0000,0.0143,-0.3539,-0.0043,-0.0085,0.0123,0.2394
6306365,-1.9493,0.8864,-0.6612,1.0000,0.0001,-0.0031,-0.0000,0.0141,-0.3542,-0.0056,0.0131,0.0083,0.2177
6306531,-1.9847,0.8195,-0.6076,1.0000,0.0001,-0.0031,-0.0000,0.0134,-0.3556,-0.0056,-0.0111,0.0050,0.2590
6306698,-1.9761,0.9459,-0.6416,1.0000,0.0001,-0.0031,-0.0001,0.0127,-0.3549,-0.0065,0.0082,-0.0038,0.2530
6306865,-1.9834,0.8803,-0.6233,1.0000,0.0001,-0.0031,-0.0001,0.0120,-0.3552,-0.0071,0.0017,-0.0155,0.2633
6307031,-1.8579,0.9264,-0.5893,1.0000,0.0001,-0.0031,-0.0001,0.0133,-0.3549,-0.0071,-0.0096,-0.0082,0.2507
6307198,-1.9409,1.0129,-0.7158,1.0000,0.0001,-0.0031,-0.0001,0.0133,-0.3530,-0.0091,-0.0074,-0.0053,0.2516
6307365,-1.9688,0.8938,-0.6257,1.0000,0.0001,-0.0031,-0.0001,0.0128,-0.3532,-0.0096,-0.0181,0.0136,0.2790
6307531,-1.8882,0.9070,-0.5894,1.0000,0.0001,-0.0031,-0.0001,0.0136,-0.3531,-0.0092,-0.0051,-0.0125,0.2595
6307698,-1.9798,0.9130,-0.6222,1.0000,0.0001,-0.0031,-0.0001,0.0129,-0.3529,-0.0094,-0.0069,-0.0117,0.2426
6307865,-1.9213,0.8717,-0.5637,1.0000,0.0001,-0.0031,-0.0001,0.0132,-0.3534,-0.0090,0.0009,-0.0016,0.2334
6308031,-1.8748,0.9154,-0.5976,1.0000,0.0001,-0.0031,-0.0001,0.0143,-0.3532,-0.0088,0.0173,-0.0070,0.2459
6308198,-1.9198,0.9592,-0.5809,1.0000,0.0001,-0.0031,-0.0001,0.0146,-0.3523,-0.0083,-0.0049,-0.0128,0.2377
6308365,-1.9018,0.8196,-0.6137,1.0000,0.0001,-0.0031,-0.0001,0.0152,-0.3537,-0.0087,0.0028,-0.0198,0.2206
6308531,-1.9909,0.8656,-0.6014,1.0000,0.0001,-0.0031,-0.0001,0.0143,-0.3543,-0.0087,-0.0015,0.0011,0.2473
6308698,-1.9297,0.8898,-0.5636,1.0000,0.0001,-0.0031,-0.0001,0.0144,-0.3545,-0.0079,-0.0113,0.0111,0.2469
6308865,-1.8491,0.9084,-0.6149,1.0000,0.0001,-0.0031,-0.0001,0.0159,-0.3544,-0.0081,-0.0280,-0.0143,0.2392
6309031,-1.9003,0.9409,-0.7156,1.0000,0.0001,-0.0031,-0.0001,0.0166,-0.3538,-0.0101,-0.0144,-0.0111,0.2634
6309198,-1.9409,0.8866,-0.6053,1.0000,0.0001,-0.0031,-0.0001,0.0165,-0.3540,-0.0101,-0.0173,0.0035,0.2441
6309365,-1.9162,0.8643,-0.6162,1.0000,0.0001,-0.0031,-0.0001,0.0169,-0.3547,-0.0100,-0.0090,-0.0027,0.2190
6309531,-2.0028,0.8984,-0.5808,1.0000,0.0001,-0.0031,-0.0001,0.0158,-0.3547,-0.0097,-0.0019,-0.0044,0.2158
6309698,-1.9837,1.0019,-0.6149,1.0000,0.0001,-0.0031,-0.0001,0.0150,-0.3531,-0.0098,-0.0036,-0.0070,0.2224
6309865,-1.9494,0.8730,-0.5953,1.0000,0.0001,-0.0031,-0.0001,0.0149,-0.3536,-0.0097,-0.0052,-0.0069,0.2549
6310031,-1.8956,0.9717,-0.5922,1.0000,0.0001,-0.0031,-0.0001,0.0156,-0.3524,-0.0092,0.0073,0.0027,0.2403
6310198,-1.8198,0.9313,-0.6280,1.0000,0.0002,-0.0031,-0.0001,0.0175,-0.3519,-0.0095,-0.0007,0.0118,0.2526
6310365,-1.9285,0.9265,-0.5908,1.0000,0.0002,-0.0031,-0.0001,0.0177,-0.3515,-0.0092,-0.0099,-0.0152,0.2349
6310532,-1.9618,0.9437,-0.6623,1.0000,0.0002,-0.0031,-0.0001,0.0173,-0.3509,-0.0103,-0.0029,0.0123,0.2413
6310698,-1.9099,0.7562,-0.6209,1.0000,0.0002,-0.0031,-0.0001,0.0178,-0.3533,-0.0108,-0.0113,0.0073,0.2318
6310865,-2.0337,0.9420,-0.6208,1.0000,0.0001,-0.0031,-0.0001,0.0162,-0.3526,-0.0110,-0.0057,-0.0204,0.2415
6311032,-1.8724,0.8864,-0.5588,1.0000,0.0002,-0.0031,-0.0001,0.0173,-0.3529,-0.0108,-0.0060,-0.0040,0.2546
6311198,-1.9196,1.0130,-0.4535,1.0000,0.0002,-0.0031,-0.0001,0.0176,-0.3511,-0.0080,-0.0143,-0.0011,0.2224
6311365,-1.9019,0.9484,-0.5867,1.0000,0.0002,-0.0031,-0.0001,0.0182,-0.3503,-0.0078,0.0044,-0.0015,0.2274
6311532,-1.9946,0.8874,-0.6259,1.0000,0.0002,-0.0031,-0.0001,0.0173,-0.3506,-0.0082,-0.0103,-0.0037,0.2367
6311698,-1.9150,0.8559,-0.6059,1.0000,0.0002,-0.0031,-0.0001,0.0176,-0.3513,-0.0081,0.0034,0.0050,0.2070
6311865,-1.9419,0.8728,-0.6159,1.0000,0.0002,-0.0031,-0.0001,0.0176,-0.3518,-0.0083,0.0156,-0.0071,0.2418
6312032,-1.9335,0.9353,-0.5959,1.0000,0.0002,-0.0031,-0.0001,0.0177,-0.3513,-0.0079,0.0126,0.0087,0.2716
6312198,-1.9871,0.9057,-0.6039,1.0000,0.0001,-0.0031,-0.0001,0.0169,-0.3512,-0.0079,0.0056,0.0144,0.2310
6312365,-1.9590,0.9105,-0.6548,1.0000,0.0001,-0.0031,-0.0001,0.0165,-0.3511,-0.0089,0.0093,0.0160,0.2465
6312532,-1.9143,0.8821,-0.6076,1.0000,0.0001,-0.0031,-0.0001,0.0169,-0.3515,-0.0096,-0.0022,-0.0034,0.2236
6312698,-1.9490,0.9175,-0.6369,1.0000,0.0001,-0.0031,-0.0001,0.0167,-0.3512,-0.0099,-0.0175,-0.0159,0.2380
6312865,-1.8249,0.8734,-0.6282,1.0000,0.0002,-0.0031,-0.0001,0.0186,-0.3517,-0.0105,-0.0315,-0.0149,0.2785
6313032,-1.9493,0.8373,-0.5698,1.0000,0.0002,-0.0031,-0.0001,0.0184,-0.3528,-0.0100,0.0045,0.0072,0.2212
6313198,-1.8724,0.8973,-0.6211,1.0000,0.0002,-0.0031,-0.0001,0.0195,-0.3529,-0.0102,-0.0078,0.0099,0.2534
6313365,-1.9832,0.9803,-0.6170,1.0000,0.0002,-0.0031,-0.0001,0.0188,-0.3516,-0.0103,-0.0026,0.0180,0.2556
6313532,-1.9751,0.9832,-0.6404,1.0000,0.0002,-0.0031,-0.0001,0.0182,-0.3502,-0.0110,-0.0084,-0.0163,0.2583
6313698,-1.9265,0.8527,-0.6308,1.0000,0.0002,-0.0031,-0.0001,0.0184,-0.3511,-0.0113,0.0052,0.0033,0.2364
6313865,-1.8831,0.8436,-0.6258,1.0000,0.0002,-0.0031,-0.0001,0.0193,-0.3521,-0.0116,0.0010,-0.0076,0.2426
6314032,-1.9615,0.8770,-0.5981,1.0000,0.0002,-0.0031,-0.0001,0.0189,-0.3525,-0.0117,-0.0034,0.0041,0.2597
6314198,-1.9187,0.8913,-0.5954,1.0000,0.0002,-0.0031,-0.0001,0.0193,-0.3527,-0.0115,-0.0253,0.0021,0.2315
6314365,-1.9824,0.9489,-0.6210,1.0000,0.0002,-0.0031,-0.0001,0.0185,-0.3519,-0.0116,-0.0166,0.0049,0.2519
6314532,-1.9664,0.9391,-0.6115,1.0000,0.0002,-0.0031,-0.0001,0.0181,-0.3513,-0.0117,-0.0026,0.0022,0.2427
6314698,-1.8697,0.9461,-0.6230,1.0000,0.0002,-0.0031,-0.0001,0.0192,-0.3506,-0.0119,-0.0051,0.0057,0.2513
6314865,-2.0020,0.9635,-0.6517,1.0000,0.0002,-0.0031,-0.0001,0.0182,-0.3496,-0.0129,0.0143,-0.0231,0.2261
6315032,-1.8736,0.9506,-0.5638,1.0000,0.0002,-0.0030,-0.0001,0.0192,-0.3488,-0.0122,-0.0004,-0.0150,0.2518
6315198,-1.9976,1.0220,-0.5815,1.0000,0.0002,-0.0030,-0.0001,0.0183,-0.3468,-0.0118,-0.0220,0.0285,0.2320
6315365,-1.9204,0.9371,-0.6018,1.0000,0.0002,-0.0030,-0.0001,0.0186,-0.3462,-0.0119,0.0011,0.0032,0.2454
6315532,-1.9123,0.8513,-0.5884,1.0000,0.0002,-0.0030,-0.0001,0.0190,-0.3471,-0.0118,-0.0137,0.0012,0.2224
6315698,-1.9756,0.9217,-0.5673,1.0000,0.0002,-0.0030,-0.0001,0.0184,-0.3467,-0.0112,0.0157,-0.0366,0.2294
6315865,-1.9674,1.0001,-0.5881,1.0000,0.0002,-0.0030,-0.0001,0.0179,-0.3451,-0.0108,-0.0117,-0.0162,0.2399
6316032,-1.9797,0.9256,-0.5881,1.0000,0.0001,-0.0030,-0.0001,0.0172,-0.3447,-0.0105,-0.0323,0.0019,0.2127
6316198,-1.9449,0.9630,-0.5915,1.0000,0.0001,-0.0030,-0.0001,0.0171,-0.3437,-0.0101,-0.0221,-0.0102,0.2365
6316365,-1.9536,0.8281,-0.6309,1.0000,0.0001,-0.0030,-0.0001,0.0168,-0.3450,-0.0105,-0.0245,0.0079,0.2478
6316532,-1.9929,0.8118,-0.6418,1.0000,0.0001,-0.0030,-0.0001,0.0159,-0.3465,-0.0111,0.0074,-0.0022,0.2429
6316698,-1.9117,0.8044,-0.5399,1.0000,0.0001,-0.0030,-0.0001,0.0164,-0.3481,-0.0099,0.0307,-0.0052,0.2433
6316865,-1.9020,0.9102,-0.5563,1.0000,0.0001,-0.0030,-0.0001,0.0170,-0.3480,-0.0089,0.0093,0.0069,0.2279
6317032,-1.9561,0.9138,-0.5514,1.0000,0.0001,-0.0030,-0.0001,0.0167,-0.3478,-0.0080,-0.0143,-0.0025,0.2243
6317198,-1.9386,0.9657,-0.5942,1.0000,0.0001,-0.0030,-0.0001,0.0167,-0.3468,-0.0081,-0.0401,0.0189,0.2530
6317365,-1.9649,0.8313,-0.6138,1.0000,0.0001,-0.0030,-0.0001,0.0162,-0.3479,-0.0084,-0.0311,-0.0172,0.2447
6317532,-2.0055,0.8898,-0.6612,1.0000,0.0001,-0.0030,-0.0001,0.0151,-0.3482,-0.0092,0.0018,-0.0072,0.2145
6317698,-1.9027,0.9200,-0.6026,1.0000,0.0001,-0.0030,-0.0001,0.0157,-0.3479,-0.0091,0.0124,0.0016,0.2521
6317865,-1.9094,0.7727,-0.6175,1.0000,0.0001,-0.0031,-0.0001,0.0162,-0.3500,-0.0094,0.0160,0.0075,0.2278
6318032,-1.9660,0.8971,-0.6090,1.0000,0.0001,-0.0031,-0.0001,0.0157,-0.3501,-0.0090,0.0104,0.0035,0.2551
6318198,-1.9614,0.8874,-0.6074,1.0000,0.0001,-0.0031,-0.0001,0.0153,-0.3504,-0.0092,-0.0025,0.0113,0.2432
6318365,-1.9090,0.9418,-0.5663,1.0000,0.0001,-0.0031,-0.0001,0.0158,-0.3497,-0.0086,-0.0256,0.0016,0.2270
6318532,-1.9462,0.8553,-0.6569,1.0000,0.0001,-0.0031,-0.0001,0.0157,-0.3505,-0.0099,-0.0128,0.0006,0.2486
6318698,-1.9339,1.0002,-0.6649,1.0000,0.0001,-0.0030,-0.0001,0.0158,-0.3489,-0.0109,0.0007,-0.0041,0.2107
6318865,-1.9245,0.8888,-0.5944,1.0000,0.0001,-0.0030,-0.0001,0.0160,-0.3491,-0.0110,-0.0074,-0.0115,0.2174
6319032,-1.9221,0.9127,-0.6062,1.0000,0.0001,-0.0030,-0.0001,0.0163,-0.3489,-0.0111,-0.0066,0.0232,0.2522
6319198,-1.9546,0.8871,-0.6374,1.0000,0.0001,-0.0030,-0.0001,0.0160,-0.3492,-0.0120,-0.0304,0.0112,0.2456
6319365,-1.9340,0.8388,-0.5574,1.0000,0.0001,-0.0031,-0.0001,0.0161,-0.3503,-0.0113,-0.0100,-0.0053,0.2274
6319532,-1.9379,0.8697,-0.7173,1.0000,0.0001,-0.0031,-0.0001,0.0161,-0.3508,-0.0131,-0.0060,0.0197,0.2438
6319698,-1.9509,0.8667,-0.5411,1.0000,0.0001,-0.0031,-0.0001,0.0159,-0.3514,-0.0120,-0.0006,-0.0018,0.2214
6319865,-1.8769,0.8817,-0.6213,1.0000,0.0001,-0.0031,-0.0001,0.0169,-0.3518,-0.0121,-0.0121,-0.0006,0.2566
6320032,-1.9816,0.8367,-0.6146,1.0000,0.0001,-0.0031,-0.0001,0.0162,-0.3529,-0.0127,-0.0143,0.0078,0.2251
6320198,-1.9371,0.8784,-0.5755,1.0000,0.0001,-0.0031,-0.0001,0.0163,-0.3533,-0.0122,-0.0205,0.0051,0.2390
6320365,-1.9686,0.8887,-0.6612,1.0000,0.0001,-0.0031,-0.0001,0.0158,-0.3535,-0.0133,-0.0025,-0.0040,0.2545
6320532,-1.9249,0.8765,-0.6273,1.0000,0.0001,-0.0031,-0.0001,0.0160,-0.3539,-0.0137,0.0126,0.0189,0.2284
6320698,-1.9864,0.9044,-0.6110,1.0000,0.0001,-0.0031,-0.0001,0.0152,-0.3539,-0.0138,0.0079,0.0264,0.2277
6320865,-2.0567,0.8189,-0.5472,1.0000,0.0001,-0.0031,-0.0001,0.0132,-0.3553,-0.0130,-0.0123,0.0101,0.2298
6321032,-2.0435,0.9343,-0.6355,1.0000,0.0001,-0.0031,-0.0001,0.0115,-0.3547,-0.0131,-0.0065,-0.0027,0.2236
6321198,-1.8772,0.9719,-0.6477,1.0000,0.0001,-0.0031,-0.0001,0.0125,-0.3536,-0.0143,-0.0080,-0.0021,0.2466
6321365,-1.8699,0.9045,-0.6011,1.0000,0.0001,-0.0031,-0.0001,0.0137,-0.3536,-0.0139,-0.0133,-0.0105,0.2389
6321532,-1.8975,0.9666,-0.5885,1.0000,0.0001,-0.0031,-0.0001,0.0143,-0.3525,-0.0137,-0.0132,-0.0007,0.2494
6321698,-1.8863,0.9038,-0.5380,1.0000,0.0001,-0.0031,-0.0001,0.0152,-0.3525,-0.0124,-0.0102,-0.0104,0.2298
6321865,-2.0062,0.8923,-0.5371,1.0000,0.0001,-0.0031,-0.0001,0.0141,-0.3526,-0.0111,-0.0086,0.0023,0.2592
6322032,-1.9710,0.9230,-0.5791,1.0000,0.0001,-0.0031,-0.0001,0.0135,-0.3523,-0.0110,-0.0067,0.0114,0.2353
6322198,-1.9423,0.8479,-0.6157,1.0000,0.0001,-0.0031,-0.0001,0.0135,-0.3532,-0.0110,-0.0074,0.0104,0.2021
6322365,-2.0451,0.8589,-0.6302,1.0000,0.0001,-0.0031,-0.0001,0.0117,-0.3539,-0.0116,-0.0180,0.0027,0.2382
6322532,-1.8548,0.9460,-0.6078,1.0000,0.0001,-0.0031,-0.0001,0.0131,-0.3532,-0.0117,0.0116,-0.0127,0.2202
6322698,-1.9119,0.8798,-0.6030,1.0000,0.0001,-0.0031,-0.0001,0.0136,-0.3536,-0.0119,-0.0042,0.0188,0.2463
6322865,-1.8937,0.9611,-0.5594,1.0000,0.0001,-0.0031,-0.0001,0.0143,-0.3526,-0.0110,-0.0003,-0.0040,0.2276
6323032,-1.9270,0.9067,-0.6294,1.0000,0.0001,-0.0031,-0.0001,0.0145,-0.3525,-0.0117,-0.0114,0.0003,0.2549
6323198,-1.9104,0.9122,-0.5866,1.0000,0.0001,-0.0031,-0.0001,0.0150,-0.3524,-0.0117,-0.0114,-0.0033,0.2269
6323365,-1.9524,0.9868,-0.5952,1.0000,0.0001,-0.0031,-0.0001,0.0147,-0.3510,-0.0115,-0.0017,-0.0150,0.2485
6323532,-1.9547,0.8332,-0.5689,1.0000,0.0001,-0.0031,-0.0001,0.0145,-0.3521,-0.0107,-0.0034,0.0046,0.2148
6323698,-1.9728,0.9200,-0.5682,1.0000,0.0001,-0.0031,-0.0001,0.0139,-0.3518,-0.0101,-0.0106,0.0023,0.2285
6323865,-1.9540,0.8906,-0.6024,1.0000,0.0001,-0.0031,-0.0001,0.0137,-0.3520,-0.0102,-0.0173,0.0025,0.2471
6324032,-1.8861,0.9294,-0.5070,1.0000,0.0001,-0.0031,-0.0001,0.0145,-0.3516,-0.0085,-0.0119,0.0058,0.2147
6324198,-1.9134,0.8906,-0.6025,1.0000,0.0001,-0.0031,-0.0001,0.0149,-0.3518,-0.0087,0.0013,-0.0050,0.2450
6324365,-1.9179,0.8798,-0.6562,1.0000,0.0001,-0.0031,-0.0001,0.0153,-0.3522,-0.0098,-0.0135,-0.0212,0.2235
6324532,-1.9333,0.9233,-0.6963,1.0000,0.0001,-0.0031,-0.0001,0.0154,-0.3518,-0.0114,-0.0213,-0.0139,0.2682
6324698,-1.9737,0.8705,-0.5536,1.0000,0.0001,-0.0031,-0.0001,0.0148,-0.3523,-0.0104,-0.0023,-0.0048,0.2183
6324865,-1.9013,0.9068,-0.5906,1.0000,0.0001,-0.0031,-0.0001,0.0154,-0.3523,-0.0101,-0.0001,-0.0014,0.2578
6325032,-1.9498,0.8955,-0.5730,1.0000,0.0001,-0.0031,-0.0001,0.0152,-0.3524,-0.0094,-0.0051,0.0090,0.2265
6325198,-1.9464,0.8811,-0.6380,1.0000,0.0001,-0.0031,-0.0001,0.0151,-0.3527,-0.0101,-0.0087,-0.0017,0.2434
6325365,-1.8834,0.9518,-0.6438,1.0000,0.0001,-0.0031,-0.0001,0.0160,-0.3519,-0.0108,0.0075,-0.0016,0.2309
6325532,-1.8750,0.9465,-0.5830,1.0000,0.0001,-0.0031,-0.0001,0.0171,-0.3512,-0.0106,0.0024,0.0194,0.2305
6325698,-1.9166,0.9831,-0.6185,1.0000,0.0002,-0.0031,-0.0001,0.0175,-0.3498,-0.0109,-0.0059,0.0039,0.2496
6325865,-1.8991,0.9062,-0.5352,1.0000,0.0002,-0.0031,-0.0001,0.0181,-0.3498,-0.0095,-0.0117,-0.0037,0.2202
6326032,-1.9504,0.9669,-0.5613,1.0000,0.0002,-0.0030,-0.0001,0.0179,-0.3487,-0.0087,-0.0336,-0.0101,0.2305
6326198,-1.8202,1.0641,-0.5872,1.0000,0.0002,-0.0030,-0.0001,0.0199,-0.3460,-0.0085,-0.0219,-0.0155,0.2470
6326365,-1.8128,0.9103,-0.5552,1.0000,0.0002,-0.0030,-0.0001,0.0220,-0.3459,-0.0074,-0.0044,-0.0080,0.2548
6326532,-1.8888,0.8496,-0.6063,1.0000,0.0002,-0.0030,-0.0001,0.0228,-0.3468,-0.0076,-0.0044,0.0148,0.2378
6326698,-2.0341,0.7502,-0.6064,1.0000,0.0002,-0.0030,-0.0001,0.0213,-0.3493,-0.0076,0.0003,0.0233,0.2430
6326865,-2.0712,0.8192,-0.6033,1.0000,0.0002,-0.0031,-0.0001,0.0190,-0.3507,-0.0075,-0.0109,0.0021,0.2295
6327032,-2.0578,0.9658,-0.5749,1.0000,0.0001,-0.0031,-0.0001,0.0171,-0.3496,-0.0070,-0.0103,-0.0200,0.2469
6327199,-1.9875,0.8340,-0.5794,1.0000,0.0001,-0.0031,-0.0001,0.0162,-0.3508,-0.0062,-0.0211,-0.0265,0.2325
6327365,-1.9040,0.8256,-0.5994,1.0000,0.0001,-0.0031,-0.0000,0.0126,-0.3522,-0.0018,-0.0136,-0.0222,0.2260
6327532,-1.9353,0.9458,-0.5922,1.0000,0.0001,-0.0031,-0.0000,0.0127,-0.3515,-0.0018,0.0035,-0.0013,0.2377
6327699,-1.8476,0.9725,-0.5622,1.0000,0.0001,-0.0031,-0.0000,0.0142,-0.3503,-0.0009,-0.0027,0.0027,0.2409
6327865,-1.9039,0.8418,-0.4976,1.0000,0.0001,-0.0031,0.0000,0.0147,-0.3513,0.0009,-0.0000,0.0158,0.2725
6328032,-1.8612,0.9843,-0.5966,1.0000,0.0001,-0.0031,0.0000,0.0160,-0.3500,0.0010,0.0354,-0.0018,0.2295
6328199,-1.9471,0.8861,-0.6218,1.0000,0.0001,-0.0031,0.0000,0.0159,-0.3502,0.0009,-0.0088,0.0146,0.2590
6328365,-1.9008,0.8830,-0.6027,1.0000,0.0001,-0.0031,0.0000,0.0165,-0.3505,0.0009,0.0033,-0.0172,0.2233
6328532,-1.8787,0.9311,-0.5171,1.0000,0.0002,-0.0031,0.0000,0.0175,-0.3501,0.0019,-0.0216,-0.0217,0.2472
6328699,-1.9406,0.8600,-0.6483,1.0000,0.0002,-0.0031,0.0000,0.0174,-0.3508,0.0014,-0.0405,-0.0166,0.2337
6328865,-1.9621,0.8900,-0.5590,1.0000,0.0001,-0.0031,0.0000,0.0170,-0.3510,0.0023,-0.0371,-0.0087,0.2523
6329032,-2.0020,0.8607,-0.6137,1.0000,0.0001,-0.0031,0.0000,0.0160,-0.3517,0.0020,-0.0205,-0.0213,0.2345
6329199,-1.9417,0.8455,-0.5915,1.0000,0.0001,-0.0031,0.0000,0.0159,-0.3526,0.0023,-0.0031,0.0012,0.2310
6329365,-1.9130,0.9294,-0.6458,1.0000,0.0001,-0.0031,0.0000,0.0164,-0.3522,0.0014,-0.0023,0.0100,0.2272
6329532,-1.9455,0.8726,-0.6868,1.0000,0.0001,-0.0031,-0.0000,0.0162,-0.3527,-0.0002,0.0207,0.0325,0.2226
6329699,-1.9381,0.8937,-0.5868,1.0000,0.0001,-0.0031,0.0000,0.0162,-0.3528,0.0001,0.0042,0.0089,0.2544
6329865,-2.0140,0.9006,-0.5688,1.0000,0.0001,-0.0031,0.0000,0.0150,-0.3529,0.0009,-0.0080,0.0053,0.2173
6330032,-1.9892,0.8737,-0.6789,1.0000,0.0001,-0.0031,-0.0000,0.0141,-0.3533,-0.0003,-0.0293,-0.0183,0.2311
6330199,-1.9246,0.8096,-0.4858,1.0000,0.0001,-0.0031,0.0000,0.0143,-0.3549,0.0022,-0.0150,-0.0033,0.2493
6330365,-1.9097,0.8204,-0.6044,1.0000,0.0001,-0.0031,0.0000,0.0148,-0.3562,0.0022,-0.0234,-0.0214,0.2612
6330532,-1.9294,0.8848,-0.6467,1.0000,0.0001,-0.0031,0.0000,0.0150,-0.3565,0.0018,-0.0235,-0.0085,0.2581
6330699,-1.8637,0.9735,-0.6233,1.0000,0.0001,-0.0031,0.0000,0.0162,-0.3553,0.0013,-0.0015,0.0075,0.2342
6330865,-1.9101,0.9488,-0.5911,1.0000,0.0001,-0.0031,0.0000,0.0167,-0.3546,0.0013,0.0041,0.0073,0.2423
6331032,-1.9729,0.7889,-0.6040,1.0000,0.0001,-0.0031,0.0000,0.0161,-0.3565,0.0011,0.0092,0.0104,0.2265
6331199,-1.9305,0.8484,-0.6310,1.0000,0.0001,-0.0031,0.0000,0.0162,-0.3574,0.0004,-0.0098,0.0179,0.2340
6331365,-2.0014,0.8702,-0.6211,1.0000,0.0001,-0.0031,0.0000,0.0151,-0.3579,-0.0000,-0.0225,-0.0045,0.2493
6331532,-1.8512,0.9086,-0.6819,1.0000,0.0001,-0.0031,-0.0000,0.0166,-0.3578,-0.0012,-0.0129,-0.0004,0.2352
6331699,-1.8825,0.8856,-0.5893,1.0000,0.0002,-0.0031,-0.0000,0.0175,-0.3581,-0.0007,-0.0221,-0.0178,0.2572
6331865,-1.9293,0.8798,-0.6283,1.0000,0.0002,-0.0031,-0.0000,0.0177,-0.3584,-0.0010,-0.0127,-0.0063,0.2534
6332032,-1.9606,0.8916,-0.5947,1.0000,0.0002,-0.0031,-0.0000,0.0173,-0.3586,-0.0008,-0.0116,-0.0003,0.2186
6332199,-1.8850,0.8690,-0.5683,1.0000,0.0002,-0.0031,-0.0000,0.0182,-0.3592,-0.0004,0.0011,-0.0083,0.2347
6332365,-1.9122,0.8585,-0.5845,1.0000,0.0002,-0.0031,0.0000,0.0186,-0.3599,0.0000,0.0071,0.0124,0.2286
6332532,-1.8401,0.9837,-0.6514,1.0000,0.0002,-0.0031,-0.0000,0.0203,-0.3585,-0.0004,-0.0223,-0.0059,0.2463
6332699,-1.9867,0.9083,-0.6725,1.0000,0.0002,-0.0031,-0.0000,0.0195,-0.3584,-0.0015,-0.0153,0.0045,0.2409
6332865,-1.9664,0.8997,-0.6259,1.0000,0.0002,-0.0031,-0.0000,0.0190,-0.3585,-0.0016,0.0019,0.0011,0.2212
6333032,-2.0266,0.8450,-0.6425,1.0000,0.0002,-0.0031,-0.0000,0.0175,-0.3594,-0.0019,-0.0079,0.0177,0.2621
6333199,-1.9049,0.8810,-0.5991,1.0000,0.0002,-0.0031,-0.0000,0.0181,-0.3598,-0.0017,-0.0060,-0.0107,0.2092
6333365,-1.8662,0.8690,-0.6299,1.0000,0.0002,-0.0031,-0.0000,0.0193,-0.3604,-0.0022,-0.0056,-0.0018,0.2566
6333532,-1.9140,0.8507,-0.6509,1.0000,0.0002,-0.0032,-0.0000,0.0197,-0.3612,-0.0029,-0.0103,0.0091,0.2375
6333699,-1.8360,0.9335,-0.5935,1.0000,0.0002,-0.0031,-0.0000,0.0214,-0.3607,-0.0028,-0.0113,0.0094,0.2446
6333865,-1.9262,0.9422,-0.6315,1.0000,0.0002,-0.0031,-0.0000,0.0216,-0.3600,-0.0032,-0.0098,0.0139,0.2328
6334032,-2.0670,0.8928,-0.6627,1.0000,0.0002,-0.0031,-0.0000,0.0195,-0.3602,-0.0042,-0.0012,0.0219,0.2501
6334199,-2.0124,0.8076,-0.6214,1.0000,0.0002,-0.0032,-0.0000,0.0182,-0.3618,-0.0047,-0.0062,0.0089,0.2344
6334365,-1.9203,0.9279,-0.6281,1.0000,0.0002,-0.0032,-0.0000,0.0185,-0.3613,-0.0046,-0.0198,0.0004,0.2396
6334532,-1.9479,0.9455,-0.5808,1.0000,0.0002,-0.0031,-0.0000,0.0184,-0.3606,-0.0044,-0.0203,0.0075,0.2188
6334699,-1.8992,0.9080,-0.5802,1.0000,0.0002,-0.0031,-0.0000,0.0190,-0.3605,-0.0039,-0.0097,-0.0071,0.2286
6334865,-1.8230,1.0000,-0.5966,1.0000,0.0002,-0.0031,-0.0000,0.0209,-0.3589,-0.0037,-0.0106,-0.0015,0.2568
6335032,-1.9444,0.9233,-0.5971,1.0000,0.0002,-0.0031,-0.0000,0.0208,-0.3585,-0.0038,-0.0205,-0.0044,0.2599
6335199,-1.8858,0.8728,-0.6100,1.0000,0.0002,-0.0031,-0.0000,0.0217,-0.3590,-0.0041,-0.0089,-0.0071,0.2527
6335365,-1.9494,0.7945,-0.5702,1.0000,0.0002,-0.0031,-0.0000,0.0215,-0.3608,-0.0037,-0.0090,0.0102,0.2704
6335532,-1.9635,0.7614,-0.5805,1.0000,0.0002,-0.0032,-0.0000,0.0211,-0.3632,-0.0034,0.0014,0.0062,0.2274
6335699,-1.9751,0.8250,-0.5818,1.0000,0.0002,-0.0032,-0.0000,0.0205,-0.3645,-0.0032,-0.0110,0.0237,0.2477
6335865,-1.8949,0.8943,-0.5996,1.0000,0.0002,-0.0032,-0.0000,0.0212,-0.3646,-0.0031,-0.0005,-0.0019,0.2175
6336032,-1.9533,0.8479,-0.6226,1.0000,0.0002,-0.0032,-0.0000,0.0209,-0.3655,-0.0034,-0.0039,0.0010,0.2568
