DeviceTag: Xsens DOT,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2025-11-10 09:13:05.736,© Movella Technologies B.V. 2005-2025
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
452903,0.9136,-0.0104,0.0040,0.4066,-0.0004,-0.0143,-0.0818,0
453070,0.9136,-0.0104,0.0040,0.4066,-0.0100,-0.0128,-0.1222,0
453236,0.9136,-0.0104,0.0040,0.4066,0.0105,-0.0096,-0.0997,0
453403,0.9136,-0.0104,0.0039,0.4066,0.0055,0.0197,-0.0928,0
453570,0.9135,-0.0104,0.0039,0.4066,0.0129,0.0061,-0.0801,0
453736,0.9135,-0.0104,0.0040,0.4066,0.0055,-0.0066,-0.0930,0
453903,0.9136,-0.0104,0.0040,0.4066,-0.0106,-0.0136,-0.0758,0
454070,0.9136,-0.0104,0.0040,0.4066,-0.0137,-0.0028,-0.0775,0
454236,0.9136,-0.0104,0.0040,0.4066,-0.0030,0.0003,-0.0978,0
454403,0.9136,-0.0104,0.0040,0.4066,0.0023,0.0087,-0.0979,0
454570,0.9136,-0.0104,0.0040,0.4066,0.0139,-0.0115,-0.0948,0
454736,0.9136,-0.0104,0.0040,0.4066,0.0044,-0.0021,-0.0951,0
454903,0.9136,-0.0104,0.0040,0.4066,0.0013,-0.0083,-0.0849,0
455070,0.9136,-0.0104,0.0040,0.4066,0.0103,-0.0084,-0.0966,0
455236,0.9136,-0.0104,0.0040,0.4066,0.0007,-0.0083,-0.1039,0
455403,0.9136,-0.0104,0.0040,0.4066,-0.0034,0.0078,-0.0998,0
455570,0.9136,-0.0104,0.0039,0.4066,0.0047,0.0117,-0.0793,0
455736,0.9136,-0.0104,0.0039,0.4066,0.0011,-0.0072,-0.0860,0
455903,0.9136,-0.0104,0.0039,0.4066,0.0060,0.0019,-0.0711,0
456070,0.9136,-0.0104,0.0039,0.4066,0.0053,-0.0063,-0.0929,0
456236,0.9999,-0.0079,0.0078,0.0001,0.0013,0.0078,-0.1002,0
456403,0.9999,-0.0079,0.0078,0.0001,0.0096,-0.0036,-0.0816,0
456570,0.9999,-0.0079,0.0078,0.0001,-0.0057,0.0024,-0.1025,0
456736,0.9999,-0.0079,0.0078,0.0000,-0.0088,0.0055,-0.0893,0
456903,0.9999,-0.0079,0.0078,0.0000,0.0011,-0.0063,-0.0886,0
457070,0.9999,-0.0079,0.0078,0.0000,-0.0142,-0.0038,-0.1051,0
457236,0.9999,-0.0079,0.0078,0.0000,0.0048,-0.0059,-0.0937,0
457403,0.9999,-0.0079,0.0078,0.0000,0.0084,-0.0055,-0.0924,0
457570,0.9999,-0.0079,0.0078,0.0000,0.0140,0.0092,-0.0797,0
457736,0.9999,-0.0079,0.0078,0.0000,0.0133,-0.0039,-0.0852,0
457903,0.9999,-0.0079,0.0078,0.0000,0.0004,0.0103,-0.1074,0
458070,0.9999,-0.0079,0.0078,0.0000,-0.0047,0.0031,-0.0852,0
458236,0.9999,-0.0079,0.0078,0.0000,-0.0047,-0.0059,-0.0919,0
458403,0.9999,-0.0079,0.0078,0.0000,-0.0060,-0.0044,-0.1042,0
458570,0.9999,-0.0079,0.0078,0.0000,-0.0145,0.0002,-0.0772,0
458736,0.9999,-0.0079,0.0078,0.0000,-0.0147,0.0030,-0.0783,0
458903,0.9999,-0.0079,0.0078,0.0000,0.0074,-0.0041,-0.0820,0
459070,0.9999,-0.0079,0.0078,0.0000,-0.0003,-0.0025,-0.0880,0
459236,0.9999,-0.0079,0.0078,0.0000,0.0088,-0.0069,-0.0759,0
459403,0.9999,-0.0079,0.0078,0.0000,0.0080,-0.0080,-0.0803,0
459570,0.9999,-0.0079,0.0078,0.0000,-0.0072,-0.0178,-0.1044,0
459736,0.9999,-0.0079,0.0078,0.0000,-0.0124,-0.0020,-0.0842,0
459903,0.9999,-0.0079,0.0078,0.0000,0.0059,-0.0017,-0.0816,0
460070,0.9999,-0.0079,0.0078,0.0000,0.0099,-0.0055,-0.0851,0
460236,0.9999,-0.0079,0.0078,0.0000,-0.0047,-0.0030,-0.0998,0
460403,0.9999,-0.0079,0.0078,0.0000,-0.0139,-0.0023,-0.0947,0
460570,0.9999,-0.0079,0.0078,0.0000,-0.0071,0.0051,-0.0680,0
460736,0.9999,-0.0079,0.0078,0.0000,0.0081,0.0022,-0.0906,0
460903,0.9999,-0.0079,0.0078,0.0000,0.0105,0.0027,-0.0979,0
461070,0.9999,-0.0079,0.0078,0.0000,-0.0005,-0.0061,-0.0762,0
461236,0.9999,-0.0079,0.0078,0.0000,-0.0007,-0.0006,-0.0993,0
461403,0.9999,-0.0079,0.0078,0.0000,-0.0067,0.0090,-0.0980,0
461570,0.9999,-0.0079,0.0078,0.0000,-0.0028,0.0056,-0.0936,0
461736,0.9999,-0.0079,0.0078,0.0000,0.0034,0.0011,-0.1108,0
461903,0.9999,-0.0079,0.0078,0.0000,-0.0053,0.0129,-0.0892,0
462070,0.9999,-0.0079,0.0078,0.0000,-0.0077,0.0022,-0.0846,0
462236,0.9999,-0.0078,0.0078,0.0000,-0.0073,0.0040,-0.1002,0
462403,0.9999,-0.0078,0.0078,0.0000,0.0047,-0.0104,-0.0831,0
462570,0.9999,-0.0079,0.0078,0.0000,-0.0002,-0.0010,-0.1047,0
462736,0.9999,-0.0079,0.0078,0.0000,0.0063,0.0074,-0.0973,0
462903,0.9999,-0.0079,0.0078,0.0000,-0.0036,0.0015,-0.0713,0
463070,0.9999,-0.0078,0.0078,0.0000,-0.0012,0.0039,-0.0853,0
463237,0.9999,-0.0078,0.0078,0.0000,-0.0040,0.0051,-0.0913,0
463403,0.9999,-0.0078,0.0078,0.0000,-0.0030,-0.0111,-0.0954,0
463570,0.9999,-0.0078,0.0078,0.0000,-0.0148,0.0023,-0.0934,0
463737,0.9999,-0.0078,0.0078,0.0000,-0.0070,-0.0089,-0.1043,0
463903,0.9999,-0.0078,0.0078,0.0000,-0.0115,-0.0035,-0.0953,0
464070,0.9999,-0.0079,0.0079,-0.0001,-0.0118,-0.0086,-0.0976,0
464237,0.9999,-0.0079,0.0079,-0.0001,-0.0108,0.0066,-0.0937,0
464403,0.9999,-0.0079,0.0079,-0.0001,-0.0130,-0.0143,-0.0927,0
464570,0.9999,-0.0079,0.0079,-0.0001,-0.0052,0.0059,-0.0873,0
464737,0.9999,-0.0079,0.0079,-0.0001,0.0099,0.0159,-0.0734,0
464903,0.9999,-0.0079,0.0079,-0.0001,-0.0146,-0.0130,-0.0780,0
465070,0.9999,-0.0079,0.0079,-0.0001,0.0060,0.0045,-0.0798,0
465237,0.9999,-0.0079,0.0079,-0.0001,-0.0069,-0.0009,-0.0941,0
465403,0.9999,-0.0079,0.0079,-0.0001,-0.0109,0.0025,-0.0590,0
465570,0.9999,-0.0079,0.0079,-0.0001,-0.0008,0.0203,-0.0947,0
465737,0.9999,-0.0079,0.0079,-0.0001,0.0059,0.0144,-0.0692,0
465903,0.9999,-0.0079,0.0079,-0.0001,-0.0048,0.0097,-0.0919,0
466070,0.9999,-0.0079,0.0078,-0.0001,0.0029,0.0131,-0.0757,0
466237,0.9999,-0.0079,0.0078,-0.0001,-0.0099,-0.0102,-0.0776,0
466403,0.9999,-0.0079,0.0078,-0.0001,-0.0050,-0.0044,-0.0803,0
466570,0.9999,-0.0079,0.0078,-0.0001,0.0065,0.0033,-0.0634,0
466737,0.9999,-0.0079,0.0078,-0.0001,-0.0019,-0.0001,-0.0784,0
466903,0.9999,-0.0079,0.0078,-0.0001,-0.0016,-0.0055,-0.0848,0
467070,0.9999,-0.0079,0.0078,-0.0001,-0.0152,0.0016,-0.0873,0
467237,0.9999,-0.0079,0.0078,-0.0001,0.0040,0.0048,-0.0904,0
467403,0.9999,-0.0079,0.0078,-0.0001,0.0005,-0.0015,-0.0921,0
467570,0.9999,-0.0079,0.0078,-0.0001,0.0039,-0.0048,-0.0948,0
467737,0.9999,-0.0079,0.0078,-0.0001,0.0125,0.0035,-0.0770,0
467903,0.9999,-0.0079,0.0078,-0.0001,0.0018,0.0027,-0.1049,0
468070,0.9999,-0.0079,0.0078,-0.0001,-0.0110,-0.0025,-0.0838,0
468237,0.9999,-0.0079,0.0078,-0.0001,-0.0096,-0.0036,-0.0931,0
468403,0.9999,-0.0079,0.0078,-0.0001,0.0133,0.0062,-0.0629,0
468570,0.9999,-0.0079,0.0078,-0.0001,0.0163,-0.0034,-0.0731,0
468737,0.9999,-0.0079,0.0078,-0.0001,-0.0123,-0.0045,-0.0903,0
468903,0.9999,-0.0079,0.0078,-0.0001,-0.0068,0.0075,-0.0976,0
469070,0.9999,-0.0079,0.0078,-0.0001,0.0006,-0.0063,-0.0973,0
469237,0.9999,-0.0079,0.0078,-0.0002,0.0007,-0.0032,-0.0983,0
469403,0.9999,-0.0079,0.0078,-0.0001,0.0073,-0.0001,-0.0788,0
469570,0.9999,-0.0080,0.0078,-0.0001,0.0020,0.0035,-0.0887,0
469737,0.9999,-0.0080,0.0078,-0.0001,-0.0006,-0.0026,-0.0966,0
469903,0.9999,-0.0080,0.0078,-0.0001,-0.0128,-0.0050,-0.0814,0
470070,0.9999,-0.0080,0.0078,-0.0001,-0.0131,0.0025,-0.0898,0
470237,0.9999,-0.0080,0.0078,-0.0001,0.0014,0.0151,-0.0932,0
470403,0.9999,-0.0080,0.0078,-0.0001,-0.0066,0.0086,-0.0897,0
470570,0.9999,-0.0080,0.0078,-0.0001,-0.0021,-0.0142,-0.1002,0
470737,0.9999,-0.0080,0.0078,-0.0002,0.0203,0.0013,-0.0808,0
470903,0.9999,-0.0080,0.0078,-0.0001,0.0076,-0.0122,-0.1069,0
471070,0.9999,-0.0080,0.0078,-0.0001,0.0176,-0.0077,-0.0751,0
471237,0.9999,-0.0080,0.0078,-0.0001,-0.0070,0.0083,-0.0802,0
471403,0.9999,-0.0080,0.0078,-0.0001,-0.0069,-0.0086,-0.1044,0
471570,0.9999,-0.0080,0.0078,-0.0002,0.0133,-0.0059,-0.0825,0
471737,0.9999,-0.0080,0.0078,-0.0002,-0.0012,-0.0080,-0.0724,0
471903,0.9999,-0.0080,0.0078,-0.0002,-0.0054,-0.0031,-0.1003,0
472070,0.9999,-0.0080,0.0078,-0.0002,0.0003,-0.0120,-0.0914,0
472237,0.9999,-0.0080,0.0078,-0.0002,0.0135,-0.0042,-0.0809,0
472403,0.9999,-0.0080,0.0078,-0.0002,0.0101,0.0012,-0.0830,0
472570,0.9999,-0.0080,0.0078,-0.0002,0.0012,-0.0108,-0.0895,0
472737,0.9999,-0.0080,0.0078,-0.0002,-0.0007,0.0011,-0.0865,0
472903,0.9999,-0.0080,0.0078,-0.0002,-0.0013,0.0045,-0.0982,0
473070,0.9999,-0.0080,0.0078,-0.0002,0.0012,0.0061,-0.1065,0
473237,0.9999,-0.0080,0.0078,-0.0002,-0.0011,-0.0030,-0.0875,0
473403,0.9999,-0.0080,0.0078,-0.0002,-0.0027,-0.0029,-0.0819,0
473570,0.9999,-0.0080,0.0078,-0.0002,-0.0110,-0.0114,-0.0973,0
473737,0.9999,-0.0080,0.0078,-0.0002,0.0054,0.0083,-0.1057,0
473903,0.9999,-0.0080,0.0078,-0.0002,0.0047,0.0071,-0.1021,0
474070,0.9999,-0.0080,0.0078,-0.0002,0.0138,-0.0059,-0.0681,0
474237,0.9999,-0.0080,0.0078,-0.0002,-0.0042,-0.0129,-0.0804,0
474403,0.9999,-0.0080,0.0078,-0.0002,0.0040,-0.0044,-0.0810,0
474570,0.9999,-0.0080,0.0078,-0.0002,0.0047,0.0090,-0.0696,0
474737,0.9999,-0.0080,0.0078,-0.0002,-0.0027,-0.0017,-0.0643,0
474903,0.9999,-0.0080,0.0078,-0.0002,-0.0116,0.0013,-0.0761,0
475070,0.9999,-0.0080,0.0078,-0.0002,-0.0134,0.0046,-0.0981,0
475237,0.9999,-0.0080,0.0078,-0.0002,-0.0110,0.0041,-0.0975,0
475403,0.9999,-0.0080,0.0078,-0.0002,-0.0052,-0.0101,-0.0829,0
475570,0.9999,-0.0080,0.0079,-0.0002,-0.0001,-0.0000,-0.1091,0
475737,0.9999,-0.0080,0.0079,-0.0002,-0.0122,0.0079,-0.0958,0
475903,0.9999,-0.0080,0.0079,-0.0002,-0.0010,0.0048,-0.1002,0
476070,0.9999,-0.0080,0.0079,-0.0002,-0.0086,0.0106,-0.1077,0
476237,0.9999,-0.0080,0.0079,-0.0002,-0.0052,-0.0008,-0.0978,0
476403,0.9999,-0.0080,0.0079,-0.0002,-0.0083,0.0002,-0.0772,0
476570,0.9999,-0.0080,0.0079,-0.0002,-0.0079,0.0079,-0.0937,0
476737,0.9999,-0.0080,0.0079,-0.0002,-0.0018,0.0057,-0.0823,0
476903,0.9999,-0.0081,0.0079,-0.0002,0.0048,0.0002,-0.0817,0
477070,0.9999,-0.0080,0.0079,-0.0002,0.0086,0.0039,-0.0822,0
477237,0.9999,-0.0080,0.0079,-0.0002,0.0010,-0.0133,-0.0758,0
477403,0.9999,-0.0081,0.0079,-0.0002,-0.0038,0.0025,-0.0893,0
477570,0.9999,-0.0081,0.0079,-0.0002,-0.0043,0.0062,-0.0981,0
477737,0.9999,-0.0081,0.0079,-0.0002,-0.0118,0.0092,-0.1072,0
477903,0.9999,-0.0080,0.0079,-0.0002,-0.0123,0.0066,-0.0993,0
478070,0.9999,-0.0080,0.0079,-0.0002,-0.0132,0.0051,-0.0932,0
478237,0.9999,-0.0080,0.0079,-0.0002,0.0014,0.0040,-0.0993,0
478403,0.9999,-0.0080,0.0079,-0.0002,0.0011,-0.0051,-0.0890,0
478570,0.9999,-0.0080,0.0079,-0.0002,0.0037,0.0118,-0.0926,0
478737,0.9999,-0.0080,0.0079,-0.0002,0.0041,0.0056,-0.0839,0
478903,0.9999,-0.0080,0.0079,-0.0002,0.0013,0.0059,-0.0736,0
479070,0.9999,-0.0080,0.0079,-0.0002,-0.0093,0.0017,-0.0804,0
479237,0.9999,-0.0080,0.0079,-0.0002,-0.0031,0.0067,-0.0952,0
479403,0.9999,-0.0080,0.0079,-0.0002,-0.0007,0.0179,-0.0803,0
479570,0.9999,-0.0080,0.0079,-0.0002,-0.0027,0.0043,-0.0850,0
479737,0.9999,-0.0081,0.0079,-0.0002,-0.0028,0.0026,-0.1019,0
479904,0.9999,-0.0081,0.0079,-0.0002,-0.0017,0.0101,-0.0805,0
480070,0.9999,-0.0081,0.0079,-0.0002,-0.0128,0.0003,-0.0905,0
480237,0.9999,-0.0081,0.0079,-0.0002,0.0059,0.0000,-0.1108,0
480404,0.9999,-0.0080,0.0079,-0.0002,-0.0067,0.0054,-0.0951,0
480570,0.9999,-0.0080,0.0079,-0.0002,-0.0017,0.0080,-0.1040,0
480737,0.9999,-0.0080,0.0079,-0.0002,-0.0070,0.0039,-0.1039,0
480904,0.9999,-0.0080,0.0079,-0.0002,-0.0038,0.0049,-0.0866,0
481070,0.9999,-0.0080,0.0079,-0.0002,0.0112,0.0116,-0.1008,0
481237,0.9999,-0.0080,0.0079,-0.0002,-0.0010,0.0066,-0.0934,0
481404,0.9999,-0.0080,0.0079,-0.0002,-0.0034,-0.0092,-0.1106,0
481570,0.9999,-0.0080,0.0079,-0.0002,-0.0020,-0.0041,-0.0741,0
481737,0.9999,-0.0080,0.0079,-0.0002,-0.0039,0.0030,-0.0717,0
481904,0.9999,-0.0080,0.0079,-0.0002,0.0125,0.0056,-0.0849,0
482070,0.9999,-0.0080,0.0079,-0.0002,0.0020,-0.0037,-0.0746,0
482237,0.9999,-0.0080,0.0079,-0.0002,0.0003,-0.0093,-0.1073,0
482404,0.9999,-0.0080,0.0079,-0.0002,0.0028,-0.0107,-0.0726,0
482570,0.9999,-0.0080,0.0079,-0.0002,0.0007,-0.0041,-0.0865,0
482737,0.9999,-0.0080,0.0079,-0.0002,0.0111,0.0100,-0.0790,0
482904,0.9999,-0.0081,0.0079,-0.0002,-0.0032,0.0169,-0.0925,0
483070,0.9999,-0.0081,0.0079,-0.0002,0.0157,0.0075,-0.0751,0
483237,0.9999,-0.0081,0.0079,-0.0002,-0.0072,-0.0024,-0.1279,0
483404,0.9999,-0.0081,0.0079,-0.0002,0.0069,0.0050,-0.0059,0
483570,0.9999,-0.0081,0.0079,-0.0002,0.0022,-0.0007,-0.1336,0
483737,0.9999,-0.0081,0.0079,-0.0002,0.0009,0.0069,-0.1075,0
483904,0.9999,-0.0081,0.0079,-0.0002,0.0089,0.0062,-0.0571,0
484070,0.9999,-0.0079,0.0079,-0.0002,0.0031,0.0020,-0.1223,0
484237,0.9999,-0.0079,0.0079,-0.0002,-0.0024,-0.0012,-0.0699,0
484404,0.9999,-0.0079,0.0079,-0.0002,-0.0023,-0.0087,-0.1481,0
484570,0.9999,-0.0079,0.0079,-0.0002,0.0046,-0.0059,-0.0188,0
484737,0.9999,-0.0079,0.0079,-0.0002,-0.0069,-0.0083,-0.1355,0
484904,0.9999,-0.0079,0.0079,-0.0002,-0.0029,0.0115,-0.0692,0
485070,0.9999,-0.0079,0.0079,-0.0002,-0.0030,-0.0104,-0.1047,0
485237,0.9999,-0.0079,0.0079,-0.0002,0.0015,0.0140,-0.0678,0
485404,0.9999,-0.0079,0.0079,-0.0002,-0.0113,0.0015,-0.0953,0
485570,0.9999,-0.0079,0.0079,-0.0002,0.0111,-0.0007,-0.0663,0
485737,0.9999,-0.0079,0.0079,-0.0002,-0.0071,-0.0037,-0.1092,0
485904,0.9999,-0.0079,0.0079,-0.0002,0.0062,0.0073,-0.0745,0
486070,0.9999,-0.0079,0.0079,-0.0002,0.0057,0.0059,-0.0857,0
486237,0.9999,-0.0079,0.0079,-0.0002,-0.0079,-0.0006,-0.1029,0
486404,0.9999,-0.0079,0.0079,-0.0002,-0.0032,0.0016,-0.1007,0
486570,0.9999,-0.0079,0.0079,-0.0002,-0.0075,0.0040,-0.0894,0
486737,0.9999,-0.0079,0.0079,-0.0002,-0.0075,0.0013,-0.0889,0
486904,0.9999,-0.0079,0.0079,-0.0002,0.0190,0.0045,-0.0876,0
487070,0.9999,-0.0079,0.0079,-0.0002,-0.0077,0.0069,-0.0865,0
487237,0.9999,-0.0079,0.0079,-0.0002,0.0119,0.0054,-0.0786,0
487404,0.9999,-0.0079,0.0079,-0.0002,0.0054,0.0032,-0.0842,0
487570,0.9999,-0.0079,0.0079,-0.0002,0.0193,0.0092,-0.0828,0
487737,0.9999,-0.0079,0.0079,-0.0002,-0.0000,0.0016,-0.0993,0
487904,0.9999,-0.0079,0.0079,-0.0002,-0.0040,0.0023,-0.0841,0
488070,0.9999,-0.0079,0.0079,-0.0002,-0.0024,0.0094,-0.0977,0
488237,0.9999,-0.0079,0.0079,-0.0002,0.0023,-0.0023,-0.0860,0
488404,0.9999,-0.0079,0.0079,-0.0002,0.0052,-0.0047,-0.1108,0
488570,0.9999,-0.0079,0.0079,-0.0002,0.0107,0.0055,-0.0813,0
488737,0.9999,-0.0079,0.0079,-0.0002,0.0073,-0.0128,-0.0933,0
488904,0.9999,-0.0079,0.0079,-0.0002,0.0050,0.0069,-0.0909,0
489070,0.9999,-0.0079,0.0079,-0.0002,-0.0024,0.0073,-0.1005,0
489237,0.9999,-0.0079,0.0079,-0.0002,0.0037,-0.0121,-0.0688,0
489404,0.9999,-0.0079,0.0079,-0.0002,-0.0079,-0.0055,-0.1013,0
489570,0.9999,-0.0079,0.0079,-0.0002,0.0036,-0.0118,-0.1033,0
489737,0.9999,-0.0079,0.0079,-0.0002,-0.0044,-0.0154,-0.0852,0
489904,0.9999,-0.0079,0.0079,-0.0002,-0.0024,-0.0020,-0.0942,0
490070,0.9999,-0.0079,0.0079,-0.0002,0.0078,-0.0015,-0.0951,0
490237,0.9999,-0.0079,0.0079,-0.0002,0.0100,0.0058,-0.0953,0
490404,0.9999,-0.0079,0.0079,-0.0002,-0.0097,-0.0052,-0.1086,0
490570,0.9999,-0.0079,0.0079,-0.0002,-0.0101,0.0011,-0.0751,0
490737,0.9999,-0.0079,0.0079,-0.0002,0.0072,0.0155,-0.0807,0
490904,0.9999,-0.0079,0.0079,-0.0002,-0.0094,-0.0034,-0.0767,0
491070,0.9999,-0.0079,0.0079,-0.0002,-0.0160,0.0086,-0.0871,0
491237,0.9999,-0.0079,0.0079,-0.0002,-0.0023,-0.0055,-0.0836,0
491404,0.9999,-0.0079,0.0079,-0.0002,-0.0058,0.0048,-0.0704,0
491570,0.9999,-0.0079,0.0079,-0.0002,-0.0011,-0.0015,-0.0900,0
491737,0.9999,-0.0079,0.0079,-0.0002,-0.0068,-0.0054,-0.0834,0
491904,0.9999,-0.0079,0.0079,-0.0002,-0.0031,0.0147,-0.0932,0
492070,0.9999,-0.0079,0.0079,-0.0002,-0.0018,0.0147,-0.0824,0
492237,0.9999,-0.0079,0.0079,-0.0001,-0.0071,0.0073,-0.0714,0
492404,0.9999,-0.0080,0.0079,-0.0001,-0.0073,0.0067,-0.0955,0
492570,0.9999,-0.0080,0.0079,-0.0002,0.0012,-0.0124,-0.0908,0
492737,0.9999,-0.0080,0.0079,-0.0001,-0.0071,0.0068,-0.0839,0
492904,0.9999,-0.0080,0.0079,-0.0001,0.0086,0.0076,-0.0966,0
493070,0.9999,-0.0080,0.0079,-0.0001,0.0046,-0.0027,-0.0882,0
493237,0.9999,-0.0080,0.0079,-0.0001,-0.0013,-0.0118,-0.0821,0
493404,0.9999,-0.0080,0.0079,-0.0002,0.0009,-0.0071,-0.0905,0
493570,0.9999,-0.0080,0.0079,-0.0001,0.0015,-0.0049,-0.1069,0
493737,0.9999,-0.0080,0.0079,-0.0001,0.0028,-0.0010,-0.0843,0
493904,0.9999,-0.0080,0.0079,-0.0001,0.0046,-0.0059,-0.0834,0
494070,0.9999,-0.0079,0.0079,-0.0001,-0.0042,0.0018,-0.0850,0
494237,0.9999,-0.0079,0.0079,-0.0001,0.0041,0.0061,-0.0667,0
494404,0.9999,-0.0079,0.0079,-0.0001,0.0064,-0.0046,-0.0944,0
494570,0.9999,-0.0079,0.0079,-0.0001,0.0016,0.0058,-0.0867,0
494737,0.9999,-0.0079,0.0079,-0.0001,-0.0029,0.0088,-0.0925,0
494904,0.9999,-0.0079,0.0079,-0.0001,0.0051,0.0051,-0.0929,0
495070,0.9999,-0.0079,0.0079,-0.0001,0.0120,-0.0089,-0.1013,0
495237,0.9999,-0.0079,0.0079,-0.0001,0.0018,-0.0017,-0.0499,0
495404,0.9999,-0.0079,0.0079,-0.0001,-0.0005,-0.0093,-0.0860,0
495570,0.9999,-0.0079,0.0079,-0.0001,-0.0029,-0.0015,-0.1112,0
495737,0.9999,-0.0079,0.0079,-0.0001,0.0070,0.0089,-0.0567,0
495904,0.9999,-0.0079,0.0079,-0.0001,-0.0087,-0.0121,-0.1186,0
496070,0.9999,-0.0079,0.0079,-0.0001,0.0163,0.0031,-0.0933,0
496237,0.9999,-0.0079,0.0079,-0.0001,0.0018,-0.0012,-0.0887,0
496404,0.9999,-0.0079,0.0079,-0.0001,-0.0127,0.0121,-0.1105,0
496571,0.9999,-0.0079,0.0079,-0.0001,0.0114,0.0055,-0.0612,0
496737,0.9999,-0.0079,0.0079,-0.0001,0.0078,0.0061,-0.0908,0
496904,0.9999,-0.0079,0.0079,-0.0001,-0.0063,-0.0085,-0.0875,0
497071,0.9999,-0.0079,0.0079,-0.0001,0.0117,-0.0022,-0.0957,0
497237,0.9999,-0.0079,0.0079,-0.0001,0.0138,0.0082,-0.0945,0
497404,0.9999,-0.0079,0.0079,-0.0001,-0.0006,-0.0106,-0.1033,0
497571,0.9999,-0.0079,0.0079,-0.0001,-0.0189,0.0095,-0.0923,0
497737,0.9999,-0.0079,0.0079,-0.0001,-0.0100,-0.0045,-0.0926,0
497904,0.9999,-0.0079,0.0079,-0.0001,0.0007,-0.0118,-0.1069,0
498071,0.9999,-0.0079,0.0079,-0.0001,0.0008,-0.0020,-0.1005,0
498237,0.9999,-0.0079,0.0079,-0.0001,-0.0007,0.0145,-0.0746,0
498404,0.9999,-0.0079,0.0079,-0.0001,0.0108,-0.0030,-0.0712,0
498571,0.9999,-0.0079,0.0079,-0.0001,0.0113,-0.0028,-0.0853,0
498737,0.9999,-0.0079,0.0078,-0.0001,0.0024,-0.0027,-0.0913,0
498904,0.9999,-0.0079,0.0078,-0.0001,0.0045,0.0003,-0.0855,0
499071,0.9999,-0.0079,0.0078,-0.0001,-0.0071,-0.0046,-0.0911,0
499237,0.9999,-0.0079,0.0078,-0.0001,0.0142,-0.0009,-0.0892,0
499404,0.9999,-0.0079,0.0079,-0.0001,-0.0060,0.0007,-0.0761,0
499571,0.9999,-0.0079,0.0079,-0.0001,-0.0017,-0.0011,-0.0949,0
499737,0.9999,-0.0079,0.0079,-0.0001,0.0045,0.0093,-0.0815,0
499904,0.9999,-0.0079,0.0079,-0.0001,-0.0030,-0.0006,-0.0867,0
500071,0.9999,-0.0079,0.0078,-0.0001,0.0039,0.0076,-0.0940,0
500237,0.9999,-0.0079,0.0078,-0.0001,-0.0100,-0.0016,-0.0853,0
500404,0.9999,-0.0079,0.0078,-0.0001,0.0056,-0.0085,-0.0834,0
500571,0.9999,-0.0079,0.0078,-0.0001,0.0009,-0.0124,-0.0815,0
500737,0.9999,-0.0079,0.0078,-0.0001,-0.0182,0.0007,-0.0960,0
500904,0.9999,-0.0079,0.0078,-0.0001,0.0102,0.0118,-0.0825,0
501071,0.9999,-0.0079,0.0078,-0.0001,0.0020,-0.0168,-0.0997,0
501237,0.9999,-0.0079,0.0078,-0.0001,0.0113,-0.0065,-0.0946,0
501404,0.9999,-0.0079,0.0078,-0.0001,-0.0016,0.0114,-0.0871,0
501571,0.9999,-0.0079,0.0078,-0.0001,-0.0051,-0.0153,-0.0943,0
501737,0.9999,-0.0079,0.0078,-0.0001,-0.0206,0.0079,-0.0831,0
501904,0.9999,-0.0079,0.0078,-0.0001,-0.0079,0.0016,-0.0864,0
502071,0.9999,-0.0079,0.0078,-0.0001,-0.0048,0.0034,-0.1048,0
502237,0.9999,-0.0079,0.0078,-0.0001,-0.0040,-0.0167,-0.0855,0
502404,0.9999,-0.0079,0.0078,-0.0001,-0.0034,0.0010,-0.0773,0
502571,0.9999,-0.0079,0.0078,-0.0001,0.0070,0.0063,-0.0869,0
502737,0.9999,-0.0079,0.0078,-0.0001,0.0025,-0.0120,-0.0772,0
502904,0.9999,-0.0079,0.0078,-0.0001,-0.0104,-0.0034,-0.0670,0
503071,0.9999,-0.0079,0.0078,-0.0001,0.0010,0.0000,-0.0970,0
503237,0.9999,-0.0079,0.0078,-0.0001,-0.0001,0.0086,-0.0855,0
503404,0.9999,-0.0079,0.0078,-0.0001,-0.0055,-0.0008,-0.0683,0
503571,0.9999,-0.0079,0.0078,-0.0001,-0.0069,-0.0002,-0.0799,0
503737,0.9999,-0.0079,0.0078,-0.0001,0.0054,-0.0092,-0.0809,0
503904,0.9999,-0.0079,0.0078,-0.0001,-0.0139,0.0016,-0.0900,0
504071,0.9999,-0.0079,0.0079,-0.0002,-0.0032,-0.0037,-0.0860,0
504237,0.9999,-0.0079,0.0079,-0.0002,-0.0069,-0.0047,-0.0888,0
504404,0.9999,-0.0079,0.0079,-0.0002,0.0017,-0.0015,-0.0693,0
504571,0.9137,-0.0104,0.0040,0.4063,0.0011,0.0069,-0.0874,0
504737,0.9137,-0.0104,0.0040,0.4063,-0.0033,-0.0014,-0.1101,0
504904
505071
