DeviceTag: ,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2025-11-13 22:43:10.554,© Movella Technologies B.V. 2005-2025
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
4270388,0.9999,-0.0089,-0.0068,-0.0002,0.0953,0.0439,0.0820,0
4270555,0.9999,-0.0089,-0.0068,-0.0002,0.1212,0.0273,-0.0385,0
4270721,0.9999,-0.0089,-0.0068,-0.0003,0.0894,0.0022,0.0462,0
4270888,0.9999,-0.0090,-0.0068,-0.0003,0.0603,-0.0349,0.0180,0
4271055,0.9999,-0.0090,-0.0069,-0.0003,0.0635,-0.0496,-0.0402,0
4271221,0.9999,-0.0089,-0.0069,-0.0004,0.0909,-0.0031,0.0679,0
4271388,0.9999,-0.0089,-0.0069,-0.0004,0.1186,0.0300,-0.0187,0
4271555,0.9999,-0.0089,-0.0069,-0.0004,0.1031,0.0283,0.0378,0
4271722,0.9999,-0.0089,-0.0070,-0.0004,0.0816,0.0237,-0.0099,0
4271888,0.9999,-0.0090,-0.0070,-0.0004,0.0799,0.0029,0.0055,0
4272055,0.9999,-0.0090,-0.0070,-0.0004,0.0873,-0.0296,0.0284,0
4272222,0.9999,-0.0090,-0.0071,-0.0005,0.0918,-0.0429,-0.0404,0
4272388,0.9999,-0.0089,-0.0070,-0.0005,0.0722,-0.0164,0.0544,0
4272555,0.9999,-0.0089,-0.0070,-0.0005,0.0760,0.0360,-0.0090,0
4272722,0.9999,-0.0089,-0.0071,-0.0005,0.0836,0.0392,0.0185,0
4272888,0.9999,-0.0089,-0.0071,-0.0005,0.0987,0.0082,0.0132,0
4273055,0.9999,-0.0090,-0.0072,-0.0006,0.0972,-0.0364,-0.0153,0
4273222,0.9999,-0.0090,-0.0072,-0.0006,0.0825,-0.0382,0.0148,0
4273388,0.9999,-0.0090,-0.0072,-0.0006,0.0661,-0.0365,-0.0297,0
4273555,0.9999,-0.0090,-0.0072,-0.0006,0.0760,-0.0148,0.0370,0
4273722,0.9999,-0.0089,-0.0072,-0.0007,0.0928,0.0198,-0.0118,0
4273888,0.9999,-0.0089,-0.0072,-0.0007,0.0935,0.0346,0.0238,0
4274055,0.9999,-0.0089,-0.0072,-0.0007,0.0860,0.0267,-0.0006,0
4274222,0.9999,-0.0090,-0.0073,-0.0007,0.0805,0.0078,-0.0454,0
4274388,0.9999,-0.0090,-0.0073,-0.0007,0.0952,-0.0225,0.0459,0
4274555,0.9999,-0.0090,-0.0073,-0.0008,0.0853,-0.0239,-0.0290,0
4274722,0.9999,-0.0089,-0.0073,-0.0008,0.0572,-0.0165,0.0267,0
4274888,0.9999,-0.0089,-0.0073,-0.0008,0.0731,0.0027,0.0326,0
4275055,0.9999,-0.0089,-0.0073,-0.0008,0.0904,0.0082,0.0079,0
4275222,0.9999,-0.0089,-0.0073,-0.0009,0.0884,0.0092,0.0408,0
4275388,0.9999,-0.0090,-0.0074,-0.0009,0.0942,-0.0230,-0.0316,0
4275555,0.9999,-0.0089,-0.0074,-0.0009,0.0759,-0.0111,0.0281,0
4275722,0.9999,-0.0089,-0.0074,-0.0009,0.0598,-0.0094,0.0108,0
4275888,0.9999,-0.0089,-0.0074,-0.0009,0.0820,0.0079,0.0368,0
4276055,0.9999,-0.0090,-0.0075,-0.0010,0.1187,0.0217,-0.0167,0
4276222,0.9999,-0.0089,-0.0075,-0.0010,0.0786,0.0045,0.0059,0
4276388,0.9999,-0.0089,-0.0075,-0.0010,0.0475,0.0096,0.0151,0
4276555,0.9999,-0.0090,-0.0076,-0.0010,0.0792,-0.0079,-0.0454,0
4276722,0.9999,-0.0090,-0.0076,-0.0010,0.1082,-0.0425,0.0469,0
4276888,0.9999,-0.0090,-0.0076,-0.0011,0.0766,-0.0297,-0.0424,0
4277055,0.9999,-0.0089,-0.0076,-0.0011,0.0495,0.0294,0.0374,0
4277222,0.9999,-0.0089,-0.0076,-0.0011,0.0529,0.0407,0.0153,0
4277388,0.9999,-0.0089,-0.0076,-0.0011,0.0994,0.0304,-0.0031,0
4277555,0.9999,-0.0090,-0.0077,-0.0011,0.0969,-0.0127,0.0451,0
4277722,0.9999,-0.0090,-0.0077,-0.0011,0.0668,-0.0218,-0.0490,0
4277888,0.9999,-0.0089,-0.0077,-0.0011,0.0521,-0.0082,0.0425,0
4278055,0.9999,-0.0089,-0.0077,-0.0012,0.0564,0.0016,-0.0151,0
4278222,0.9999,-0.0090,-0.0077,-0.0012,0.0928,0.0037,0.0129,0
4278388,0.9999,-0.0090,-0.0077,-0.0012,0.0918,0.0031,0.0276,0
4278555,0.9999,-0.0089,-0.0077,-0.0012,0.0722,0.0189,-0.0334,0
4278722,0.9999,-0.0089,-0.0077,-0.0012,0.0509,0.0078,0.0171,0
4278888,0.9999,-0.0090,-0.0078,-0.0013,0.0568,-0.0201,-0.0114,0
4279055,0.9999,-0.0090,-0.0078,-0.0013,0.0739,-0.0174,0.0694,0
4279222,0.9999,-0.0090,-0.0078,-0.0013,0.0915,0.0147,-0.0222,0
4279388,0.9999,-0.0089,-0.0078,-0.0013,0.0489,0.0302,0.0069,0
4279555,0.9999,-0.0089,-0.0078,-0.0013,0.0642,0.0172,-0.0053,0
4279722,0.9999,-0.0090,-0.0079,-0.0013,0.0998,0.0043,-0.0586,0
4279888,0.9999,-0.0090,-0.0079,-0.0013,0.1057,-0.0092,0.0236,0
4280055,0.9999,-0.0090,-0.0079,-0.0013,0.0843,-0.0248,-0.0474,0
4280222,0.9999,-0.0089,-0.0078,-0.0014,0.0549,-0.0266,0.0376,0
4280388,0.9999,-0.0089,-0.0078,-0.0014,0.0537,0.0064,0.0220,0
4280555,0.9999,-0.0089,-0.0078,-0.0014,0.0803,0.0267,0.0193,0
4280722,0.9999,-0.0089,-0.0078,-0.0014,0.0698,0.0374,0.0342,0
4280888,0.9999,-0.0089,-0.0079,-0.0014,0.0682,0.0132,0.0188,0
4281055,0.9999,-0.0089,-0.0079,-0.0014,0.0674,0.0044,0.0078,0
4281222,0.9999,-0.0089,-0.0079,-0.0015,0.0804,-0.0209,0.0046,0
4281388,0.9999,-0.0089,-0.0079,-0.0015,0.0648,-0.0412,0.0033,0
4281555,0.9999,-0.0089,-0.0079,-0.0015,0.0659,-0.0219,0.0062,0
4281722,0.9999,-0.0089,-0.0079,-0.0015,0.0547,0.0042,-0.0091,0
4281888,0.9999,-0.0088,-0.0079,-0.0015,0.0522,0.0224,0.0237,0
4282055,0.9999,-0.0088,-0.0079,-0.0015,0.0620,0.0132,0.0010,0
4282222,0.9999,-0.0089,-0.0079,-0.0015,0.0804,-0.0077,-0.0264,0
4282388,0.9999,-0.0089,-0.0079,-0.0015,0.0621,-0.0257,0.0144,0
4282555,0.9999,-0.0088,-0.0079,-0.0015,0.0559,-0.0143,0.0239,0
4282722,0.9999,-0.0088,-0.0079,-0.0016,0.0607,-0.0076,-0.0008,0
4282888,0.9999,-0.0088,-0.0079,-0.0016,0.0745,0.0196,-0.0092,0
4283055,0.9999,-0.0088,-0.0079,-0.0016,0.0784,0.0175,0.0112,0
4283222,0.9999,-0.0088,-0.0079,-0.0016,0.0802,0.0005,-0.0222,0
4283388,0.9999,-0.0088,-0.0079,-0.0017,0.0843,-0.0114,0.0086,0
4283555,0.9999,-0.0088,-0.0079,-0.0017,0.0771,-0.0141,-0.0222,0
4283722,0.9999,-0.0088,-0.0079,-0.0017,0.0790,-0.0155,0.0062,0
4283888,0.9999,-0.0087,-0.0078,-0.0017,0.0666,0.0030,0.0083,0
4284055,0.9999,-0.0087,-0.0078,-0.0018,0.0532,0.0159,0.0240,0
4284222,0.9999,-0.0086,-0.0078,-0.0018,0.0522,0.0090,0.0279,0
4284388,0.9999,-0.0086,-0.0078,-0.0019,0.0549,0.0096,-0.0118,0
4284555,0.9999,-0.0086,-0.0077,-0.0019,0.0546,0.0116,-0.0007,0
4284722,0.9999,-0.0086,-0.0077,-0.0019,0.0682,-0.0058,-0.0149,0
4284888,0.9999,-0.0086,-0.0077,-0.0019,0.0722,-0.0074,0.0019,0
4285055,0.9999,-0.0086,-0.0076,-0.0019,0.0875,-0.0039,0.0052,0
4285222,0.9999,-0.0085,-0.0076,-0.0019,0.0824,-0.0023,0.0055,0
4285388,0.9999,-0.0085,-0.0075,-0.0020,0.0904,0.0029,0.0027,0
4285555,0.9999,-0.0084,-0.0075,-0.0020,0.0750,0.0066,0.0136,0
4285722,0.9999,-0.0084,-0.0074,-0.0020,0.0730,-0.0030,0.0088,0
4285888,0.9999,-0.0083,-0.0074,-0.0020,0.0650,0.0046,0.0029,0
4286055,0.9999,-0.0083,-0.0074,-0.0021,0.0308,0.0030,0.0193,0
4286222,0.9999,-0.0082,-0.0073,-0.0021,0.0470,0.0010,0.0363,0
4286388,0.9999,-0.0082,-0.0073,-0.0022,0.0640,0.0064,0.0226,0
4286555,0.9999,-0.0082,-0.0072,-0.0022,0.0591,0.0174,0.0070,0
4286722,0.9999,-0.0082,-0.0072,-0.0022,0.0594,0.0144,0.0139,0
4286888,0.9999,-0.0081,-0.0072,-0.0022,0.0564,0.0081,0.0362,0
4287055,0.9999,-0.0081,-0.0072,-0.0022,0.0469,-0.0200,0.0228,0
4287222,0.9999,-0.0081,-0.0072,-0.0022,0.0370,-0.0122,0.0232,0
4287388,0.9999,-0.0081,-0.0072,-0.0022,0.0531,-0.0075,0.0204,0
4287555,0.9999,-0.0081,-0.0072,-0.0022,0.0581,0.0003,0.0236,0
4287722,0.9999,-0.0081,-0.0072,-0.0023,0.0613,-0.0140,0.0163,0
4287888,0.9999,-0.0081,-0.0072,-0.0023,0.0645,-0.0027,0.0258,0
4288055,0.9999,-0.0081,-0.0072,-0.0023,0.0736,0.0132,0.0017,0
4288222,0.9999,-0.0081,-0.0072,-0.0023,0.0558,0.0013,0.0060,0
4288389,0.9999,-0.0081,-0.0072,-0.0023,0.0556,-0.0153,0.0119,0
4288555,0.9999,-0.0080,-0.0072,-0.0023,0.0591,-0.0061,0.0046,0
4288722,0.9999,-0.0080,-0.0072,-0.0023,0.0732,-0.0037,0.0034,0
4288889,0.9999,-0.0080,-0.0073,-0.0024,0.0681,-0.0053,0.0027,0
4289055,0.9999,-0.0080,-0.0073,-0.0024,0.0579,0.0017,0.0187,0
4289222,0.9999,-0.0080,-0.0073,-0.0024,0.0488,0.0137,-0.0028,0
4289389,0.9999,-0.0080,-0.0073,-0.0024,0.0645,0.0087,0.0124,0
4289555,0.9999,-0.0080,-0.0073,-0.0024,0.0460,0.0062,0.0152,0
4289722,0.9999,-0.0080,-0.0073,-0.0024,0.0530,-0.0098,0.0171,0
4289889,0.9999,-0.0080,-0.0073,-0.0024,0.0618,0.0012,0.0227,0
4290055,0.9999,-0.0080,-0.0073,-0.0025,0.0639,-0.0019,0.0169,0
4290222,0.9999,-0.0080,-0.0073,-0.0025,0.0613,-0.0016,0.0128,0
4290389,0.9999,-0.0080,-0.0074,-0.0025,0.0485,-0.0070,0.0027,0
4290555,0.9999,-0.0080,-0.0074,-0.0025,0.0557,-0.0097,0.0035,0
4290722,0.9999,-0.0080,-0.0074,-0.0025,0.0573,0.0020,0.0129,0
4290889,0.9999,-0.0080,-0.0074,-0.0025,0.0513,-0.0139,0.0117,0
4291055,0.9999,-0.0080,-0.0074,-0.0025,0.0712,0.0000,-0.0037,0
4291222,0.9999,-0.0080,-0.0074,-0.0025,0.0524,-0.0025,-0.0039,0
4291389,0.9999,-0.0080,-0.0074,-0.0025,0.0593,0.0046,-0.0098,0
4291555,0.9999,-0.0080,-0.0074,-0.0025,0.0506,-0.0014,0.0153,0
4291722,0.9999,-0.0080,-0.0074,-0.0025,0.0454,0.0005,0.0036,0
4291889,0.9999,-0.0080,-0.0075,-0.0025,0.0487,-0.0012,0.0063,0
4292055,0.9999,-0.0080,-0.0075,-0.0025,0.0511,-0.0094,0.0067,0
4292222,0.9999,-0.0080,-0.0075,-0.0025,0.0586,-0.0148,0.0013,0
4292389,0.9999,-0.0080,-0.0075,-0.0025,0.0629,0.0005,0.0172,0
4292555,0.9999,-0.0080,-0.0075,-0.0025,0.0404,0.0012,-0.0027,0
4292722,0.9999,-0.0080,-0.0075,-0.0025,0.0592,-0.0078,-0.0050,0
4292889,0.9999,-0.0080,-0.0075,-0.0025,0.0597,0.0067,0.0056,0
4293055,0.9999,-0.0080,-0.0075,-0.0025,0.0509,-0.0061,0.0017,0
4293222,0.9999,-0.0080,-0.0075,-0.0025,0.0586,-0.0108,0.0044,0
4293389,0.9999,-0.0080,-0.0075,-0.0025,0.0619,-0.0067,0.0088,0
4293555,0.9999,-0.0080,-0.0075,-0.0025,0.0508,-0.0085,0.0033,0
4293722,0.9999,-0.0080,-0.0075,-0.0025,0.0491,0.0054,0.0155,0
4293889,0.9999,-0.0079,-0.0075,-0.0025,0.0523,-0.0101,0.0205,0
4294055,0.9999,-0.0079,-0.0075,-0.0025,0.0423,-0.0141,0.0349,0
4294222,0.9999,-0.0080,-0.0076,-0.0025,0.0490,0.0016,0.0105,0
4294389,0.9999,-0.0080,-0.0076,-0.0025,0.0535,0.0110,0.0094,0
4294555,0.9999,-0.0080,-0.0076,-0.0025,0.0642,0.0154,0.0079,0
4294722,0.9999,-0.0080,-0.0076,-0.0025,0.0588,0.0028,0.0009,0
4294889,0.9999,-0.0080,-0.0076,-0.0025,0.0736,0.0038,0.0129,0
4295055,0.9999,-0.0080,-0.0076,-0.0024,0.0602,-0.0139,0.0120,0
4295222,0.9999,-0.0080,-0.0076,-0.0024,0.0469,-0.0257,0.0238,0
4295389,0.9999,-0.0080,-0.0076,-0.0024,0.0517,-0.0164,0.0204,0
4295555,0.9999,-0.0080,-0.0076,-0.0024,0.0444,-0.0088,0.0186,0
4295722,0.9999,-0.0080,-0.0076,-0.0024,0.0567,0.0094,-0.0085,0
4295889,0.9999,-0.0080,-0.0076,-0.0024,0.0591,0.0128,0.0143,0
4296055,0.9999,-0.0080,-0.0077,-0.0024,0.0484,-0.0149,0.0058,0
4296222,0.9999,-0.0080,-0.0077,-0.0024,0.0498,-0.0024,0.0071,0
4296389,0.9999,-0.0080,-0.0077,-0.0024,0.0473,-0.0030,0.0067,0
4296555,0.9999,-0.0080,-0.0077,-0.0024,0.0530,-0.0177,0.0153,0
4296722,0.9999,-0.0080,-0.0077,-0.0024,0.0365,-0.0213,0.0067,0
4296889,0.9999,-0.0080,-0.0077,-0.0024,0.0495,-0.0027,0.0003,0
4297055,0.9999,-0.0080,-0.0077,-0.0024,0.0650,0.0105,0.0139,0
4297222,0.9999,-0.0080,-0.0078,-0.0024,0.0551,-0.0097,0.0046,0
4297389,0.9999,-0.0080,-0.0078,-0.0024,0.0558,-0.0026,-0.0060,0
4297555,0.9999,-0.0080,-0.0078,-0.0024,0.0536,-0.0042,0.0105,0
4297722,0.9999,-0.0080,-0.0078,-0.0025,0.0507,-0.0149,0.0114,0
4297889,0.9999,-0.0080,-0.0078,-0.0025,0.0479,-0.0198,-0.0041,0
4298055,0.9999,-0.0080,-0.0078,-0.0025,0.0515,0.0060,0.0078,0
4298222,0.9999,-0.0080,-0.0078,-0.0025,0.0500,0.0040,0.0017,0
4298389,0.9999,-0.0080,-0.0078,-0.0025,0.0628,-0.0091,-0.0078,0
4298555,0.9999,-0.0080,-0.0078,-0.0025,0.0570,0.0014,0.0246,0
4298722,0.9999,-0.0080,-0.0078,-0.0025,0.0410,-0.0057,0.0152,0
4298889,0.9999,-0.0080,-0.0079,-0.0025,0.0386,-0.0232,0.0563,0
4299055,0.9999,-0.0080,-0.0079,-0.0025,0.0428,-0.0122,-0.0246,0
4299222,0.9999,-0.0080,-0.0079,-0.0025,0.0372,0.0111,0.0082,0
4299389,0.9999,-0.0080,-0.0079,-0.0025,0.0313,0.0094,0.0114,0
4299555,0.9999,-0.0080,-0.0079,-0.0025,0.0561,-0.0027,0.0075,0
4299722,0.9999,-0.0080,-0.0079,-0.0025,0.0620,-0.0031,0.0169,0
4299889,0.9999,-0.0080,-0.0079,-0.0025,0.0506,-0.0015,0.0014,0
4300055,0.9999,-0.0080,-0.0079,-0.0025,0.0563,-0.0294,0.0053,0
4300222,0.9999,-0.0080,-0.0079,-0.0025,0.0328,-0.0121,0.0006,0
4300389,0.9999,-0.0080,-0.0079,-0.0025,0.0492,-0.0010,0.0155,0
4300555,0.9999,-0.0080,-0.0079,-0.0025,0.0412,0.0208,0.0221,0
4300722,0.9999,-0.0080,-0.0079,-0.0025,0.0490,0.0245,0.0211,0
4300889,0.9999,-0.0080,-0.0079,-0.0026,0.0335,-0.0001,0.0130,0
4301055,0.9999,-0.0080,-0.0079,-0.0025,0.0449,-0.0178,0.0011,0
4301222,0.9999,-0.0080,-0.0080,-0.0025,0.0430,-0.0053,-0.0002,0
4301389,0.9999,-0.0080,-0.0080,-0.0025,0.0419,-0.0073,0.0124,0
4301555,0.9999,-0.0080,-0.0080,-0.0025,0.0419,0.0040,0.0057,0
4301722,0.9999,-0.0080,-0.0080,-0.0025,0.0466,0.0147,0.0116,0
4301889,0.9999,-0.0080,-0.0080,-0.0025,0.0523,0.0055,0.0112,0
4302055,0.9999,-0.0080,-0.0080,-0.0025,0.0459,-0.0020,0.0105,0
4302222,0.9999,-0.0080,-0.0080,-0.0025,0.0475,-0.0125,0.0027,0
4302389,0.9999,-0.0080,-0.0080,-0.0025,0.0511,-0.0008,0.0150,0
4302555,0.9999,-0.0080,-0.0080,-0.0024,0.0414,-0.0012,0.0060,0
4302722,0.9999,-0.0080,-0.0080,-0.0024,0.0493,-0.0039,0.0107,0
4302889,0.9999,-0.0080,-0.0080,-0.0024,0.0471,0.0064,0.0216,0
4303055,0.9999,-0.0080,-0.0080,-0.0024,0.0352,0.0125,0.0104,0
4303222,0.9999,-0.0080,-0.0080,-0.0024,0.0392,0.0029,0.0053,0
4303389,0.9999,-0.0080,-0.0080,-0.0024,0.0420,-0.0028,-0.0012,0
4303555,0.9999,-0.0080,-0.0080,-0.0024,0.0465,-0.0107,0.0028,0
4303722,0.9999,-0.0080,-0.0080,-0.0024,0.0570,0.0017,0.0165,0
4303889,0.9999,-0.0080,-0.0080,-0.0024,0.0487,-0.0044,0.0034,0
4304055,0.9999,-0.0080,-0.0080,-0.0023,0.0407,0.0046,0.0120,0
4304222,0.9999,-0.0080,-0.0080,-0.0023,0.0323,-0.0031,0.0264,0
4304389,0.9999,-0.0080,-0.0081,-0.0023,0.0374,-0.0132,0.0122,0
4304555,0.9999,-0.0080,-0.0081,-0.0023,0.0442,-0.0161,0.0217,0
4304722,0.9999,-0.0080,-0.0081,-0.0023,0.0421,-0.0076,-0.0010,0
4304889,0.9999,-0.0080,-0.0081,-0.0023,0.0472,-0.0005,0.0111,0
4305056,0.9999,-0.0080,-0.0081,-0.0022,0.0585,0.0022,-0.0087,0
4305222,0.9999,-0.0079,-0.0081,-0.0022,0.0337,0.0080,0.0126,0
4305389,0.9999,-0.0079,-0.0081,-0.0021,0.0458,-0.0038,0.0170,0
4305556,0.9999,-0.0079,-0.0081,-0.0021,0.0314,-0.0011,0.0157,0
4305722,0.9999,-0.0079,-0.0081,-0.0021,0.0368,-0.0081,0.0162,0
4305889,0.9999,-0.0079,-0.0081,-0.0021,0.0386,-0.0014,0.0067,0
4306056,0.9999,-0.0079,-0.0081,-0.0020,0.0399,-0.0030,-0.0076,0
4306222,0.9999,-0.0079,-0.0081,-0.0020,0.0472,0.0010,0.0292,0
4306389,0.9999,-0.0079,-0.0082,-0.0020,0.0455,0.0009,0.0106,0
4306556,0.9999,-0.0079,-0.0082,-0.0020,0.0492,0.0013,0.0064,0
4306722,0.9999,-0.0079,-0.0082,-0.0020,0.0416,0.0030,0.0061,0
4306889,0.9999,-0.0080,-0.0082,-0.0020,0.0423,-0.0142,-0.0032,0
4307056,0.9999,-0.0080,-0.0082,-0.0020,0.0457,-0.0123,0.0100,0
4307222,0.9999,-0.0080,-0.0082,-0.0020,0.0456,0.0015,0.0030,0
4307389,0.9999,-0.0080,-0.0082,-0.0020,0.0475,-0.0043,0.0027,0
4307556,0.9999,-0.0080,-0.0082,-0.0020,0.0347,0.0076,0.0257,0
4307722,0.9999,-0.0080,-0.0082,-0.0019,0.0406,0.0014,0.0014,0
4307889,0.9999,-0.0080,-0.0082,-0.0020,0.0324,0.0003,0.0055,0
4308056,0.9999,-0.0080,-0.0083,-0.0020,0.0373,-0.0121,0.0020,0
4308222,0.9999,-0.0080,-0.0083,-0.0020,0.0335,-0.0166,0.0018,0
4308389,0.9999,-0.0080,-0.0083,-0.0019,0.0349,-0.0047,0.0167,0
4308556,0.9999,-0.0080,-0.0083,-0.0019,0.0376,0.0123,0.0004,0
4308722,0.9999,-0.0080,-0.0083,-0.0019,0.0431,-0.0018,0.0017,0
4308889,0.9999,-0.0080,-0.0083,-0.0019,0.0413,-0.0050,0.0117,0
4309056,0.9999,-0.0080,-0.0083,-0.0019,0.0361,0.0037,0.0047,0
4309222,0.9999,-0.0080,-0.0083,-0.0019,0.0291,-0.0145,0.0072,0
4309389,0.9999,-0.0080,-0.0083,-0.0019,0.0310,-0.0150,0.0148,0
4309556,0.9999,-0.0080,-0.0083,-0.0018,0.0366,0.0042,0.0137,0
4309722,0.9999,-0.0080,-0.0084,-0.0018,0.0343,-0.0125,0.0075,0
4309889,0.9999,-0.0080,-0.0084,-0.0017,0.0310,-0.0097,0.0143,0
4310056,0.9999,-0.0080,-0.0084,-0.0017,0.0326,-0.0067,0.0180,0
4310222,0.9999,-0.0080,-0.0084,-0.0017,0.0376,-0.0051,0.0228,0
4310389,0.9999,-0.0080,-0.0084,-0.0017,0.0361,0.0030,0.0031,0
4310556,0.9999,-0.0080,-0.0084,-0.0017,0.0370,-0.0021,0.0235,0
4310722,0.9999,-0.0079,-0.0084,-0.0017,0.0365,-0.0042,0.0104,0
4310889,0.9999,-0.0080,-0.0084,-0.0017,0.0345,0.0005,0.0127,0
4311056,0.9999,-0.0079,-0.0084,-0.0017,0.0271,-0.0042,-0.0047,0
4311222,0.9999,-0.0080,-0.0084,-0.0016,0.0366,0.0026,0.0164,0
4311389,0.9999,-0.0079,-0.0084,-0.0016,0.0304,0.0049,0.0142,0
4311556,0.9999,-0.0079,-0.0084,-0.0016,0.0355,0.0042,0.0052,0
4311722,0.9999,-0.0079,-0.0085,-0.0016,0.0360,-0.0147,0.0171,0
4311889,0.9999,-0.0079,-0.0085,-0.0016,0.0392,-0.0189,0.0030,0
4312056,0.9999,-0.0079,-0.0085,-0.0016,0.0339,-0.0136,0.0228,0
4312222,0.9999,-0.0079,-0.0085,-0.0016,0.0322,-0.0141,0.0048,0
4312389,0.9999,-0.0079,-0.0085,-0.0016,0.0296,0.0008,0.0008,0
4312556,0.9999,-0.0080,-0.0085,-0.0016,0.0396,0.0110,0.0150,0
4312722,0.9999,-0.0080,-0.0085,-0.0016,0.0290,-0.0059,-0.0022,0
4312889,0.9999,-0.0079,-0.0085,-0.0016,0.0369,0.0018,-0.0078,0
4313056,0.9999,-0.0080,-0.0085,-0.0016,0.0344,-0.0123,0.0116,0
4313222,0.9999,-0.0080,-0.0085,-0.0016,0.0352,-0.0108,0.0338,0
4313389,0.9999,-0.0080,-0.0085,-0.0016,0.0294,-0.0023,0.0075,0
4313556,0.9999,-0.0080,-0.0085,-0.0016,0.0397,-0.0116,0.0032,0
4313722,0.9999,-0.0080,-0.0085,-0.0015,0.0284,0.0001,0.0099,0
4313889,0.9999,-0.0080,-0.0085,-0.0015,0.0249,-0.0011,0.0034,0
4314056,0.9999,-0.0080,-0.0085,-0.0015,0.0373,0.0051,0.0135,0
4314222,0.9999,-0.0080,-0.0086,-0.0015,0.0436,-0.0027,0.0179,0
4314389,0.9999,-0.0080,-0.0086,-0.0015,0.0394,0.0031,0.0066,0
4314556,0.9999,-0.0080,-0.0086,-0.0014,0.0378,0.0034,0.0119,0
4314722,0.9999,-0.0080,-0.0086,-0.0015,0.0272,-0.0021,0.0046,0
4314889,0.9999,-0.0080,-0.0086,-0.0014,0.0275,0.0082,0.0150,0
4315056,0.9999,-0.0080,-0.0086,-0.0014,0.0367,-0.0009,0.0216,0
4315222,0.9999,-0.0080,-0.0086,-0.0014,0.0364,-0.0048,0.0226,0
4315389,0.9999,-0.0080,-0.0086,-0.0014,0.0248,-0.0054,-0.0002,0
4315556,0.9999,-0.0080,-0.0086,-0.0014,0.0295,-0.0099,-0.0023,0
4315722,0.9999,-0.0080,-0.0086,-0.0014,0.0285,-0.0050,-0.0031,0
4315889,0.9999,-0.0080,-0.0086,-0.0014,0.0374,-0.0041,0.0096,0
4316056,0.9999,-0.0080,-0.0086,-0.0014,0.0390,0.0003,-0.0001,0
4316222,0.9999,-0.0080,-0.0086,-0.0013,0.0450,-0.0085,0.0104,0
4316389,0.9999,-0.0080,-0.0086,-0.0013,0.0415,-0.0032,0.0205,0
4316556,0.9999,-0.0080,-0.0086,-0.0013,0.0249,-0.0041,0.0151,0
4316722,0.9999,-0.0080,-0.0086,-0.0013,0.0316,-0.0025,0.0071,0
4316889,0.9999,-0.0080,-0.0086,-0.0013,0.0268,-0.0097,0.0128,0
4317056,0.9999,-0.0080,-0.0086,-0.0013,0.0306,0.0018,0.0119,0
4317222,0.9999,-0.0080,-0.0086,-0.0013,0.0308,-0.0066,0.0293,0
4317389,0.9999,-0.0080,-0.0086,-0.0013,0.0250,-0.0128,0.0112,0
4317556,0.9999,-0.0080,-0.0086,-0.0013,0.0345,-0.0010,0.0129,0
4317722,0.9999,-0.0080,-0.0086,-0.0013,0.0283,-0.0061,0.0230,0
4317889,0.9999,-0.0080,-0.0086,-0.0012,0.0343,0.0081,-0.0021,0
4318056,0.9999,-0.0080,-0.0086,-0.0012,0.0449,0.0017,0.0230,0
4318222,0.9999,-0.0080,-0.0086,-0.0012,0.0305,-0.0032,0.0029,0
4318389,0.9999,-0.0080,-0.0086,-0.0012,0.0269,0.0028,0.0048,0
4318556,0.9999,-0.0080,-0.0087,-0.0012,0.0305,-0.0077,0.0000,0
4318722,0.9999,-0.0080,-0.0086,-0.0012,0.0343,-0.0215,0.0218,0
4318889,0.9999,-0.0080,-0.0086,-0.0011,0.0401,-0.0028,0.0083,0
4319056,0.6079,0.0020,-0.0116,0.7939,-0.0078,0.0292,0.0107,0
4319222,0.6080,0.0020,-0.0116,0.7939,-0.0076,0.0155,0.0046,0
4319389,0.6079,0.0021,-0.0116,0.7939,-0.0061,0.0292,0.0178,0
4319556,0.6079,0.0021,-0.0116,0.7939,-0.0052,0.0396,0.0121,0
4319722,0.6079,0.0021,-0.0116,0.7939,0.0004,0.0299,0.0070,0
4319889,0.6079,0.0021,-0.0116,0.7939,-0.0091,0.0221,0.0110,0
4320056,0.6079,0.0021,-0.0116,0.7939,0.0025,0.0378,0.0160,0
4320222
4320389
